age_ka,d18O,MgCa,temp,temp_min1,temp_plus1,temp_min2,temp_plus2,salinity,sal_min1,sal_plus1,sal_min2,sal_plus2,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2
2480,4.02,1.36,4.0066,2.1084,6.0221,0.083379,7.8924,38.373,36.652,40.182,35.074,42.116,1.4806,1.016,1.9692,0.59003,2.4913
2486,3.72,1.28,4.17,2.226,6.1618,0.23567,7.9133,38.757,37.052,40.427,35.404,42.029,1.5843,1.124,2.0353,0.67915,2.4679
2523,3.96,1.34,6.1725,3.5243,8.7614,1.2518,10.918,39.732,37.773,41.753,35.956,43.55,1.8476,1.3188,2.3932,0.82806,2.8784
2560,3.75,1.34,6.1916,3.6535,8.5657,1.2521,10.286,40.402,38.076,42.409,35.862,43.998,2.0286,1.4004,2.5704,0.80277,2.9994
2565,3.96,1.61,7.5235,5.3856,9.6006,3.4795,11.598,40.248,38.612,42.06,36.834,43.602,1.9871,1.5452,2.4761,1.0653,2.8925
2576,3.43,1.68,6.8653,4.3438,9.6435,2.1944,12.126,39.837,37.736,41.805,35.748,43.48,1.8761,1.3087,2.4072,0.77183,2.8596
2601,4.1,1.5,6.8521,4.2103,9.9117,2.0705,12.312,39.551,37.406,41.668,35.499,43.283,1.7989,1.2196,2.3704,0.70476,2.8064
2609,3.42,1.43,8.0754,5.1702,10.73,2.5195,12.717,39.682,37.65,41.699,35.665,43.169,1.8342,1.2855,2.3786,0.74962,2.7756
2612,3.27,1.82,5.4857,2.8615,8.3471,0.59451,11.291,37.704,35.164,40.024,33.089,42.175,1.3,0.61423,1.9265,0.054072,2.5073
2696,3.3,1.47,3.9894,1.7665,6.3345,-0.2861,8.5161,35.99,34.085,38.199,32.344,40.052,0.83728,0.32283,1.4337,-0.14713,1.9341
2704,3.12,1.22,5.149,2.617,7.4824,0.53931,9.6617,37.631,34.981,39.684,33.024,41.469,1.2805,0.56476,1.8346,0.036541,2.3166
2721,3.43,1.51,8.1763,5.4769,10.438,3.3277,12.522,39.881,37.908,41.625,36.171,43.209,1.8878,1.3553,2.3586,0.88615,2.7864
2739,3.32,1.8,6.8654,4.5754,9.3523,2.5122,11.782,37.739,35.474,40.304,33.592,42.42,1.3095,0.6979,2.0021,0.18978,2.5734
2780,3.18,1.61,6.1977,4.1348,8.2319,2.2239,10.555,36.74,34.905,38.793,33.228,41.038,1.0398,0.54445,1.5942,0.091534,2.2003
2783,2.81,1.48,6.2178,4.1691,8.1447,2.361,10.156,37.47,35.744,39.202,33.907,40.897,1.2369,0.77079,1.7046,0.27501,2.1623
2859,3.26,1.54,6.1833,4.0815,8.1542,2.0643,9.9483,37.49,35.773,39.117,34.038,40.748,1.2422,0.77881,1.6816,0.31031,2.1219
2867,3.06,1.49,6.3571,4.299,8.3158,2.3183,10.199,37.641,36.003,39.258,34.288,40.837,1.2831,0.84091,1.7196,0.37773,2.1459
2877,3.17,1.55,6.7912,4.7912,8.697,2.6545,10.622,37.655,36.003,39.172,34.385,40.58,1.287,0.84082,1.6965,0.40382,2.0766
2941,2.97,1.59,8.3167,5.9566,10.623,3.7721,12.722,38.327,36.403,40.273,34.538,41.949,1.4684,0.94891,1.9937,0.44535,2.4463
2997,2.97,1.69,8.5474,6.5644,10.556,4.6025,12.42,39.208,37.52,40.955,35.956,42.37,1.706,1.2504,2.1779,0.82817,2.5599
3000,3.14,1.79,9.7125,7.6982,11.856,5.7398,13.644,39.486,37.993,41.114,36.464,42.572,1.7812,1.378,2.2208,0.96533,2.6144
3004,2.83,1.92,9.1173,6.9634,11.38,5.1888,13.198,38.375,36.536,40.215,35.103,41.781,1.4814,0.98475,1.9779,0.59777,2.4008
3009,2.71,1.75,7.1581,5.0781,9.4861,3.0169,11.992,37.124,35.435,38.885,33.817,40.585,1.1435,0.68733,1.6189,0.25061,2.0779
3022,2.85,1.56,7.5869,5.5868,9.7085,3.6688,11.811,37.045,35.412,38.643,33.898,40.222,1.1221,0.68123,1.5535,0.27233,1.98
3046,2.69,1.63,8.0463,5.9047,10.059,4.032,12.153,37.136,35.455,38.724,33.97,40.294,1.1467,0.69277,1.5754,0.29179,1.9994
3053,2.62,1.73,8.1229,6.0659,10.247,4.3556,12.187,37.063,35.374,38.694,33.898,40.21,1.1271,0.67097,1.5674,0.27233,1.9768
3060,2.57,1.71,8.2307,6.2212,10.263,4.3148,12.27,37.751,36.092,39.585,34.439,41.306,1.3128,0.86492,1.8079,0.41843,2.2726
3074,2.88,1.75,9.7158,7.4777,11.95,5.3718,13.998,38.991,37.229,40.743,35.609,42.187,1.6475,1.1717,2.1207,0.73447,2.5105
3089,2.75,1.93,10.437,8.4211,12.472,6.4496,14.276,39.424,37.801,41.004,36.236,42.374,1.7646,1.3262,2.1911,0.90377,2.561
