depth,age_ka,mcd,CaCO3,MAR,label
177.36,3325.3,191.13,26.1,2.57,"145-882A-19H-5,104-108"
177.42,3325.6,191.19,26.4,2.55,"145-882A-19H-5,112-113"
177.72,3327.4,191.48,30.6,3.37,"145-882A-19H-5,140-144"
178.01,3329.1,191.76,25.7,2.59,"145-882A-19H-6,19-23"
178.32,3330.9,192.05,15.9,1.17,"145-882A-19H-6,50-54"
178.62,3332.6,192.34,14.8,1.22,"145-882A-19H-6,80-84"
178.8,3339.8,193.52,6.5,0.42,"145-882B-20H-3,40-43"
178.86,3334,192.57,7.3,0.58,"145-882A-19H-6,104-108"
179.1,3341.5,193.8,10.9,0.81,"145-882B-20H-3,70-73"
179.22,3336.1,192.92,2.1,0.14,"145-882A-19H-6,140-144"
179.4,3343.2,194.09,16.6,1.32,"145-882B-20H-3,100-103"
179.51,3337.8,193.2,2.5,0.17,"145-882A-19H-7,19-23"
179.7,3344.9,194.37,12.5,0.89,"145-882B-20H-3,130-133"
180,3346.6,194.65,36.5,2.76,"145-882B-20H-4,10-13"
180.3,3349.4,194.94,26.6,1.43,"145-882B-20H-4,40-43"
180.32,3353.1,195.28,7.4,0.32,"145-882A-20H-1,50-54"
180.62,3356.2,195.58,4.9,0.2,"145-882A-20H-1,80-84"
180.86,3358.8,195.82,4.7,0.15,"145-882A-20H-1,104-108"
180.92,3359.5,195.88,4.1,0.12,"145-882A-20H-1,112-113"
181.22,3363.5,196.18,4.3,0.12,"145-882A-20H-1,140-144"
181.52,3367.4,196.48,6.9,0.21,"145-882A-20H-2,20-24"
181.82,3371.4,196.78,6.1,0.17,"145-882A-20H-2,50-54"
182.12,3375.3,197.08,2.5,0.08,"145-882A-20H-2,80-84"
182.36,3378.5,197.32,4.6,0.16,"145-882A-20H-2,104-108"
182.72,3383.2,197.68,3.6,0.12,"145-882A-20H-2,140-144"
183.02,3387.2,197.98,1.5,0.05,"145-882A-20H-3,20-24"
183.32,3391.1,198.28,3.2,0.11,"145-882A-20H-3,50-54"
183.62,3393.1,198.58,14.9,1.11,"145-882A-20H-3,80-84"
183.86,3394.8,198.82,18.1,1.31,"145-882A-20H-3,104-108"
183.92,3395.2,198.88,23,1.83,"145-882A-20H-3,112-113"
184.22,3397.3,199.18,12.9,0.86,"145-882A-20H-3,140-144"
184.52,3399.3,199.48,11.3,0.76,"145-882A-20H-4,20-24"
184.82,3401.4,199.78,13.6,0.99,"145-882A-20H-4,50-54"
185.12,3403.4,200.08,27.8,2.36,"145-882A-20H-4,80-84"
185.12,3403.4,200.08,18.1,1.53,"145-882A-20H-4,80-84"
185.36,3405.1,200.32,32.2,2.77,"145-882A-20H-4,104-108"
185.72,3407.6,200.68,25.8,2.14,"145-882A-20H-4,140-144"
186.02,3409.6,200.98,10.8,0.83,"145-882A-20H-5,20-24"
186.32,3411.8,201.28,2.8,0.19,"145-882A-20H-5,50-54"
186.86,3416.1,201.82,34.9,2.32,"145-882A-20H-5,104-108"
186.92,3416.6,201.88,37.7,2.9,"145-882A-20H-5,112-113"
187.22,3419,202.18,33.6,2.65,"145-882A-20H-5,140-144"
187.52,3421.4,202.48,22.8,1.63,"145-882A-20H-6,20-24"
187.82,3423.8,202.78,31.1,2.19,"145-882A-20H-6,50-54"
188.12,3426.2,203.08,36.4,2.72,"145-882A-20H-6,80-84"
188.3,3433.2,203.95,5,0.27,"145-882B-21H-3,40-43"
188.36,3428.1,203.32,41.2,3.6,"145-882A-20H-6,104-108"
188.6,3435.4,204.24,3.1,0.19,"145-882B-21H-3,70-73"
188.72,3431,203.68,21.5,1.59,"145-882A-20H-6,140-144"
189.52,3438.1,204.58,15.9,0.96,"145-882A-21H-1,20-24"
189.82,3440.3,204.86,15.3,1.13,"145-882A-21H-1,50-54"
190.12,3442.5,205.14,38.7,2.94,"145-882A-21H-1,80-84"
190.36,3444.7,205.37,36.6,2.52,"145-882A-21H-1,104-108"
190.42,3445.3,205.43,37.7,2.39,"145-882A-21H-1,112-113"
190.72,3448,205.71,11.2,0.67,"145-882A-21H-1,140-144"
191.02,3450.8,205.99,5.2,0.23,"145-882A-21H-2,20-24"
191.32,3453.6,206.28,9.3,0.39,"145-882A-21H-2,50-54"
191.62,3456.4,206.56,9.6,0.41,"145-882A-21H-2,80-84"
191.86,3458.6,206.79,12.8,0.54,"145-882A-21H-2,104-108"
192.22,3461.9,207.13,23.4,0.98,"145-882A-21H-2,140-144"
192.52,3464.5,207.41,35.7,2.88,"145-882A-21H-3,20-24"
192.82,3466.6,207.7,10.5,0.81,"145-882A-21H-3,50-54"
193.12,3468.7,207.98,3.2,0.22,"145-882A-21H-3,80-84"
193.36,3470.4,208.21,1.2,0.08,"145-882A-21H-3,104-108"
193.42,3470.8,208.26,3,0.19,"145-882A-21H-3,112-113"
193.72,3472.9,208.55,1.6,0.1,"145-882A-21H-3,140-144"
194.02,3474.9,208.83,0,0,"145-882A-21H-4,20-24"
194.32,3477.1,209.12,0,0,"145-882A-21H-4,50-54"
194.62,3479.2,209.4,1.2,0.07,"145-882A-21H-4,80-84"
194.86,3480.9,209.63,1.9,0.12,"145-882A-21H-4,104-108"
195.22,3483.5,209.97,0.6,0.04,"145-882A-21H-4,140-144"
195.52,3485.6,210.25,0.4,0.02,"145-882A-21H-5,20-24"
195.82,3487.8,210.54,0,0,"145-882A-21H-5,50-54"
196.36,3491.6,211.05,0.2,0.01,"145-882A-21H-5,104-108"
196.42,3492,211.1,0.7,0.04,"145-882A-21H-5,112-113"
196.9,3506.8,213.09,12.7,0.81,"145-882B-22H-2,100-103"
197.02,3496.3,211.67,0.1,0,"145-882A-21H-6,20-24"
197.2,3508.7,213.38,11.5,0.78,"145-882B-22H-2,130-133"
197.32,3498.5,211.96,0.1,0.01,"145-882A-21H-6,50-54"
197.5,3510.4,213.66,7,0.46,"145-882B-22H-3,10-13"
197.62,3500.6,212.24,0.2,0.02,"145-882A-21H-6,80-84"
197.7,3511.7,213.85,1.9,0.12,"145-882B-22H-3,30-33"
197.86,3502.3,212.47,0.3,0.02,"145-882A-21H-6,104-108"
198,3513.5,214.14,0.7,0.04,"145-882B-22H-3,60-63"
198.3,3515.3,214.43,0.7,0.04,"145-882B-22H-3,90-93"
198.6,3517.1,214.71,0.2,0.01,"145-882B-22H-3,120-123"
198.82,3556.5,219.67,10.9,0.46,"145-882A-21H-7,50-54"
198.95,3519.2,215.04,0.2,0.01,"145-882B-22H-4,5-8"
199.01,3557.9,219.85,0.1,0,"145-882A-22H-1,19-23"
199.25,3521.1,215.33,0.1,0.01,"145-882B-22H-4,35-38"
199.32,3560.2,220.13,0.1,0,"145-882A-22H-1,50-54"
199.55,3522.9,215.62,0.7,0.04,"145-882B-22H-4,65-68"
199.62,3562.3,220.4,0.1,0,"145-882A-22H-1,80-84"
199.85,3524.7,215.9,0.3,0.02,"145-882B-22H-4,95-98"
199.86,3564,220.62,0,0,"145-882A-22H-1,104-108"
200.22,3566.5,220.94,0.1,0,"145-882A-22H-1,140-144"
200.45,3529.2,216.47,0.2,0.01,"145-882B-22H-5,5-8"
200.51,3568.7,221.21,0,0,"145-882A-22H-2,19-23"
200.75,3531.8,216.76,0,0,"145-882B-22H-5,35-38"
200.82,3570.9,221.49,0,0,"145-882A-22H-2,50-54"
201.05,3534.3,217.04,0,0,"145-882B-22H-5,65-68"
201.12,3573,221.76,0.2,0.01,"145-882A-22H-2,80-84"
201.35,3536.8,217.33,0,0,"145-882B-22H-5,95-98"
201.36,3574.7,221.98,0,0,"145-882A-22H-2,104-108"
201.65,3539.4,217.62,0,0,"145-882B-22H-5,125-128"
201.72,3577.3,222.3,0,0,"145-882A-22H-2,140-144"
201.95,3541.9,217.9,0,0,"145-882B-22H-6,5-8"
202.01,3579.2,222.56,0,0,"145-882A-22H-3,19-23"
202.02,3579.3,222.57,0,0,"145-882A-22H-3,112-113"
202.25,3544.5,218.19,0.1,0,"145-882B-22H-6,35-38"
202.32,3580.9,222.84,0,0,"145-882A-22H-3,50-54"
202.55,3546.9,218.47,1.5,0.07,"145-882B-22H-6,65-68"
202.62,3582.6,223.12,0.4,0.04,"145-882A-22H-3,80-84"
202.85,3549.3,218.76,3.4,0.16,"145-882B-22H-6,95-98"
202.86,3583.8,223.33,1.6,0.13,"145-882A-22H-3,104-108"
202.92,3584.2,223.39,2.5,0.18,"145-882A-22H-3,112-113"
203.15,3551.6,219.04,8.2,0.48,"145-882B-22H-6,125-128"
203.22,3585.8,223.66,4.1,0.35,"145-882A-22H-3,140-144"
203.44,3553.8,219.32,18.8,0.91,"145-882B-22H-7,4-7"
203.51,3587.4,223.92,14.1,1.01,"145-882A-22H-4,19-23"
203.82,3589.1,224.2,20.2,1.57,"145-882A-22H-4,50-54"
204.12,3590.7,224.47,13.9,1.16,"145-882A-22H-4,80-84"
204.36,3592,224.69,7.4,0.64,"145-882A-22H-4,104-108"
204.72,3594,225.02,2.7,0.23,"145-882A-22H-4,140-144"
205.01,3595.5,225.28,1.7,0.12,"145-882A-22H-5,19-23"
205.32,3597.2,225.56,1.1,0.08,"145-882A-22H-5,50-54"
205.62,3598.8,225.83,1.5,0.11,"145-882A-22H-5,80-84"
205.8,3609.2,227.73,1.3,0.08,"145-882B-23H-2,40-43"
205.86,3600.1,226.05,1.6,0.11,"145-882A-22H-5,104-108"
205.92,3600.4,226.1,1.8,0.13,"145-882A-22H-5,112-113"
206.1,3610.7,228.02,1.2,0.1,"145-882B-23H-2,70-73"
206.22,3602.1,226.38,1.5,0.09,"145-882A-22H-5,140-144"
206.4,3612.1,228.3,0.5,0.04,"145-882B-23H-2,100-102"
206.51,3603.6,226.64,0.5,0.04,"145-882A-22H-6,19-23"
206.7,3613.6,228.59,0.5,0.04,"145-882B-23H-2,130-132"
206.82,3605.1,226.92,0.5,0.03,"145-882A-22H-6,50-54"
207,3615,228.87,1.6,0.11,"145-882B-23H-3,10-13"
207.12,3606.5,227.19,0.2,0.02,"145-882A-22H-6,80-84"
207.3,3616.4,229.16,1.8,0.14,"145-882B-23H-3,40-42"
207.36,3607.6,227.41,0.6,0.05,"145-882A-22H-6,104-108"
207.6,3617.8,229.44,2.9,0.2,"145-882B-23H-3,70-72"
208.52,3618.8,229.62,3.7,0.32,"145-882A-23H-1,20-24"
208.82,3620.5,229.96,2.1,0.16,"145-882A-23H-1,50-54"
209.12,3621.9,230.24,1.9,0.13,"145-882A-23H-1,80-84"
209.12,3621.9,230.24,1.5,0.11,"145-882A-23H-1,80-84"
209.36,3623,230.47,2.3,0.21,"145-882A-23H-1,104-108"
209.42,3623.3,230.52,4.2,0.3,"145-882A-23H-1,112-113"
209.72,3624.9,230.81,4.1,0.32,"145-882A-23H-1,140-144"
210.02,3626.4,231.09,7.8,0.54,"145-882A-23H-2,20-24"
210.32,3628,231.37,7.8,0.57,"145-882A-23H-2,50-54"
210.62,3629.6,231.66,5.9,0.41,"145-882A-23H-2,80-84"
210.86,3630.9,231.88,6,0.46,"145-882A-23H-2,104-108"
211.22,3632.9,232.23,2.5,0.18,"145-882A-23H-2,140-144"
211.52,3634.4,232.51,2.3,0.18,"145-882A-23H-3,20-24"
211.82,3636,232.79,0.6,0.05,"145-882A-23H-3,50-54"
212.12,3637.6,233.08,1.8,0.12,"145-882A-23H-3,80-84"
212.36,3638.9,233.3,1.2,0.09,"145-882A-23H-3,104-108"
212.42,3639.2,233.36,1.2,0.08,"145-882A-23H-3,112-113"
212.72,3640.8,233.64,2.1,0.16,"145-882A-23H-3,140-144"
213.02,3642.4,233.93,3.7,0.21,"145-882A-23H-4,20-24"
213.32,3644.6,234.21,6.1,0.3,"145-882A-23H-4,50-54"
213.4,3683.7,238.73,6,0.41,"145-882B-23H-7,50-52"
213.6,3685.1,238.94,8.6,0.52,"145-882B-24H-1,20-23"
213.62,3647.2,234.49,7.2,0.32,"145-882A-23H-4,80-84"
213.86,3649.2,234.72,7.2,0.36,"145-882A-23H-4,104-108"
213.9,3687.2,239.26,1.1,0.07,"145-882B-24H-1,50-53"
214.2,3689.4,239.59,1.6,0.11,"145-882B-24H-1,80-83"
214.22,3652.3,235.06,4.1,0.22,"145-882A-23H-4,140-144"
214.52,3654.9,235.35,1.6,0.08,"145-882A-23H-5,20-24"
214.53,3691.6,239.94,0.5,0.04,"145-882B-24H-1,113-116"
214.8,3693.5,240.23,1.1,0.08,"145-882B-24H-1,140-143"
214.82,3657.5,235.63,7.4,0.34,"145-882A-23H-5,50-54"
215.1,3695.6,240.55,1.4,0.09,"145-882B-24H-2,20-23"
215.12,3660,235.91,7.7,0.37,"145-882A-23H-5,80-84"
215.36,3662.1,236.14,6.7,0.32,"145-882A-23H-5,104-108"
215.4,3697.7,240.87,2,0.14,"145-882B-24H-2,50-53"
215.52,3663.4,236.29,8.2,0.36,"145-882A-23H-5,122-123"
215.7,3699.8,241.19,1.4,0.09,"145-882B-24H-2,80-83"
215.72,3665.2,236.48,10.9,0.6,"145-882A-23H-5,140-144"
216.02,3667.7,236.76,4.7,0.27,"145-882A-23H-6,20-24"
216.2,3703.2,241.73,0.4,0.03,"145-882B-24H-2,112-115"
216.3,3703.8,241.83,1.4,0.09,"145-882B-24H-2,140-143"
216.32,3670.3,237.05,8.7,0.49,"145-882A-23H-6,50-54"
216.6,3705.8,242.15,2.4,0.15,"145-882B-24H-3,20-23"
216.62,3672.9,237.33,4.3,0.21,"145-882A-23H-6,80-84"
216.86,3674.9,237.56,1.9,0.1,"145-882A-23H-6,104-108"
216.9,3707.9,242.48,2.3,0.15,"145-882B-24H-3,50-53"
217.22,3678,237.9,0.2,0.01,"145-882A-23H-6,140-144"
217.52,3680.1,238.18,1.1,0.07,"145-882A-23H-7,20-24"
217.82,3682,238.46,3.5,0.18,"145-882A-23H-7,50-54"
218.02,3683.2,238.65,2.7,0.2,"145-882A-24H-1,20-24"
218.62,3710.5,242.9,1.9,0.13,"145-882A-24H-1,80-84"
218.86,3712,243.13,1,0.07,"145-882A-24H-1,104-108"
218.97,3712.6,243.23,2.3,0.13,"145-882A-24H-1,117-118"
219.22,3714.1,243.47,6.6,0.45,"145-882A-24H-1,140-144"
219.52,3715.9,243.75,6.5,0.4,"145-882A-24H-2,20-24"
219.82,3717.7,244.04,7.3,0.42,"145-882A-24H-2,50-54"
220.12,3719.4,244.32,3.9,0.19,"145-882A-24H-2,80-84"
220.36,3721.2,244.55,2.9,0.12,"145-882A-24H-2,104-108"
220.72,3724,244.89,4.2,0.21,"145-882A-24H-2,140-144"
221.02,3726.4,245.18,3.3,0.18,"145-882A-24H-3,20-24"
221.32,3728.8,245.46,8.1,0.41,"145-882A-24H-3,50-54"
221.62,3731.2,245.75,14.8,0.8,"145-882A-24H-3,80-84"
221.86,3733.1,245.98,20,1.32,"145-882A-24H-3,104-108"
222.01,3734.3,246.12,21,1.42,"145-882A-24H-3,121-122"
222.22,3735.9,246.32,13.7,0.82,"145-882A-24H-3,140-144"
222.52,3738.3,246.6,8.6,0.46,"145-882A-24H-4,20-24"
222.82,3740.7,246.89,5.6,0.29,"145-882A-24H-4,50-54"
223.12,3742.9,247.17,7.5,0.46,"145-882A-24H-4,80-84"
223.36,3744.8,247.4,4.6,0.25,"145-882A-24H-4,104-108"
223.95,3778.5,251.15,5.4,0.23,"145-882B-25H-1,105-108"
224.02,3749.9,248.03,23.7,1.39,"145-882A-24H-5,20-24"
224.25,3781.5,251.44,4.2,0.17,"145-882B-25H-1,135-138"
224.31,3752,248.3,31.5,2.25,"145-882A-24H-5,49-53"
224.55,3784.5,251.72,4.4,0.17,"145-882B-25H-2,15-18"
224.62,3754.4,248.6,28.6,2.03,"145-882A-24H-5,80-84"
224.85,3787.6,252.01,2.6,0.11,"145-882B-25H-2,45-48"
224.86,3756.3,248.83,23.5,1.69,"145-882A-24H-5,104-108"
224.92,3756.7,248.88,21.7,1.44,"145-882A-24H-5,112-113"
225.15,3790.6,252.29,1.7,0.06,"145-882B-25H-2,75-78"
225.22,3759,249.17,7.1,0.36,"145-882A-24H-5,140-144"
225.45,3793.3,252.58,3.3,0.13,"145-882B-25H-2,105-108"
225.52,3761.3,249.45,4.1,0.27,"145-882A-24H-6,20-24"
225.75,3796,252.87,4.7,0.23,"145-882B-25H-2,135-138"
225.82,3763.6,249.74,2,0.09,"145-882A-24H-6,50-54"
226.05,3798.6,253.15,5.8,0.26,"145-882B-25H-3,15-18"
226.12,3766.4,250.02,6.9,0.3,"145-882A-24H-6,80-84"
226.35,3801.1,253.43,8.1,0.38,"145-882B-25H-3,45-48"
226.36,3768.9,250.25,12.3,0.56,"145-882A-24H-6,104-108"
226.65,3803.8,253.72,13.4,0.68,"145-882B-25H-3,75-78"
226.72,3772.5,250.59,6.3,0.25,"145-882A-24H-6,140-144"
226.95,3806.5,254.01,5.8,0.28,"145-882B-25H-3,105-108"
227.02,3775.6,250.88,3.5,0.14,"145-882A-24H-7,20-24"
227.82,3808,254.18,2.3,0.1,"145-882A-25H-1,50-54"
228.12,3810.7,254.47,0.8,0.04,"145-882A-25H-1,80-84"
228.36,3812.8,254.7,0.4,0.01,"145-882A-25H-1,104-108"
228.42,3813.3,254.76,0,0,"145-882A-25H-1,112-113"
228.72,3815.7,255.04,0.4,0.02,"145-882A-25H-1,140-144"
229.02,3818.2,255.33,0.6,0.03,"145-882A-25H-2,20-24"
229.32,3820.7,255.62,0.3,0.02,"145-882A-25H-2,50-54"
229.62,3823.1,255.91,0.3,0.02,"145-882A-25H-2,80-84"
229.86,3825.1,256.14,0.2,0.01,"145-882A-25H-2,104-108"
230.22,3828.1,256.49,0.5,0.02,"145-882A-25H-2,140-144"
230.52,3830.5,256.78,0.5,0.03,"145-882A-25H-3,20-24"
230.82,3832.9,257.06,0.3,0.01,"145-882A-25H-3,50-54"
231.12,3835.2,257.35,1.3,0.06,"145-882A-25H-3,80-84"
231.37,3837,257.59,0,0,"145-882A-25H-3,107-108"
231.42,3837.4,257.64,0.4,0.02,"145-882A-25H-3,110-114"
231.72,3839.6,257.93,0.1,0.01,"145-882A-25H-3,140-144"
232.02,3841.8,258.22,0.3,0.01,"145-882A-25H-4,20-24"
232.32,3844,258.51,0.5,0.02,"145-882A-25H-4,50-54"
232.62,3846.2,258.8,0.5,0.02,"145-882A-25H-4,80-84"
232.92,3848.3,259.08,0.2,0.01,"145-882A-25H-4,104-108"
233.22,3850.5,259.37,0.2,0.01,"145-882A-25H-4,140-144"
233.52,3852.7,259.66,0.2,0.01,"145-882A-25H-5,20-24"
233.82,3854.9,259.95,0.2,0.01,"145-882A-25H-5,50-54"
234.12,3857,260.24,0.2,0.01,"145-882A-25H-5,80-84"
234.36,3858.7,260.47,1,0.05,"145-882A-25H-5,104-108"
234.41,3859.1,260.52,1.8,0.08,"145-882A-25H-5,111-112"
234.72,3861.3,260.82,0.3,0.02,"145-882A-25H-5,140-144"
235.02,3863.5,261.11,0.2,0.01,"145-882A-25H-6,20-24"
235.32,3865.6,261.39,0.3,0.02,"145-882A-25H-6,50-54"
235.62,3867.7,261.68,0.4,0.02,"145-882A-25H-6,80-84"
235.85,3869.4,261.9,0.7,0.03,"145-882A-25H-6,103-107"
236.22,3872.1,262.26,1.1,0.06,"145-882A-25H-6,140-144"
236.52,3874.1,262.54,0.3,0.01,"145-882A-25H-7,20-24"
236.8,3876.2,262.81,0.1,0.01,"145-882B-26H-3,140-142"
237.32,3878.2,263.08,0.6,0.04,"145-882A-26H-1,50-54"
237.62,3880.2,263.36,0.2,0.01,"145-882A-26H-1,80-84"
237.86,3882,263.59,0.4,0.02,"145-882A-26H-1,104-108"
237.92,3882.3,263.64,0,0,"145-882A-26H-1,112-113"
238.22,3885,263.93,0.3,0.01,"145-882A-26H-1,140-144"
238.52,3887.8,264.21,1.4,0.04,"145-882A-26H-2,20-24"
238.82,3890.6,264.5,1.6,0.06,"145-882A-26H-2,50-54"
239.36,3895.5,265.01,2.8,0.15,"145-882A-26H-2,104-108"
239.72,3897.8,265.36,1.4,0.08,"145-882A-26H-2,140-144"
240.02,3899.7,265.64,0.8,0.04,"145-882A-26H-3,20-24"
240.32,3901.6,265.93,0.8,0.05,"145-882A-26H-3,50-54"
240.62,3903.5,266.21,0.2,0.01,"145-882A-26H-3,80-84"
240.86,3905,266.44,8.1,0.46,"145-882A-26H-3,104-108"
240.92,3905.4,266.5,0,0,"145-882A-26H-3,112-113"
241.22,3907.3,266.78,1.1,0.07,"145-882A-26H-3,140-144"
241.52,3909.3,267.07,5.9,0.38,"145-882A-26H-4,20-24"
241.82,3911.1,267.35,12.1,0.86,"145-882A-26H-4,50-54"
242.12,3913.1,267.64,6.3,0.5,"145-882A-26H-4,80-84"
242.36,3914.5,267.86,3.9,0.27,"145-882A-26H-4,104-108"
242.72,3916.9,268.21,1.2,0.08,"145-882A-26H-4,140-144"
243.02,3918.8,268.49,2.5,0.18,"145-882A-26H-5,20-24"
243.32,3920.7,268.78,5.3,0.36,"145-882A-26H-5,50-54"
243.52,3922,268.97,0.3,0.02,"145-882A-26H-5,80-84"
243.86,3924.1,269.29,1.6,0.1,"145-882A-26H-5,104-108"
243.92,3924.5,269.35,1.6,0.11,"145-882A-26H-5,112-113"
244.22,3926.4,269.63,2.4,0.16,"145-882A-26H-5,140-144"
244.52,3928.3,269.92,2.7,0.17,"145-882A-26H-6,20-24"
244.82,3930.2,270.2,0.6,0.03,"145-882A-26H-6,50-54"
245.05,3942,271.91,1.3,0.07,"145-882B-27H-3,15-17"
245.12,3932.2,270.49,2.5,0.16,"145-882A-26H-6,80-84"
245.35,3944,272.2,1.4,0.08,"145-882B-27H-3,45-47"
245.36,3933.7,270.71,0.2,0.02,"145-882A-26H-6,104-108"
245.65,3946,272.5,1.3,0.07,"145-882B-27H-3,75-77"
245.72,3936.1,271.06,1.5,0.1,"145-882A-26H-6,140-144"
245.95,3948.1,272.8,1,0.06,"145-882B-27H-3,105-107"
246.02,3938.1,271.34,1.4,0.08,"145-882A-26H-7,20-24"
246.25,3950.1,273.1,0.6,0.03,"145-882B-27H-3,135-137"
246.32,3940.8,271.74,1.6,0.09,"145-882A-26H-7,50-54"
246.55,3952.1,273.39,1,0.05,"145-882B-27H-4,15-17"
246.85,3954.2,273.69,1.7,0.1,"145-882B-27H-4,45-47"
247.15,3956.3,273.99,0.6,0.03,"145-882B-27H-4,75-77"
247.36,3960.8,274.65,0.7,0.05,"145-882A-27H-1,104-108"
247.42,3961.1,274.7,2.2,0.12,"145-882A-27H-1,112-113"
247.45,3958.2,274.28,1.4,0.09,"145-882B-27H-4,105-107"
247.72,3963.1,274.99,0.8,0.04,"145-882A-27H-1,140-144"
248.01,3965,275.27,0.5,0.02,"145-882A-27H-2,19-23"
248.32,3967.5,275.57,0.3,0.01,"145-882A-27H-2,50-54"
248.62,3970.1,275.86,0.2,0.01,"145-882A-27H-2,80-84"
248.86,3972.2,276.09,0.2,0.01,"145-882A-27H-2,104-108"
249.22,3975.5,276.44,0.3,0.02,"145-882A-27H-2,140-144"
249.51,3978,276.72,1,0.05,"145-882A-27H-3,19-23"
249.82,3980.7,277.01,1.4,0.06,"145-882A-27H-3,50-54"
250.12,3983.3,277.3,2.9,0.13,"145-882A-27H-3,80-84"
250.36,3985.5,277.53,3.1,0.15,"145-882A-27H-3,104-108"
250.42,3986,277.59,3.8,0.17,"145-882A-27H-3,112-113"
250.72,3988.7,277.88,3.4,0.15,"145-882A-27H-3,140-144"
251.01,3991.2,278.16,2.5,0.11,"145-882A-27H-4,19-23"
251.32,3994,278.46,3.3,0.14,"145-882A-27H-4,50-54"
251.62,3996.6,278.75,0.3,0.01,"145-882A-27H-4,80-84"
251.86,3998.8,278.98,0.5,0.02,"145-882A-27H-4,104-108"
252.22,4001.9,279.32,0.8,0.03,"145-882A-27H-4,140-144"
252.51,4004.4,279.6,0.2,0.01,"145-882A-27H-5,19-23"
252.82,4007.2,279.9,0.5,0.02,"145-882A-27H-5,50-54"
253.12,4009.9,280.19,0.8,0.03,"145-882A-27H-5,80-84"
253.36,4012,280.42,1.3,0.05,"145-882A-27H-5,104-108"
253.42,4012.5,280.48,1.2,0.05,"145-882A-27H-5,112-113"
253.72,4015.2,280.77,0.8,0.04,"145-882A-27H-5,140-144"
254.01,4017.7,281.05,1.4,0.06,"145-882A-27H-6,19-23"
254.32,4020.4,281.34,0.2,0.01,"145-882A-27H-6,50-54"
254.62,4023.1,281.63,0.1,0.01,"145-882A-27H-6,80-84"
254.86,4025.2,281.86,0.1,0.01,"145-882A-27H-6,104-108"
255.2,4036.1,283.05,0.5,0.02,"145-882B-28H-3,80-83"
255.22,4028.4,282.21,1,0.05,"145-882A-27H-6,140-144"
255.51,4030.9,282.49,0.9,0.05,"145-882A-27H-7,19-23"
255.52,4038.9,283.36,0.5,0.02,"145-882B-28H-3,112-115"
255.8,4041.4,283.63,0.9,0.04,"145-882B-28H-3,140-143"
256.02,4080.1,287.85,0.8,0.03,"145-882A-28H-1,20-24"
256.1,4044.1,283.92,0.8,0.04,"145-882B-28H-4,20-23"
256.32,4082.9,288.15,0.5,0.02,"145-882A-28H-1,50-54"
256.4,4046.8,284.22,0.5,0.02,"145-882B-28H-4,50-53"
256.62,4085.6,288.45,0.2,0.01,"145-882A-28H-1,80-84"
256.7,4049.5,284.51,1.3,0.06,"145-882B-28H-4,80-83"
256.86,4087.8,288.69,0.3,0.01,"145-882A-28H-1,104-108"
256.92,4088.4,288.75,0,0,"145-882A-28H-1,112-113"
257.02,4052.3,284.82,0.1,0,"145-882B-28H-4,112-115"
257.22,4091.1,289.05,0.2,0.01,"145-882A-28H-1,140-144"
257.3,4054.8,285.09,0.1,0.01,"145-882B-28H-4,140-142"
257.52,4093.9,289.35,0.8,0.04,"145-882A-28H-2,20-24"
257.6,4057.5,285.38,1.4,0.07,"145-882B-28H-5,20-23"
257.82,4096.6,289.65,0.9,0.04,"145-882A-28H-2,50-54"
257.9,4060.1,285.67,2,0.1,"145-882B-28H-5,50-53"
258.12,4099.4,289.95,1.1,0.04,"145-882A-28H-2,80-84"
258.2,4062.8,285.96,1.7,0.08,"145-882B-28H-5,80-83"
258.36,4101.6,290.19,0.5,0.02,"145-882A-28H-2,104-108"
258.52,4065.6,286.27,1.1,0.05,"145-882B-28H-5,112-115"
258.72,4104.9,290.55,0.3,0.01,"145-882A-28H-2,140-144"
258.8,4068.2,286.55,0.5,0.02,"145-882B-28H-5,140-143"
259.02,4107.6,290.85,1.1,0.05,"145-882A-28H-3,20-24"
259.1,4070.8,286.84,1.4,0.06,"145-882B-28H-6,20-23"
259.32,4110.4,291.15,1.5,0.06,"145-882A-28H-3,50-54"
259.4,4073.5,287.13,2.1,0.09,"145-882B-28H-6,50-53"
259.62,4113.1,291.45,1.3,0.06,"145-882A-28H-3,80-84"
259.7,4076.2,287.42,0.9,0.04,"145-882B-28H-6,80-83"
259.86,4115.3,291.69,0.3,0.02,"145-882A-28H-3,104-108"
259.92,4115.9,291.75,1,0.05,"145-882A-28H-3,112-113"
260.22,4118.6,292.05,1.7,0.08,"145-882A-28H-3,140-144"
260.52,4121.4,292.35,0.4,0.02,"145-882A-28H-4,20-24"
260.82,4124.1,292.65,1.5,0.07,"145-882A-28H-4,50-54"
261.12,4126.9,292.95,0.2,0.01,"145-882A-28H-4,80-84"
261.36,4129.1,293.19,0.2,0.01,"145-882A-28H-4,104-108"
261.72,4132.4,293.55,0.2,0.01,"145-882A-28H-4,140-144"
262.02,4135.2,293.85,0.2,0.01,"145-882A-28H-5,20-24"
262.32,4137.9,294.15,0.6,0.03,"145-882A-28H-5,50-54"
262.62,4140.7,294.45,0.8,0.04,"145-882A-28H-5,80-84"
262.86,4142.9,294.69,2,0.1,"145-882A-28H-5,104-108"
262.92,4143.4,294.75,2.1,0.1,"145-882A-28H-5,112-113"
