Sira #,Site,H,Co,T,Section,Top(cm),Bot(cm),mbsf,mcd,Species,d18O,d13C,d18Oadj,d13Cadj,age_ka,MIS,CODE,LiCa,BCa,NaCa,MgCa,AlCa,MnCa,SrCa,CdCa,BaCa,NdCa,UCa,FeCa
S17 2144,ODP1209,B,6,H,1,35,37,43.45,49.37,CWUEL,2.53,0.01,3.17,0.01,3162.55904,,,,,,,,,,,,,,
S17 2145,ODP1209,B,6,H,1,45,47,43.55,49.47,CWUEL,2.68,0.1,3.32,0.1,3167.67401,,,,,,,,,,,,,,
S17 2146,ODP1209,B,6,H,1,55,57,43.65,49.57,CWUEL,2.89,0.08,3.53,0.08,3172.56658,,,,,,,,,,,,,,
S18 1732,ODP1209,B,6,H,1,60,62,43.7,49.62,CWUEL,2.75,0.02,3.39,0.02,3175.68004,,,,,,,,,,,,,,
S17 2147,ODP1209,B,6,H,1,65,67,43.75,49.67,CWUEL,2.74,0.08,3.38,0.08,3178.7935,,,,,,,,,,,,,,
S17 2148,ODP1209,B,6,H,1,78,80,43.88,49.8,CWUEL,2.86,0.12,3.5,0.12,3186.13237,,,,,,,,,,,,,,
S17 2149,ODP1209,B,6,H,1,85,87,43.95,49.87,CWUEL,2.93,0.26,3.57,0.26,3190.58017,,,,,,,,,,,,,,
S18 1733,ODP1209,B,6,H,1,90,92,44,49.92,CWUEL,2.82,0.26,3.46,0.26,3194.13841,,,,,,,,,,,,,,
S17 2150,ODP1209,B,6,H,1,95,97,44.05,49.97,CWUEL,2.76,0.26,3.4,0.26,3197.47425,,,,,,,,,,,,,,
S17 2151,ODP1209,B,6,H,1,105,107,44.15,50.07,CWUEL,2.72,0.33,3.36,0.33,3203.92356,,,,,,,,,,,,,,
S17 2152,ODP1209,B,6,H,1,115,117,44.25,50.17,CWUEL,2.76,0.28,3.4,0.28,3209.7057,,,,,,,,,,,,,,
S18 1734,ODP1209,B,6,H,1,120,122,44.3,50.22,CWUEL,2.72,0.34,3.36,0.34,3212.59677,,,,,,,,,,,,,,
S17 0812,ODP1209,B,6,H,1,125,127,44.35,50.27,CWUEL,2.67,0.28,3.31,0.28,3214.82067,,,,,,,,,,,,,,
S17 0813,ODP1209,B,6,H,1,135,137,44.45,50.37,CWUEL,2.74,0.29,3.38,0.29,3219.04608,,,,,,,,,,,,,,
S18 1735,ODP1209,B,6,H,1,140,142,44.5,50.42,CWUEL,2.86,0.21,3.5,0.21,3221.71475,,,,,,,,,,,,,,
S17 0814,ODP1209,B,6,H,1,145,147,44.55,50.47,CWUEL,2.79,0.18,3.43,0.18,3224.16104,,,,,,,,,,,,,,
S18 1736,ODP1209,B,6,H,2,0,2,44.6,50.52,CWUEL,2.89,0.14,3.53,0.14,3227.05211,,,,,,,,,,,,,,
S17 0815,ODP1209,B,6,H,2,5,7,44.65,50.57,CWUEL,2.9,0.23,3.54,0.23,3229.94318,,,,,,,,,,,,,,
S17 0816,ODP1209,B,6,H,2,15,17,44.75,50.67,CWUEL,2.77,0.03,3.41,0.03,3235.72532,,,,,,,,,,,,,,
S17 0817,ODP1209,B,6,H,2,25,27,44.85,50.77,CWUEL,2.72,0.2,3.36,0.2,3241.06268,,,,,,,,,,,,,,
S18 1737,ODP1209,B,6,H,2,30,32,44.9,50.82,CWUEL,2.71,0.15,3.35,0.15,3243.95375,,,,,,,,,,,,,,
S17 0818,ODP1209,B,6,H,2,35,37,44.95,50.87,CWUEL,2.7,0.12,3.34,0.12,3246.40004,,,,,,,,,,,,,,
S17 0819,ODP1209,B,6,H,2,45,47,45.05,50.97,CWUEL,2.72,0.14,3.36,0.14,3250.62544,,,,,,,,,,,,,,
S17 0820,ODP1209,B,6,H,2,55,57,45.15,51.07,CWUEL,2.72,0.15,3.36,0.15,3254.85085,,,,,,,,,,,,,,
S18 1738,ODP1209,B,6,H,2,60,62,45.2,51.12,CWUEL,2.78,0.09,3.42,0.09,3257.51953,,,,,,,,,,,,,,
S17 0821,ODP1209,B,6,H,2,65,67,45.25,51.17,CWUEL,2.91,0.02,3.55,0.02,3260.4106,mPWP,,,,,,,,,,,,,
S17 0822,ODP1209,B,6,H,2,75,77,45.35,51.27,CWUEL,2.9,0.16,3.54,0.16,3265.97035,,,,,,,,,,,,,,
S17 0823,ODP1209,B,6,H,2,85,87,45.45,51.37,CWUEL,2.83,0.2,3.47,0.2,3272.19727,,,,,,,,,,,,,,
S18 1739,ODP1209,B,6,H,2,90,92,45.5,51.42,CWUEL,2.89,0.24,3.53,0.24,3274.86594,,,,,,,,,,,,,,
S17 0824,ODP1209,B,6,H,2,95,97,45.55,51.47,CWUEL,2.9,0.24,3.54,0.24,3277.31223,,,,,,,,,,,,,,
S17 0825,ODP1209,B,6,H,2,105,107,45.65,51.57,CWUEL,2.84,-0.01,3.48,-0.01,3281.53764,,,,,,,,,,,,,,
S17 0826,ODP1209,B,6,H,2,115,117,45.75,51.67,CWUEL,3.01,-0.19,3.65,-0.19,3285.98544,,,,,,,,,,,,,,
S18 1921,ODP1209,B,6,H,2,120,122,45.8,51.72,CWUEL,3.07,-0.04,3.71,-0.04,3288.65412,,,,,,,,,,,,,,
S17 0827,ODP1209,B,6,H,2,125,127,45.85,51.77,CWUEL,3.13,-0.3,3.77,-0.3,3291.76758,,,,,,,,,,,,,,
S17 0828,ODP1209,B,6,H,2,135,137,45.95,51.87,CWUEL,3.34,-0.41,3.98,-0.41,3297.32733,,,,,,,,,,,,,,
S18 1922,ODP1209,B,6,H,2,140,142,46,51.92,CWUEL,3.25,-0.27,3.89,-0.27,3299.996,,,,,,,,,,,,,,
S17 0829,ODP1209,B,6,H,2,145,147,46.05,51.97,CWUEL,3.25,-0.34,3.89,-0.34,3303.10946,,,,,,,,,,,,,,
S18 1923,ODP1209,B,6,H,3,2,4,46.12,52.04,CWUEL,3.22,-0.27,3.86,-0.27,3307.33487,,,,,,,,,,,,,,
S17 0830,ODP1209,B,6,H,3,5,7,46.15,52.07,CWUEL,3.12,-0.26,3.76,-0.26,3309.33638,,,,,,,,,,,,,,
S17 1041,ODP1209,B,6,H,3,15,17,46.25,52.17,CWUEL,2.91,-0.27,3.55,-0.27,3315.78569,,,,,,,,,,,,,,
S17 1042,ODP1209,B,6,H,3,25,27,46.35,52.27,CWUEL,2.64,0,3.28,0,3323.12456,,,,,,,,,,,,,,
S18 1924,ODP1209,B,6,H,3,30,32,46.4,52.32,CWUEL,2.87,0.2,3.51,0.2,3326.4604,,,,,,,,,,,,,,
S17 1043,ODP1209,B,6,H,3,35,37,46.45,52.37,CWUEL,2.71,0.09,3.35,0.09,3329.57386,,,,,,,,,,,,,,
S17 1044,ODP1209,B,6,H,3,45,47,46.55,52.47,CWUEL,2.84,-0.05,3.48,-0.05,3334.46644,,,,,,,,,,,,,,
S17 2153,ODP1209,B,6,H,3,55,57,46.65,52.57,CWUEL,2.89,-0.09,3.53,-0.09,3338.91424,,,,,,,,,,,,,,
S18 1925,ODP1209,B,6,H,3,60,62,46.7,52.62,CWUEL,2.93,0.19,3.57,0.19,3341.36053,,,,,,,,,,,,,,
S17 2154,ODP1209,B,6,H,3,65,67,46.75,52.67,CWUEL,2.88,-0.07,3.52,-0.07,3343.58443,,,,,,,,,,,,,,
S17 2155,ODP1209,B,6,H,3,78,80,46.88,52.8,CWUEL,2.83,-0.03,3.47,-0.03,3349.14418,,,,,,,,,,,,,,
S17 2156,ODP1209,B,6,H,3,85,87,46.95,52.87,CWUEL,2.87,-0.01,3.51,-0.01,3352.48002,,,,,,,,,,,,,,
S18 1926,ODP1209,B,6,H,3,90,92,47,52.92,CWUEL,2.97,0.06,3.61,0.06,3354.48153,,,,,,,,,,,,,,
S17 2157,ODP1209,B,6,H,3,95,97,47.05,52.97,CWUEL,2.9,-0.06,3.54,-0.06,3356.70543,,,,,,,,,,,,,,
S17 2158,ODP1209,B,6,H,3,105,107,47.15,53.07,CWUEL,2.88,0.03,3.52,0.03,3360.70845,,,,,,,,,,,,,,
S17 2159,ODP1209,B,6,H,3,115,117,47.25,53.17,CWUEL,2.73,0.04,3.37,0.04,3364.71147,,,,,,,,,,,,,,
S18 1927,ODP1209,B,6,H,3,120,122,47.3,53.22,CWUEL,2.68,0.2,3.32,0.2,3366.93537,,,,,,,,,,,,,,
S17 2160,ODP1209,B,6,H,3,125,127,47.35,53.27,CWUEL,2.76,0.02,3.4,0.02,3370.04883,,,,,,,,,,,,,,
S17 2221,ODP1209,B,6,H,3,135,137,47.45,53.37,CWUEL,2.82,-0.37,3.46,-0.37,3375.38619,,,,,,,,,,,,,,
S18 1928,ODP1209,B,6,H,3,140,142,47.5,53.42,CWUEL,2.87,-0.28,3.51,-0.28,3378.05487,,,,,,,,,,,,,,
S17 2222,ODP1209,B,6,H,3,145,147,47.55,53.47,CWUEL,2.98,-0.14,3.62,-0.14,3380.50115,,,,,,,,,,,,,,
S17 2223,ODP1209,B,6,H,4,5,7,47.65,53.57,CWUEL,2.96,-0.15,3.6,-0.15,3384.72656,,,,,,,,,,,,,,
S17 2224,ODP1209,B,6,H,4,15,17,47.75,53.67,CWUEL,2.87,-0.18,3.51,-0.18,3388.72958,,,,,,,,,,,,,,
S17 2225,ODP1209,B,6,H,4,25,27,47.85,53.77,CWUEL,2.69,-0.13,3.33,-0.13,3392.7326,,,,,,,,,,,,,,
S17 2226,ODP1209,B,6,H,4,35,37,47.95,53.87,CWUEL,2.73,0.04,3.37,0.04,3396.51323,,,,,,,,,,,,,,
S17 2227,ODP1209,B,6,H,4,45,47,48.05,53.97,CWUEL,2.78,-0.05,3.42,-0.05,3400.51625,,,,,,,,,,,,,,
S17 2228,ODP1209,B,6,H,4,55,57,48.15,54.07,CWUEL,2.71,-0.11,3.35,-0.11,3404.29688,,,,,,,,,,,,,,
S17 2229,ODP1209,B,6,H,4,65,67,48.25,54.17,CWUEL,2.72,0.02,3.36,0.02,3408.0775,,,,,,,,,,,,,,
S17 2230,ODP1209,B,6,H,4,75,77,48.35,54.27,CWUEL,2.77,0.06,3.41,0.06,3411.85813,,,,,,,,,,,,,,
S17 2231,ODP1209,B,6,H,4,85,87,48.45,54.37,CWUEL,2.51,-0.15,3.15,-0.15,3415.86115,,,,,,,,,,,,,,
S17 2232,ODP1209,B,6,H,4,95,97,48.55,54.47,CWUEL,2.62,-0.08,3.26,-0.08,3419.86417,,,,,,,,,,,,,,
S18 0082,ODP1209,B,6,H,4,105,107,48.65,54.57,CWUEL,2.63,-0.12,3.27,-0.12,3423.86719,,,,,,,,,,,,,,
S18 0083,ODP1209,B,6,H,4,115,117,48.75,54.67,CWUEL,2.73,-0.04,3.37,-0.04,3428.0926,,,,,,,,,,,,,,
S18 0084,ODP1209,B,6,H,4,125,127,48.85,54.77,CWUEL,2.63,-0.14,3.27,-0.14,3432.09561,,,,,,,,,,,,,,
S18 0085,ODP1209,B,6,H,4,135,137,48.95,54.87,CWUEL,2.53,0.02,3.17,0.02,3435.87624,,,,,,,,,,,,,,
S18 0086,ODP1209,B,6,H,4,145,147,49.05,54.97,CWUEL,2.55,0.05,3.19,0.05,3439.65687,,,,,,,,,,,,,,
S18 0087,ODP1209,B,6,H,5,5,7,49.15,55.07,CWUEL,2.59,0.01,3.23,0.01,3443.4375,,,,,,,,,,,,,,
S18 0088,ODP1209,B,6,H,5,15,17,49.25,55.17,CWUEL,2.64,0.05,3.28,0.05,3447.21813,,,,,,,,,,,,,,
S18 0089,ODP1209,B,6,H,5,25,27,49.35,55.27,CWUEL,2.74,0.2,3.38,0.2,3450.99876,,,,,,,,,,,,,,
S18 0090,ODP1209,B,6,H,5,35,37,49.45,55.37,CWUEL,2.55,0.17,3.19,0.17,3454.77939,,,,,,,,,,,,,,
S18 0174,ODP1209,B,6,H,5,45,47,49.55,55.47,CWUEL,2.66,0.01,3.3,0.01,3458.56001,,,,,,,,,,,,,,
S18 0175,ODP1209,B,6,H,5,55,57,49.65,55.57,CWUEL,2.85,-0.11,3.49,-0.11,3462.56303,,,,,,,,,,,,,,
S18 0176,ODP1209,B,6,H,5,65,67,49.75,55.67,CWUEL,2.82,0.04,3.46,0.04,3466.56605,,,,,,,,,,,,,,
S18 0177,ODP1209,B,6,H,5,78,80,49.88,55.8,CWUEL,2.7,0.38,3.34,0.38,3471.45863,,,,,,,,,,,,,,
S18 0178,ODP1209,B,6,H,5,85,87,49.95,55.87,CWUEL,2.64,0.23,3.28,0.23,3474.12731,,,,,,,,,,,,,,
S18 0179,ODP1209,B,6,H,5,95,97,50.05,55.97,CWUEL,2.53,0.17,3.17,0.17,3478.13033,,,,,,,,,,,,,,
S18 0180,ODP1209,B,6,H,5,105,107,50.15,56.07,CWUEL,2.67,0.25,3.31,0.25,3482.35574,,,,,,,,,,,,,,
S18 0627,ODP1209,B,6,H,5,115,117,50.25,56.17,CWUEL,2.54,0.24,3.18,0.24,3486.35875,,,,,,,,,,,,,,
S18 0628,ODP1209,B,6,H,5,125,127,50.35,56.27,CWUEL,2.64,0.26,3.28,0.26,3490.80655,,,,,,,,,,,,,,
S18 0629,ODP1209,B,6,H,5,135,137,50.45,56.37,CWUEL,2.87,0.17,3.51,0.17,3495.03196,,,,,,,,,,,,,,
S18 0630,ODP1209,B,6,H,5,145,147,50.55,56.47,CWUEL,2.67,0.14,3.31,0.14,3498.81259,,,,,,,,,,,,,,
S18 0631,ODP1209,B,6,H,6,5,7,50.65,56.57,CWUEL,2.75,0.2,3.39,0.2,3502.81561,,,,,,,,,,,,,,
S18 0632,ODP1209,B,6,H,6,15,17,50.75,56.67,CWUEL,2.57,0.16,3.21,0.16,3507.04102,,,,,,,,,,,,,,
S18 0633,ODP1209,B,6,H,6,25,27,50.85,56.77,CWUEL,2.64,0.14,3.28,0.14,3511.48881,,,,,,,,,,,,,,
S18 0634,ODP1209,B,6,H,6,35,37,50.95,56.87,CWUEL,2.73,0.25,3.37,0.25,3516.159,,,,,,,,,,,,,,
S18 0635,ODP1209,B,6,H,6,46,48,51.06,56.98,CWUEL,2.56,0.1,3.2,0.1,3521.49636,,,,,,,,,,,,,,
S17 3814,ODP1209,A,6,H,5,15,17,52.35,57.06,CWUEL,2.53,0.17,3.17,0.17,3526.38894,,,,,,,,,,,,,,
S18 0636,ODP1209,B,6,H,6,55,57,51.15,57.07,CWUEL,2.41,0.19,3.05,0.19,3526.83372,,,,,,,,,,,,,,
S17 3815,ODP1209,A,6,H,5,25,27,52.45,57.16,CWUEL,2.52,0.25,3.16,0.25,3532.39347,,,,,,,,,,,,,,
S18 0637,ODP1209,B,6,H,6,65,67,51.25,57.17,CWUEL,2.47,0.08,3.11,0.08,3533.06064,,,,,,,,,,,,,,
S17 3816,ODP1209,A,6,H,5,35,37,52.55,57.26,CWUEL,2.42,0.16,3.06,0.16,3538.39799,,,,,,,,,,,,,,
S17 3817,ODP1209,A,6,H,5,45,47,52.65,57.36,CWUEL,2.81,-0.06,3.45,-0.06,3543.73535,,,,,,,,,,,,,,
S17 3818,ODP1209,A,6,H,5,55,57,52.75,57.46,CWUEL,2.86,0.22,3.5,0.22,3548.85032,,,,,,,,,,,,,,
S17 3819,ODP1209,A,6,H,5,65,67,52.85,57.56,CWUEL,2.51,0.02,3.15,0.02,3554.18768,,,,,,,,,,,,,,
S17 3820,ODP1209,A,6,H,5,75,77,52.95,57.66,CWUEL,2.7,0.23,3.34,0.23,3559.74743,,,,,,,,,,,,,,
S17 0031,ODP1209,A,6,H,5,85,87,53.05,57.76,CWUEL,2.52,0.28,3.16,0.28,3565.30717,,,,,,,,,,,,,,
S17 0032,ODP1209,A,6,H,5,95,97,53.15,57.86,CWUEL,2.74,0.28,3.38,0.28,3570.86692,,,,,,,,,,,,,,
S17 0033,ODP1209,A,6,H,5,107,109,53.27,57.98,CWUEL,2.67,0.11,3.31,0.11,3577.76101,,,,,,,,,,,,,,
S17 0034,ODP1209,A,6,H,5,115,117,53.35,58.06,CWUEL,2.58,0.1,3.22,0.1,3581.76403,,,,,,,,,,,,,,
S17 0035,ODP1209,A,6,H,5,125,127,53.45,58.16,CWUEL,2.45,0.14,3.09,0.14,3587.32377,,,,,,,,,,,,,,
S17 0036,ODP1209,A,6,H,5,137,139,53.57,58.28,CWUEL,2.69,0.1,3.33,0.1,3595.5522,,,,,,,,,,,,,,
S17 0037,ODP1209,A,6,H,5,145,147,53.65,58.36,CWUEL,2.66,-0.18,3.3,-0.18,3600,,,,,,,,,,,,,,
