
Leg,Site,H,Core,T,Sec,Top (cm),Depth (mbsf),Magnetic Suscept.,Corrected Suscept.
198,1208,A,  1,H,  2,    22.5,       1.725,           28.400,             28.47,
198,1208,A,  1,H,  2,    25.0,       1.750,           28.000,             28.08,
198,1208,A,  1,H,  2,    27.5,       1.775,           27.800,             27.89,
198,1208,A,  1,H,  2,    30.0,       1.800,           27.400,             27.50,
198,1208,A,  1,H,  2,    32.5,       1.825,           27.000,             27.11,
198,1208,A,  1,H,  2,    35.0,       1.850,           26.400,             26.52,
198,1208,A,  1,H,  2,    37.5,       1.875,           26.400,             26.53,
198,1208,A,  1,H,  2,    40.0,       1.900,           26.200,             26.34,
198,1208,A,  1,H,  2,    42.5,       1.925,           26.200,             26.35,
198,1208,A,  1,H,  2,    45.0,       1.950,           26.200,             26.36,
198,1208,A,  1,H,  2,    47.5,       1.975,           26.000,             26.17,
198,1208,A,  1,H,  2,    50.0,       2.000,           27.000,             27.18,
198,1208,A,  1,H,  2,    52.5,       2.025,           27.000,             27.18,
198,1208,A,  1,H,  2,    55.0,       2.050,           26.000,             26.19,
198,1208,A,  1,H,  2,    57.5,       2.075,           25.000,             25.20,
198,1208,A,  1,H,  2,    60.0,       2.100,           25.200,             25.42,
198,1208,A,  1,H,  2,    62.5,       2.125,           25.800,             26.04,
198,1208,A,  1,H,  2,    65.0,       2.150,           26.200,             26.47,
198,1208,A,  1,H,  2,    67.5,       2.175,           25.800,             26.09,
198,1208,A,  1,H,  2,    70.0,       2.200,           26.000,             26.31,
198,1208,A,  1,H,  2,    72.5,       2.225,           26.000,             26.34,
198,1208,A,  1,H,  2,    75.0,       2.250,           25.600,             25.96,
198,1208,A,  1,H,  2,    77.5,       2.275,           25.000,             25.37,
198,1208,A,  1,H,  2,    80.0,       2.300,           24.600,             24.99,
198,1208,A,  1,H,  2,    82.5,       2.325,           23.200,             23.61,
198,1208,A,  1,H,  2,    85.0,       2.350,           23.600,             24.02,
198,1208,A,  1,H,  2,    87.5,       2.375,           23.200,             23.64,
198,1208,A,  1,H,  2,    90.0,       2.400,           23.400,             23.86,
198,1208,A,  1,H,  2,    92.5,       2.425,           23.800,             24.27,
198,1208,A,  1,H,  2,    95.0,       2.450,           24.800,             25.29,
198,1208,A,  1,H,  2,    97.5,       2.475,           24.600,             25.10,
198,1208,A,  1,H,  2,   100.0,       2.500,           24.200,             24.72,
198,1208,A,  1,H,  2,   102.5,       2.525,           25.400,             25.94,
198,1208,A,  1,H,  2,   105.0,       2.550,           26.600,             27.15,
198,1208,A,  1,H,  2,   107.5,       2.575,           26.600,             27.17,
198,1208,A,  1,H,  2,   110.0,       2.600,           26.000,             26.59,
198,1208,A,  1,H,  2,   112.5,       2.625,           25.400,             26.00,
198,1208,A,  1,H,  2,   115.0,       2.650,           25.200,             25.82,
198,1208,A,  1,H,  2,   117.5,       2.675,           26.400,             27.04,
198,1208,A,  1,H,  2,   120.0,       2.700,           26.200,             26.85,
198,1208,A,  1,H,  2,   122.5,       2.725,           24.800,             25.47,
198,1208,A,  1,H,  2,   125.0,       2.750,           24.400,             25.08,
198,1208,A,  1,H,  2,   127.5,       2.775,           24.600,             25.30,
198,1208,A,  1,H,  2,   130.0,       2.800,           25.200,             25.93,
198,1208,A,  1,H,  2,   132.5,       2.825,           25.400,             26.16,
198,1208,A,  1,H,  2,   135.0,       2.850,           25.800,             26.58,
198,1208,A,  1,H,  2,   137.5,       2.875,           26.000,             26.80,
198,1208,A,  1,H,  2,   140.0,       2.900,           24.800,             25.63,
198,1208,A,  1,H,  3,     5.0,       3.050,           33.200,             33.22,
198,1208,A,  1,H,  3,     7.5,       3.075,           33.800,             33.83,
198,1208,A,  1,H,  3,    10.0,       3.100,           33.800,             33.84,
198,1208,A,  1,H,  3,    12.5,       3.125,           32.000,             32.05,
198,1208,A,  1,H,  3,    15.0,       3.150,           28.600,             28.66,
198,1208,A,  1,H,  3,    17.5,       3.175,           26.200,             26.27,
198,1208,A,  1,H,  3,    20.0,       3.200,           25.600,             25.68,
198,1208,A,  1,H,  3,    22.5,       3.225,           27.400,             27.49,
198,1208,A,  1,H,  3,    25.0,       3.250,           27.400,             27.50,
198,1208,A,  1,H,  3,    27.5,       3.275,           27.800,             27.91,
198,1208,A,  1,H,  3,    30.0,       3.300,           29.400,             29.52,
198,1208,A,  1,H,  3,    32.5,       3.325,           28.600,             28.73,
198,1208,A,  1,H,  3,    35.0,       3.350,           28.400,             28.54,
198,1208,A,  1,H,  3,    37.5,       3.375,           28.200,             28.35,
198,1208,A,  1,H,  3,    40.0,       3.400,           27.400,             27.56,
198,1208,A,  1,H,  3,    42.5,       3.425,           27.000,             27.17,
198,1208,A,  1,H,  3,    45.0,       3.450,           26.800,             26.98,
198,1208,A,  1,H,  3,    47.5,       3.475,           26.000,             26.19,
198,1208,A,  1,H,  3,    50.0,       3.500,           25.800,             26.00,
198,1208,A,  1,H,  3,    52.5,       3.525,           25.000,             25.22,
198,1208,A,  1,H,  3,    55.0,       3.550,           26.400,             26.63,
198,1208,A,  1,H,  3,    57.5,       3.575,           27.400,             27.64,
198,1208,A,  1,H,  3,    60.0,       3.600,           27.600,             27.86,
198,1208,A,  1,H,  3,    62.5,       3.625,           28.400,             28.67,
198,1208,A,  1,H,  3,    65.0,       3.650,           29.000,             29.29,
198,1208,A,  1,H,  3,    67.5,       3.675,           28.600,             28.91,
198,1208,A,  1,H,  3,    70.0,       3.700,           28.800,             29.13,
198,1208,A,  1,H,  3,    72.5,       3.725,           29.400,             29.75,
198,1208,A,  1,H,  3,    75.0,       3.750,           29.600,             29.97,
198,1208,A,  1,H,  4,     5.0,       3.850,           36.200,             36.22,
198,1208,A,  1,H,  4,     7.5,       3.875,           37.400,             37.44,
198,1208,A,  1,H,  4,    10.0,       3.900,           39.000,             39.05,
198,1208,A,  1,H,  4,    12.5,       3.925,           45.800,             45.86,
198,1208,A,  1,H,  4,    15.0,       3.950,           50.400,             50.48,
198,1208,A,  1,H,  4,    17.5,       3.975,           54.600,             54.69,
198,1208,A,  1,H,  4,    20.0,       4.000,           57.800,             57.90,
198,1208,A,  1,H,  4,    22.5,       4.025,           59.600,             59.72,
198,1208,A,  1,H,  4,    25.0,       4.050,           65.200,             65.33,
198,1208,A,  1,H,  4,    27.5,       4.075,           71.400,             71.55,
198,1208,A,  1,H,  4,    30.0,       4.100,           80.400,             80.56,
198,1208,A,  1,H,  4,    32.5,       4.125,           88.600,             88.77,
198,1208,A,  1,H,  4,    35.0,       4.150,          108.000,            108.19,
198,1208,A,  1,H,  4,    37.5,       4.175,          151.000,            151.20,
198,1208,A,  1,H,  4,    40.0,       4.200,          168.200,            168.41,
198,1208,A,  1,H,  4,    42.5,       4.225,          125.600,            125.83,
198,1208,A,  1,H,  4,    45.0,       4.250,           77.400,             77.64,
198,1208,A,  1,H,  4,    47.5,       4.275,           52.200,             52.46,
198,1208,A,  1,H,  4,    50.0,       4.300,           45.200,             45.47,
198,1208,A,  1,H,  4,    52.5,       4.325,           48.400,             48.68,
198,1208,A,  1,H,  4,    55.0,       4.350,           44.600,             44.90,
198,1208,A,  1,H,  4,    57.5,       4.375,           43.400,             43.71,
198,1208,A,  1,H,  4,    60.0,       4.400,           42.000,             42.34,
198,1208,A,  1,H,  4,    62.5,       4.425,           42.400,             42.76,
198,1208,A,  1,H,  4,    65.0,       4.450,           41.600,             41.98,
198,1208,A,  1,H,  4,    67.5,       4.475,           40.400,             40.81,
198,1208,A,  1,H,  4,    70.0,       4.500,           41.000,             41.43,
198,1208,A,  1,H, CC,     5.0,       4.600,           25.000,             25.06,
198,1208,A,  1,H, CC,     7.5,       4.625,           32.800,             32.89,
198,1208,A,  1,H, CC,    10.0,       4.650,           33.800,             33.92,
198,1208,A,  1,H, CC,    12.5,       4.675,           34.000,             34.15,
198,1208,A,  1,H, CC,    15.0,       4.700,           33.400,             33.59,
198,1208,A,  2,H,  1,     5.0,       4.750,           74.600,             74.61,
198,1208,A,  2,H,  1,     7.5,       4.775,          101.000,            101.02,
198,1208,A,  2,H,  1,    10.0,       4.800,           98.600,             98.62,
198,1208,A,  2,H,  1,    12.5,       4.825,           58.000,             58.03,
198,1208,A,  2,H,  1,    15.0,       4.850,           40.000,             40.04,
198,1208,A,  2,H,  1,    17.5,       4.875,           37.200,             37.25,
198,1208,A,  2,H,  1,    20.0,       4.900,           36.800,             36.85,
198,1208,A,  2,H,  1,    22.5,       4.925,           36.000,             36.06,
198,1208,A,  2,H,  1,    25.0,       4.950,           36.000,             36.07,
198,1208,A,  2,H,  1,    27.5,       4.975,           36.400,             36.48,
198,1208,A,  2,H,  1,    30.0,       5.000,           35.800,             35.88,
198,1208,A,  2,H,  1,    32.5,       5.025,           36.800,             36.89,
198,1208,A,  2,H,  1,    35.0,       5.050,           37.400,             37.50,
198,1208,A,  2,H,  1,    37.5,       5.075,           39.000,             39.11,
198,1208,A,  2,H,  1,    40.0,       5.100,           38.000,             38.11,
198,1208,A,  2,H,  1,    42.5,       5.125,           37.800,             37.92,
198,1208,A,  2,H,  1,    45.0,       5.150,           37.800,             37.93,
198,1208,A,  2,H,  1,    47.5,       5.175,           37.600,             37.73,
198,1208,A,  2,H,  1,    50.0,       5.200,           38.200,             38.34,
198,1208,A,  2,H,  1,    52.5,       5.225,           39.400,             39.55,
198,1208,A,  2,H,  1,    55.0,       5.250,           40.600,             40.76,
198,1208,A,  2,H,  1,    57.5,       5.275,           41.200,             41.37,
198,1208,A,  2,H,  1,    60.0,       5.300,           41.400,             41.58,
198,1208,A,  2,H,  1,    62.5,       5.325,           40.200,             40.39,
198,1208,A,  2,H,  1,    65.0,       5.350,           39.400,             39.62,
198,1208,A,  2,H,  1,    67.5,       5.375,           39.000,             39.23,
198,1208,A,  2,H,  1,    70.0,       5.400,           39.000,             39.25,
198,1208,A,  2,H,  1,    72.5,       5.425,           38.000,             38.27,
198,1208,A,  2,H,  1,    75.0,       5.450,           37.400,             37.69,
198,1208,A,  2,H,  1,    77.5,       5.475,           35.800,             36.11,
198,1208,A,  2,H,  1,    80.0,       5.500,           35.400,             35.73,
198,1208,A,  2,H,  1,    82.5,       5.525,           36.000,             36.34,
198,1208,A,  2,H,  1,    85.0,       5.550,           34.200,             34.56,
198,1208,A,  2,H,  1,    87.5,       5.575,           31.200,             31.57,
198,1208,A,  2,H,  1,    90.0,       5.600,           30.800,             31.18,
198,1208,A,  2,H,  1,    92.5,       5.625,           33.800,             34.20,
198,1208,A,  2,H,  1,    95.0,       5.650,           36.000,             36.41,
198,1208,A,  2,H,  1,    97.5,       5.675,           39.600,             40.02,
198,1208,A,  2,H,  1,   100.0,       5.700,           41.600,             42.03,
198,1208,A,  2,H,  1,   102.5,       5.725,           41.200,             41.65,
198,1208,A,  2,H,  1,   105.0,       5.750,           43.000,             43.46,
198,1208,A,  2,H,  1,   107.5,       5.775,           48.600,             49.07,
198,1208,A,  2,H,  1,   110.0,       5.800,           48.400,             48.89,
198,1208,A,  2,H,  1,   112.5,       5.825,           51.600,             52.10,
198,1208,A,  2,H,  1,   115.0,       5.850,           44.000,             44.51,
198,1208,A,  2,H,  1,   117.5,       5.875,           41.000,             41.53,
198,1208,A,  2,H,  1,   120.0,       5.900,           38.000,             38.54,
198,1208,A,  2,H,  1,   122.5,       5.925,           34.000,             34.55,
198,1208,A,  2,H,  1,   125.0,       5.950,           32.400,             32.97,
198,1208,A,  2,H,  1,   127.5,       5.975,           31.000,             31.58,
198,1208,A,  2,H,  1,   130.0,       6.000,           30.200,             30.80,
198,1208,A,  2,H,  1,   132.5,       6.025,           30.000,             30.62,
198,1208,A,  2,H,  1,   135.0,       6.050,           30.200,             30.84,
198,1208,A,  2,H,  1,   137.5,       6.075,           29.600,             30.26,
198,1208,A,  2,H,  1,   140.0,       6.100,           28.600,             29.28,
198,1208,A,  2,H,  1,   142.5,       6.125,           27.600,             28.30,
198,1208,A,  2,H,  2,     5.0,       6.250,           22.400,             22.40,
198,1208,A,  2,H,  2,     7.5,       6.275,           20.200,             20.20,
198,1208,A,  2,H,  2,    10.0,       6.300,           18.400,             18.40,
198,1208,A,  2,H,  2,    12.5,       6.325,           17.200,             17.21,
198,1208,A,  2,H,  2,    15.0,       6.350,           16.200,             16.21,
198,1208,A,  2,H,  2,    17.5,       6.375,           13.800,             13.81,
198,1208,A,  2,H,  2,    20.0,       6.400,           11.600,             11.61,
198,1208,A,  2,H,  2,    22.5,       6.425,           11.000,             11.01,
198,1208,A,  2,H,  2,    25.0,       6.450,           10.800,             10.81,
198,1208,A,  2,H,  2,    27.5,       6.475,            9.600,              9.61,
198,1208,A,  2,H,  2,    30.0,       6.500,            9.600,              9.61,
198,1208,A,  2,H,  2,    32.5,       6.525,            9.000,              9.02,
198,1208,A,  2,H,  2,    35.0,       6.550,            9.000,              9.02,
198,1208,A,  2,H,  2,    37.5,       6.575,            9.000,              9.02,
198,1208,A,  2,H,  2,    40.0,       6.600,            9.200,              9.22,
198,1208,A,  2,H,  2,    42.5,       6.625,            8.000,              8.02,
198,1208,A,  2,H,  2,    45.0,       6.650,            8.000,              8.02,
198,1208,A,  2,H,  2,    47.5,       6.675,            7.600,              7.62,
198,1208,A,  2,H,  2,    50.0,       6.700,            6.400,              6.42,
198,1208,A,  2,H,  2,    52.5,       6.725,            6.600,              6.63,
198,1208,A,  2,H,  2,    55.0,       6.750,            7.000,              7.03,
198,1208,A,  2,H,  2,    57.5,       6.775,            6.400,              6.43,
198,1208,A,  2,H,  2,    60.0,       6.800,            6.200,              6.23,
198,1208,A,  2,H,  2,    62.5,       6.825,            5.600,              5.63,
198,1208,A,  2,H,  2,    65.0,       6.850,            5.800,              5.84,
198,1208,A,  2,H,  2,    67.5,       6.875,            5.000,              5.04,
198,1208,A,  2,H,  2,    70.0,       6.900,            4.200,              4.24,
198,1208,A,  2,H,  2,    72.5,       6.925,            4.000,              4.05,
198,1208,A,  2,H,  2,    75.0,       6.950,            3.200,              3.25,
198,1208,A,  2,H,  2,    77.5,       6.975,            2.600,              2.65,
198,1208,A,  2,H,  2,    80.0,       7.000,            2.400,              2.46,
198,1208,A,  2,H,  2,    82.5,       7.025,            2.000,              2.06,
198,1208,A,  2,H,  2,    85.0,       7.050,            2.800,              2.86,
198,1208,A,  2,H,  2,    87.5,       7.075,            3.200,              3.27,
198,1208,A,  2,H,  2,    90.0,       7.100,            4.000,              4.07,
198,1208,A,  2,H,  2,    92.5,       7.125,            4.000,              4.08,
198,1208,A,  2,H,  2,    95.0,       7.150,            3.800,              3.88,
198,1208,A,  2,H,  2,    97.5,       7.175,            4.000,              4.08,
198,1208,A,  2,H,  2,   100.0,       7.200,            4.200,              4.29,
198,1208,A,  2,H,  2,   102.5,       7.225,            5.000,              5.09,
198,1208,A,  2,H,  2,   105.0,       7.250,            6.000,              6.09,
198,1208,A,  2,H,  2,   107.5,       7.275,            7.000,              7.10,
198,1208,A,  2,H,  2,   110.0,       7.300,            5.800,              5.90,
198,1208,A,  2,H,  2,   112.5,       7.325,            6.000,              6.10,
198,1208,A,  2,H,  2,   115.0,       7.350,            6.200,              6.31,
198,1208,A,  2,H,  2,   117.5,       7.375,            5.800,              5.91,
198,1208,A,  2,H,  2,   120.0,       7.400,            5.800,              5.91,
198,1208,A,  2,H,  2,   122.5,       7.425,            5.800,              5.92,
198,1208,A,  2,H,  2,   125.0,       7.450,            6.400,              6.52,
198,1208,A,  2,H,  2,   127.5,       7.475,            6.000,              6.12,
198,1208,A,  2,H,  2,   130.0,       7.500,            6.600,              6.73,
198,1208,A,  2,H,  2,   132.5,       7.525,            6.400,              6.53,
198,1208,A,  2,H,  2,   135.0,       7.550,            6.600,              6.73,
198,1208,A,  2,H,  2,   137.5,       7.575,            6.200,              6.34,
198,1208,A,  2,H,  2,   140.0,       7.600,            6.600,              6.74,
198,1208,A,  2,H,  2,   142.5,       7.625,            6.800,              6.94,
198,1208,A,  2,H,  2,   145.0,       7.650,            6.800,              6.95,
198,1208,A,  2,H,  3,     5.0,       7.750,            8.200,              8.20,
198,1208,A,  2,H,  3,     7.5,       7.775,            8.600,              8.61,
198,1208,A,  2,H,  3,    10.0,       7.800,            9.000,              9.01,
198,1208,A,  2,H,  3,    12.5,       7.825,           10.000,             10.01,
198,1208,A,  2,H,  3,    15.0,       7.850,           10.000,             10.02,
198,1208,A,  2,H,  3,    17.5,       7.875,           10.600,             10.62,
198,1208,A,  2,H,  3,    20.0,       7.900,           10.000,             10.02,
198,1208,A,  2,H,  3,    22.5,       7.925,           10.600,             10.62,
198,1208,A,  2,H,  3,    25.0,       7.950,           11.600,             11.63,
198,1208,A,  2,H,  3,    27.5,       7.975,           11.800,             11.83,
198,1208,A,  2,H,  3,    30.0,       8.000,           11.600,             11.63,
198,1208,A,  2,H,  3,    32.5,       8.025,           13.200,             13.24,
198,1208,A,  2,H,  3,    35.0,       8.050,           14.000,             14.04,
198,1208,A,  2,H,  3,    37.5,       8.075,           15.000,             15.04,
198,1208,A,  2,H,  3,    40.0,       8.100,           16.000,             16.04,
198,1208,A,  2,H,  3,    42.5,       8.125,           18.000,             18.05,
198,1208,A,  2,H,  3,    45.0,       8.150,           18.800,             18.85,
198,1208,A,  2,H,  3,    47.5,       8.175,           20.000,             20.05,
198,1208,A,  2,H,  3,    50.0,       8.200,           19.600,             19.66,
198,1208,A,  2,H,  3,    52.5,       8.225,           18.200,             18.26,
198,1208,A,  2,H,  3,    55.0,       8.250,           17.200,             17.26,
198,1208,A,  2,H,  3,    57.5,       8.275,           16.400,             16.47,
198,1208,A,  2,H,  3,    60.0,       8.300,           15.200,             15.27,
198,1208,A,  2,H,  3,    62.5,       8.325,           15.000,             15.08,
198,1208,A,  2,H,  3,    65.0,       8.350,           15.000,             15.09,
198,1208,A,  2,H,  3,    67.5,       8.375,           14.600,             14.69,
198,1208,A,  2,H,  3,    70.0,       8.400,           15.800,             15.90,
198,1208,A,  2,H,  3,    72.5,       8.425,           16.600,             16.71,
198,1208,A,  2,H,  3,    75.0,       8.450,           17.000,             17.12,
198,1208,A,  2,H,  3,    77.5,       8.475,           17.600,             17.72,
198,1208,A,  2,H,  3,    80.0,       8.500,           17.600,             17.73,
198,1208,A,  2,H,  3,    82.5,       8.525,           17.600,             17.74,
198,1208,A,  2,H,  3,    85.0,       8.550,           18.000,             18.14,
198,1208,A,  2,H,  3,    87.5,       8.575,           18.400,             18.55,
198,1208,A,  2,H,  3,    90.0,       8.600,           19.400,             19.55,
198,1208,A,  2,H,  3,    92.5,       8.625,           19.000,             19.16,
198,1208,A,  2,H,  3,    95.0,       8.650,           18.800,             18.96,
198,1208,A,  2,H,  3,    97.5,       8.675,           16.600,             16.77,
198,1208,A,  2,H,  3,   100.0,       8.700,           15.800,             15.97,
198,1208,A,  2,H,  3,   102.5,       8.725,           15.400,             15.58,
198,1208,A,  2,H,  3,   105.0,       8.750,           16.000,             16.18,
198,1208,A,  2,H,  3,   107.5,       8.775,           15.800,             15.99,
198,1208,A,  2,H,  3,   110.0,       8.800,           19.200,             19.39,
198,1208,A,  2,H,  3,   112.5,       8.825,           16.600,             16.80,
198,1208,A,  2,H,  3,   115.0,       8.850,           17.000,             17.21,
198,1208,A,  2,H,  3,   117.5,       8.875,           17.600,             17.81,
198,1208,A,  2,H,  3,   120.0,       8.900,           16.800,             17.02,
198,1208,A,  2,H,  3,   122.5,       8.925,           17.800,             18.02,
198,1208,A,  2,H,  3,   125.0,       8.950,           18.400,             18.63,
198,1208,A,  2,H,  3,   127.5,       8.975,           19.000,             19.23,
198,1208,A,  2,H,  3,   130.0,       9.000,           19.000,             19.24,
198,1208,A,  2,H,  3,   132.5,       9.025,           18.200,             18.45,
198,1208,A,  2,H,  3,   135.0,       9.050,           19.400,             19.66,
198,1208,A,  2,H,  3,   137.5,       9.075,           19.000,             19.26,
198,1208,A,  2,H,  3,   140.0,       9.100,           19.200,             19.47,
198,1208,A,  2,H,  3,   142.5,       9.125,           20.200,             20.48,
198,1208,A,  2,H,  4,     5.0,       9.250,           19.600,             19.61,
198,1208,A,  2,H,  4,     7.5,       9.275,           19.000,             19.02,
198,1208,A,  2,H,  4,    10.0,       9.300,           18.400,             18.43,
198,1208,A,  2,H,  4,    12.5,       9.325,           18.400,             18.43,
198,1208,A,  2,H,  4,    15.0,       9.350,           18.400,             18.44,
198,1208,A,  2,H,  4,    17.5,       9.375,           19.600,             19.65,
198,1208,A,  2,H,  4,    20.0,       9.400,           19.800,             19.86,
198,1208,A,  2,H,  4,    22.5,       9.425,           20.200,             20.26,
198,1208,A,  2,H,  4,    25.0,       9.450,           19.800,             19.87,
198,1208,A,  2,H,  4,    27.5,       9.475,           20.200,             20.28,
198,1208,A,  2,H,  4,    30.0,       9.500,           20.800,             20.89,
198,1208,A,  2,H,  4,    32.5,       9.525,           20.800,             20.90,
198,1208,A,  2,H,  4,    35.0,       9.550,           21.800,             21.90,
198,1208,A,  2,H,  4,    37.5,       9.575,           22.000,             22.11,
198,1208,A,  2,H,  4,    40.0,       9.600,           22.200,             22.32,
198,1208,A,  2,H,  4,    42.5,       9.625,           22.800,             22.93,
198,1208,A,  2,H,  4,    45.0,       9.650,           22.400,             22.53,
198,1208,A,  2,H,  4,    47.5,       9.675,           22.400,             22.54,
198,1208,A,  2,H,  4,    50.0,       9.700,           23.600,             23.75,
198,1208,A,  2,H,  4,    52.5,       9.725,           26.200,             26.36,
198,1208,A,  2,H,  4,    55.0,       9.750,           26.800,             26.97,
198,1208,A,  2,H,  4,    57.5,       9.775,           25.200,             25.37,
198,1208,A,  2,H,  4,    60.0,       9.800,           25.600,             25.79,
198,1208,A,  2,H,  4,    62.5,       9.825,           25.800,             26.00,
198,1208,A,  2,H,  4,    65.0,       9.850,           24.000,             24.23,
198,1208,A,  2,H,  4,    67.5,       9.875,           22.800,             23.05,
198,1208,A,  2,H,  4,    70.0,       9.900,           20.000,             20.27,
198,1208,A,  2,H,  4,    72.5,       9.925,           17.400,             17.69,
198,1208,A,  2,H,  4,    75.0,       9.950,           16.600,             16.91,
198,1208,A,  2,H,  4,    77.5,       9.975,           16.800,             17.12,
198,1208,A,  2,H,  4,    80.0,      10.000,           17.000,             17.33,
198,1208,A,  2,H,  4,    82.5,      10.025,           16.800,             17.15,
198,1208,A,  2,H,  4,    85.0,      10.050,           17.200,             17.56,
198,1208,A,  2,H,  4,    87.5,      10.075,           18.000,             18.37,
198,1208,A,  2,H,  4,    90.0,      10.100,           21.600,             21.99,
198,1208,A,  2,H,  4,    92.5,      10.125,           21.400,             21.80,
198,1208,A,  2,H,  4,    95.0,      10.150,           22.400,             22.82,
198,1208,A,  2,H,  4,    97.5,      10.175,           24.400,             24.83,
198,1208,A,  2,H,  4,   100.0,      10.200,           24.600,             25.04,
198,1208,A,  2,H,  4,   102.5,      10.225,           25.800,             26.26,
198,1208,A,  2,H,  4,   105.0,      10.250,           26.000,             26.47,
198,1208,A,  2,H,  4,   107.5,      10.275,           27.000,             27.49,
198,1208,A,  2,H,  4,   110.0,      10.300,           25.800,             26.30,
198,1208,A,  2,H,  4,   112.5,      10.325,           28.800,             29.31,
