
Leg,Site,H,Core,T,Sec,Top (cm),Depth (mbsf),Magnetic Suscept.,Corrected Suscept.
198,1208,A, 19,H,  1,   141.0,     167.610,            8.200,              8.91,
198,1208,A, 19,H,  1,   144.0,     167.640,            7.200,              7.93,
198,1208,A, 19,H,  2,     6.0,     167.760,           11.200,             11.20,
198,1208,A, 19,H,  2,     9.0,     167.790,           12.200,             12.20,
198,1208,A, 19,H,  2,    12.0,     167.820,           11.600,             11.60,
198,1208,A, 19,H,  2,    15.0,     167.850,           11.000,             10.99,
198,1208,A, 19,H,  2,    18.0,     167.880,           10.600,             10.59,
198,1208,A, 19,H,  2,    21.0,     167.910,           10.600,             10.59,
198,1208,A, 19,H,  2,    24.0,     167.940,           10.600,             10.59,
198,1208,A, 19,H,  2,    27.0,     167.970,           10.000,              9.99,
198,1208,A, 19,H,  2,    30.0,     168.000,            9.600,              9.59,
198,1208,A, 19,H,  2,    33.0,     168.030,            9.400,              9.38,
198,1208,A, 19,H,  2,    36.0,     168.060,            8.800,              8.78,
198,1208,A, 19,H,  2,    39.0,     168.090,            8.200,              8.18,
198,1208,A, 19,H,  2,    42.0,     168.120,            7.200,              7.18,
198,1208,A, 19,H,  2,    45.0,     168.150,            7.200,              7.18,
198,1208,A, 19,H,  2,    48.0,     168.180,            8.000,              7.98,
198,1208,A, 19,H,  2,    51.0,     168.210,            8.600,              8.58,
198,1208,A, 19,H,  2,    54.0,     168.240,            9.200,              9.17,
198,1208,A, 19,H,  2,    57.0,     168.270,           10.400,             10.37,
198,1208,A, 19,H,  2,    60.0,     168.300,           11.000,             10.97,
198,1208,A, 19,H,  2,    63.0,     168.330,           10.000,              9.96,
198,1208,A, 19,H,  2,    66.0,     168.360,            9.000,              8.96,
198,1208,A, 19,H,  2,    69.0,     168.390,            8.600,              8.55,
198,1208,A, 19,H,  2,    72.0,     168.420,            7.200,              7.15,
198,1208,A, 19,H,  2,    75.0,     168.450,            7.000,              6.95,
198,1208,A, 19,H,  2,    78.0,     168.480,            6.200,              6.14,
198,1208,A, 19,H,  2,    81.0,     168.510,            6.000,              5.94,
198,1208,A, 19,H,  2,    84.0,     168.540,            6.400,              6.33,
198,1208,A, 19,H,  2,    87.0,     168.570,            5.800,              5.73,
198,1208,A, 19,H,  2,    90.0,     168.600,            5.600,              5.53,
198,1208,A, 19,H,  2,    93.0,     168.630,            5.800,              5.72,
198,1208,A, 19,H,  2,    96.0,     168.660,            6.600,              6.52,
198,1208,A, 19,H,  2,    99.0,     168.690,            6.800,              6.71,
198,1208,A, 19,H,  2,   102.0,     168.720,            7.200,              7.11,
198,1208,A, 19,H,  2,   105.0,     168.750,            8.000,              7.91,
198,1208,A, 19,H,  2,   108.0,     168.780,            8.800,              8.70,
198,1208,A, 19,H,  2,   111.0,     168.810,           12.200,             12.10,
198,1208,A, 19,H,  2,   114.0,     168.840,           13.200,             13.09,
198,1208,A, 19,H,  2,   117.0,     168.870,           14.200,             14.09,
198,1208,A, 19,H,  2,   120.0,     168.900,           16.400,             16.29,
198,1208,A, 19,H,  2,   123.0,     168.930,           15.000,             14.88,
198,1208,A, 19,H,  2,   126.0,     168.960,           14.400,             14.28,
198,1208,A, 19,H,  2,   129.0,     168.990,           13.800,             13.67,
198,1208,A, 19,H,  2,   132.0,     169.020,           13.200,             13.07,
198,1208,A, 19,H,  2,   135.0,     169.050,           12.200,             12.07,
198,1208,A, 19,H,  2,   138.0,     169.080,           11.600,             11.46,
198,1208,A, 19,H,  2,   141.0,     169.110,           11.800,             11.66,
198,1208,A, 19,H,  2,   144.0,     169.140,           10.600,             10.45,
198,1208,A, 19,H,  3,     6.0,     169.260,            4.800,              4.81,
198,1208,A, 19,H,  3,     9.0,     169.290,            4.400,              4.41,
198,1208,A, 19,H,  3,    12.0,     169.320,            5.400,              5.42,
198,1208,A, 19,H,  3,    15.0,     169.350,            6.000,              6.03,
198,1208,A, 19,H,  3,    18.0,     169.380,            7.800,              7.83,
198,1208,A, 19,H,  3,    21.0,     169.410,            9.400,              9.44,
198,1208,A, 19,H,  3,    24.0,     169.440,            9.000,              9.04,
198,1208,A, 19,H,  3,    27.0,     169.470,            8.400,              8.45,
198,1208,A, 19,H,  3,    30.0,     169.500,            7.800,              7.86,
198,1208,A, 19,H,  3,    33.0,     169.530,            7.200,              7.26,
198,1208,A, 19,H,  3,    36.0,     169.560,            8.400,              8.47,
198,1208,A, 19,H,  3,    39.0,     169.590,            8.400,              8.47,
198,1208,A, 19,H,  3,    42.0,     169.620,            8.400,              8.48,
198,1208,A, 19,H,  3,    45.0,     169.650,            8.200,              8.29,
198,1208,A, 19,H,  3,    48.0,     169.680,            7.600,              7.69,
198,1208,A, 19,H,  3,    51.0,     169.710,            7.400,              7.50,
198,1208,A, 19,H,  3,    54.0,     169.740,            7.200,              7.30,
198,1208,A, 19,H,  3,    57.0,     169.770,            7.600,              7.72,
198,1208,A, 19,H,  3,    60.0,     169.800,            7.600,              7.74,
198,1208,A, 19,H,  3,    63.0,     169.830,            7.800,              7.95,
198,1208,A, 19,H,  3,    66.0,     169.860,            8.000,              8.17,
198,1208,A, 19,H,  3,    69.0,     169.890,            7.600,              7.78,
198,1208,A, 19,H,  3,    72.0,     169.920,            5.600,              5.80,
198,1208,A, 19,H,  3,    75.0,     169.950,            6.400,              6.61,
198,1208,A, 19,H,  3,    78.0,     169.980,            5.800,              6.03,
198,1208,A, 19,H,  3,    81.0,     170.010,            5.200,              5.45,
198,1208,A, 19,H,  3,    84.0,     170.040,            5.000,              5.26,
198,1208,A, 19,H,  3,    87.0,     170.070,            5.000,              5.28,
198,1208,A, 19,H,  3,    90.0,     170.100,            5.600,              5.90,
198,1208,A, 19,H,  3,    93.0,     170.130,            5.400,              5.71,
198,1208,A, 19,H,  3,    96.0,     170.160,            5.800,              6.13,
198,1208,A, 19,H,  3,    99.0,     170.190,            6.200,              6.54,
198,1208,A, 19,H,  3,   102.0,     170.220,            6.000,              6.36,
198,1208,A, 19,H,  3,   105.0,     170.250,            7.600,              7.98,
198,1208,A, 19,H,  3,   108.0,     170.280,           10.400,             10.79,
198,1208,A, 19,H,  3,   111.0,     170.310,           13.400,             13.81,
198,1208,A, 19,H,  3,   114.0,     170.340,           13.600,             14.02,
198,1208,A, 19,H,  3,   117.0,     170.370,           13.200,             13.64,
198,1208,A, 19,H,  3,   120.0,     170.400,           14.400,             14.86,
198,1208,A, 19,H,  3,   123.0,     170.430,           12.200,             12.67,
198,1208,A, 19,H,  3,   126.0,     170.460,            9.000,              9.49,
198,1208,A, 19,H,  3,   129.0,     170.490,            8.200,              8.70,
198,1208,A, 19,H,  3,   132.0,     170.520,            7.600,              8.12,
198,1208,A, 19,H,  3,   135.0,     170.550,            7.000,              7.54,
198,1208,A, 19,H,  3,   138.0,     170.580,            6.800,              7.35,
198,1208,A, 19,H,  3,   141.0,     170.610,            6.000,              6.57,
198,1208,A, 19,H,  3,   144.0,     170.640,            6.600,              7.18,
198,1208,A, 19,H,  4,     6.0,     170.760,            6.600,              6.60,
198,1208,A, 19,H,  4,     9.0,     170.790,            6.600,              6.59,
198,1208,A, 19,H,  4,    12.0,     170.820,            6.600,              6.59,
198,1208,A, 19,H,  4,    15.0,     170.850,            7.200,              7.19,
198,1208,A, 19,H,  4,    18.0,     170.880,            7.600,              7.58,
198,1208,A, 19,H,  4,    21.0,     170.910,            8.200,              8.18,
198,1208,A, 19,H,  4,    24.0,     170.940,            9.600,              9.58,
198,1208,A, 19,H,  4,    27.0,     170.970,           11.000,             10.98,
198,1208,A, 19,H,  4,    30.0,     171.000,           11.200,             11.17,
198,1208,A, 19,H,  4,    33.0,     171.030,           10.000,              9.97,
198,1208,A, 19,H,  4,    36.0,     171.060,            9.200,              9.17,
198,1208,A, 19,H,  4,    39.0,     171.090,            8.200,              8.16,
198,1208,A, 19,H,  4,    42.0,     171.120,            7.800,              7.76,
198,1208,A, 19,H,  4,    45.0,     171.150,            7.000,              6.96,
198,1208,A, 19,H,  4,    48.0,     171.180,            7.200,              7.15,
198,1208,A, 19,H,  4,    51.0,     171.210,            7.000,              6.95,
198,1208,A, 19,H,  4,    54.0,     171.240,            7.600,              7.55,
198,1208,A, 19,H,  4,    57.0,     171.270,            9.200,              9.14,
198,1208,A, 19,H,  4,    60.0,     171.300,           10.200,             10.13,
198,1208,A, 19,H,  4,    63.0,     171.330,           11.400,             11.32,
198,1208,A, 19,H,  4,    66.0,     171.360,           14.200,             14.12,
198,1208,A, 19,H,  4,    69.0,     171.390,           16.800,             16.71,
198,1208,A, 19,H,  4,    72.0,     171.420,           19.000,             18.90,
198,1208,A, 19,H,  4,    75.0,     171.450,           21.600,             21.49,
198,1208,A, 19,H,  4,    78.0,     171.480,           25.800,             25.68,
198,1208,A, 19,H,  4,    81.0,     171.510,           29.400,             29.28,
198,1208,A, 19,H,  4,    84.0,     171.540,           23.600,             23.47,
198,1208,A, 19,H,  4,    87.0,     171.570,           13.200,             13.06,
198,1208,A, 19,H,  4,    90.0,     171.600,           11.200,             11.05,
198,1208,A, 19,H,  4,    93.0,     171.630,           14.000,             13.84,
198,1208,A, 19,H,  4,    96.0,     171.660,           17.400,             17.24,
198,1208,A, 19,H,  4,    99.0,     171.690,           22.400,             22.23,
198,1208,A, 19,H,  4,   102.0,     171.720,           31.600,             31.42,
198,1208,A, 19,H,  4,   105.0,     171.750,           38.000,             37.81,
198,1208,A, 19,H,  4,   108.0,     171.780,           30.000,             29.80,
198,1208,A, 19,H,  4,   111.0,     171.810,           26.000,             25.80,
198,1208,A, 19,H,  4,   114.0,     171.840,           12.400,             12.19,
198,1208,A, 19,H,  4,   117.0,     171.870,            6.400,              6.18,
198,1208,A, 19,H,  4,   120.0,     171.900,            4.800,              4.57,
198,1208,A, 19,H,  4,   123.0,     171.930,            5.000,              4.76,
198,1208,A, 19,H,  4,   126.0,     171.960,            5.400,              5.16,
198,1208,A, 19,H,  4,   129.0,     171.990,            5.000,              4.75,
198,1208,A, 19,H,  4,   132.0,     172.020,            5.400,              5.14,
198,1208,A, 19,H,  4,   135.0,     172.050,            6.800,              6.53,
198,1208,A, 19,H,  4,   138.0,     172.080,            7.800,              7.52,
198,1208,A, 19,H,  4,   141.0,     172.110,            9.400,              9.12,
198,1208,A, 19,H,  4,   144.0,     172.140,           10.800,             10.51,
198,1208,A, 19,H,  5,     6.0,     172.260,           10.600,             10.61,
198,1208,A, 19,H,  5,     9.0,     172.290,           10.800,             10.82,
198,1208,A, 19,H,  5,    12.0,     172.320,           11.400,             11.42,
198,1208,A, 19,H,  5,    15.0,     172.350,           13.200,             13.23,
198,1208,A, 19,H,  5,    18.0,     172.380,           14.000,             14.04,
198,1208,A, 19,H,  5,    21.0,     172.410,           13.000,             13.05,
198,1208,A, 19,H,  5,    24.0,     172.440,           12.600,             12.65,
198,1208,A, 19,H,  5,    27.0,     172.470,           12.200,             12.26,
198,1208,A, 19,H,  5,    30.0,     172.500,           12.800,             12.87,
198,1208,A, 19,H,  5,    33.0,     172.530,           13.000,             13.08,
198,1208,A, 19,H,  5,    36.0,     172.560,           13.200,             13.29,
198,1208,A, 19,H,  5,    39.0,     172.590,           13.400,             13.49,
198,1208,A, 19,H,  5,    42.0,     172.620,           16.400,             16.50,
198,1208,A, 19,H,  5,    45.0,     172.650,           19.400,             19.51,
198,1208,A, 19,H,  5,    48.0,     172.680,           28.000,             28.12,
198,1208,A, 19,H,  5,    51.0,     172.710,           36.600,             36.72,
198,1208,A, 19,H,  5,    54.0,     172.740,           55.400,             55.53,
198,1208,A, 19,H,  5,    57.0,     172.770,           60.600,             60.75,
198,1208,A, 19,H,  5,    60.0,     172.800,           38.800,             38.97,
198,1208,A, 19,H,  5,    63.0,     172.830,           19.200,             19.39,
198,1208,A, 19,H,  5,    66.0,     172.860,           11.800,             12.01,
198,1208,A, 19,H,  5,    69.0,     172.890,           10.400,             10.63,
198,1208,A, 19,H,  5,    72.0,     172.920,           10.600,             10.85,
198,1208,A, 19,H,  5,    75.0,     172.950,           12.000,             12.27,
198,1208,A, 19,H,  5,    78.0,     172.980,           10.200,             10.49,
198,1208,A, 19,H,  5,    81.0,     173.010,            9.000,              9.31,
198,1208,A, 19,H,  5,    84.0,     173.040,            8.800,              9.13,
198,1208,A, 19,H,  5,    87.0,     173.070,            7.400,              7.75,
198,1208,A, 19,H,  5,    90.0,     173.100,            6.000,              6.37,
198,1208,A, 19,H,  5,    93.0,     173.130,            4.600,              4.99,
198,1208,A, 19,H,  5,    96.0,     173.160,            4.000,              4.41,
198,1208,A, 19,H,  5,    99.0,     173.190,            4.600,              5.03,
198,1208,A, 19,H,  5,   102.0,     173.220,            4.600,              5.05,
198,1208,A, 19,H,  5,   105.0,     173.250,            4.800,              5.27,
198,1208,A, 19,H,  5,   108.0,     173.280,            4.600,              5.09,
198,1208,A, 19,H,  5,   111.0,     173.310,            4.800,              5.31,
198,1208,A, 19,H,  5,   114.0,     173.340,            6.800,              7.33,
198,1208,A, 19,H,  5,   117.0,     173.370,            7.000,              7.55,
198,1208,A, 19,H,  5,   120.0,     173.400,            6.600,              7.17,
198,1208,A, 19,H,  5,   123.0,     173.430,            5.200,              5.79,
198,1208,A, 19,H,  5,   126.0,     173.460,            4.000,              4.61,
198,1208,A, 19,H,  5,   129.0,     173.490,            3.800,              4.43,
198,1208,A, 19,H,  5,   132.0,     173.520,            3.800,              4.45,
198,1208,A, 19,H,  5,   135.0,     173.550,            3.400,              4.07,
198,1208,A, 19,H,  5,   138.0,     173.580,            4.200,              4.89,
198,1208,A, 19,H,  5,   141.0,     173.610,            5.600,              6.31,
198,1208,A, 19,H,  5,   144.0,     173.640,            6.000,              6.73,
198,1208,A, 19,H,  6,     6.0,     173.760,            9.600,              9.61,
198,1208,A, 19,H,  6,     9.0,     173.790,           11.400,             11.41,
198,1208,A, 19,H,  6,    12.0,     173.820,           13.400,             13.42,
198,1208,A, 19,H,  6,    15.0,     173.850,           15.600,             15.63,
198,1208,A, 19,H,  6,    18.0,     173.880,           19.800,             19.83,
198,1208,A, 19,H,  6,    21.0,     173.910,           22.800,             22.84,
198,1208,A, 19,H,  6,    24.0,     173.940,           25.200,             25.24,
198,1208,A, 19,H,  6,    27.0,     173.970,           20.800,             20.85,
198,1208,A, 19,H,  6,    30.0,     174.000,           10.000,             10.06,
198,1208,A, 19,H,  6,    33.0,     174.030,            5.600,              5.66,
198,1208,A, 19,H,  6,    36.0,     174.060,            3.400,              3.47,
198,1208,A, 19,H,  6,    39.0,     174.090,            2.600,              2.67,
198,1208,A, 19,H,  6,    42.0,     174.120,            1.800,              1.88,
198,1208,A, 19,H,  6,    45.0,     174.150,            1.600,              1.69,
198,1208,A, 19,H,  6,    48.0,     174.180,            2.400,              2.49,
198,1208,A, 19,H,  6,    51.0,     174.210,            3.000,              3.10,
198,1208,A, 19,H,  6,    54.0,     174.240,            2.800,              2.91,
198,1208,A, 19,H,  6,    57.0,     174.270,            2.800,              2.92,
198,1208,A, 19,H,  6,    60.0,     174.300,            4.200,              4.34,
198,1208,A, 19,H,  6,    63.0,     174.330,            5.600,              5.75,
198,1208,A, 19,H,  6,    66.0,     174.360,            5.800,              5.97,
198,1208,A, 19,H,  6,    69.0,     174.390,            5.400,              5.58,
198,1208,A, 19,H,  6,    72.0,     174.420,            6.200,              6.40,
198,1208,A, 19,H,  6,    75.0,     174.450,            7.400,              7.61,
198,1208,A, 19,H,  6,    78.0,     174.480,            6.800,              7.03,
198,1208,A, 19,H,  6,    81.0,     174.510,            6.000,              6.25,
198,1208,A, 19,H,  6,    84.0,     174.540,            6.000,              6.26,
198,1208,A, 19,H,  6,    87.0,     174.570,            5.200,              5.48,
198,1208,A, 19,H,  6,    90.0,     174.600,            4.800,              5.10,
198,1208,A, 19,H,  6,    93.0,     174.630,            4.200,              4.51,
198,1208,A, 19,H,  6,    96.0,     174.660,            3.800,              4.13,
198,1208,A, 19,H,  6,    99.0,     174.690,            4.000,              4.34,
198,1208,A, 19,H,  6,   102.0,     174.720,            3.800,              4.16,
198,1208,A, 19,H,  6,   105.0,     174.750,            3.600,              3.98,
198,1208,A, 19,H,  6,   108.0,     174.780,            3.600,              3.99,
198,1208,A, 19,H,  6,   111.0,     174.810,            3.800,              4.21,
198,1208,A, 19,H,  6,   114.0,     174.840,            4.400,              4.82,
198,1208,A, 19,H,  6,   117.0,     174.870,            7.000,              7.44,
198,1208,A, 19,H,  6,   120.0,     174.900,            7.000,              7.46,
198,1208,A, 19,H,  6,   123.0,     174.930,            7.200,              7.67,
198,1208,A, 19,H,  6,   126.0,     174.960,            7.600,              8.09,
198,1208,A, 19,H,  6,   129.0,     174.990,            9.600,             10.10,
198,1208,A, 19,H,  6,   132.0,     175.020,            8.800,              9.32,
198,1208,A, 19,H,  6,   135.0,     175.050,            8.600,              9.14,
198,1208,A, 19,H,  6,   138.0,     175.080,            9.200,              9.75,
198,1208,A, 19,H,  6,   141.0,     175.110,            8.600,              9.17,
198,1208,A, 19,H,  6,   144.0,     175.140,            8.600,              9.18,
198,1208,A, 19,H,  7,     6.0,     175.260,            4.400,              4.43,
198,1208,A, 19,H,  7,     9.0,     175.290,            4.400,              4.45,
198,1208,A, 19,H,  7,    12.0,     175.320,            4.400,              4.47,
198,1208,A, 19,H,  7,    15.0,     175.350,            4.000,              4.09,
198,1208,A, 19,H,  7,    18.0,     175.380,            3.800,              3.91,
198,1208,A, 19,H,  7,    21.0,     175.410,            3.600,              3.73,
198,1208,A, 19,H,  7,    24.0,     175.440,            3.400,              3.54,
198,1208,A, 19,H,  7,    27.0,     175.470,            3.600,              3.76,
198,1208,A, 19,H,  7,    30.0,     175.500,            4.600,              4.78,
198,1208,A, 19,H,  7,    33.0,     175.530,            3.800,              4.00,
198,1208,A, 19,H,  7,    36.0,     175.560,            3.200,              3.42,
198,1208,A, 19,H,  7,    39.0,     175.590,            3.200,              3.44,
198,1208,A, 19,H,  7,    42.0,     175.620,            3.000,              3.26,
198,1208,A, 19,H,  7,    45.0,     175.650,            2.400,              2.68,
198,1208,A, 19,H,  7,    48.0,     175.680,            3.200,              3.50,
198,1208,A, 19,H,  7,    51.0,     175.710,            2.600,              2.92,
198,1208,A, 19,H,  7,    54.0,     175.740,            2.600,              2.93,
198,1208,A, 19,H,  7,    57.0,     175.770,            2.400,              2.78,
198,1208,A, 19,H,  7,    60.0,     175.800,            3.200,              3.63,
198,1208,A, 19,H,  7,    63.0,     175.830,            3.000,              3.48,
198,1208,A, 19,H,  7,    66.0,     175.860,            3.200,              3.73,
198,1208,A, 19,H, CC,     6.0,     175.960,            4.000,              4.04,
198,1208,A, 19,H, CC,     9.0,     175.990,            4.200,              4.26,
198,1208,A, 19,H, CC,    12.0,     176.020,            3.600,              3.67,
198,1208,A, 19,H, CC,    15.0,     176.050,            2.800,              2.89,
198,1208,A, 19,H, CC,    18.0,     176.080,            2.600,              2.71,
198,1208,A, 20,H,  1,     6.0,     175.760,            3.400,              3.40,
198,1208,A, 20,H,  1,     9.0,     175.790,            2.000,              2.00,
198,1208,A, 20,H,  1,    12.0,     175.820,            2.400,              2.40,
198,1208,A, 20,H,  1,    15.0,     175.850,            2.000,              2.00,
198,1208,A, 20,H,  1,    18.0,     175.880,            1.600,              1.60,
198,1208,A, 20,H,  1,    21.0,     175.910,            2.000,              2.00,
198,1208,A, 20,H,  1,    24.0,     175.940,            2.400,              2.40,
198,1208,A, 20,H,  1,    27.0,     175.970,            2.200,              2.20,
198,1208,A, 20,H,  1,    30.0,     176.000,            2.400,              2.40,
198,1208,A, 20,H,  1,    33.0,     176.030,            1.800,              1.80,
198,1208,A, 20,H,  1,    36.0,     176.060,            2.000,              2.00,
198,1208,A, 20,H,  1,    39.0,     176.090,            2.200,              2.20,
198,1208,A, 20,H,  1,    42.0,     176.120,            2.000,              2.00,
198,1208,A, 20,H,  1,    45.0,     176.150,            2.600,              2.60,
198,1208,A, 20,H,  1,    48.0,     176.180,            2.400,              2.40,
198,1208,A, 20,H,  1,    51.0,     176.210,            2.400,              2.40,
198,1208,A, 20,H,  1,    54.0,     176.240,            2.600,              2.60,
198,1208,A, 20,H,  1,    57.0,     176.270,            3.000,              3.00,
198,1208,A, 20,H,  1,    60.0,     176.300,            3.000,              3.00,
198,1208,A, 20,H,  1,    63.0,     176.330,            3.000,              3.00,
198,1208,A, 20,H,  1,    66.0,     176.360,            4.000,              4.00,
198,1208,A, 20,H,  1,    69.0,     176.390,            3.400,              3.40,
198,1208,A, 20,H,  1,    72.0,     176.420,            3.400,              3.40,
198,1208,A, 20,H,  1,    75.0,     176.450,            2.800,              2.80,
198,1208,A, 20,H,  1,    78.0,     176.480,            2.400,              2.40,
198,1208,A, 20,H,  1,    81.0,     176.510,            2.600,              2.60,
198,1208,A, 20,H,  1,    84.0,     176.540,            2.000,              2.00,
198,1208,A, 20,H,  1,    87.0,     176.570,            1.800,              1.80,
198,1208,A, 20,H,  1,    90.0,     176.600,            2.000,              2.00,
198,1208,A, 20,H,  1,    93.0,     176.630,            1.400,              1.40,
198,1208,A, 20,H,  1,    96.0,     176.660,            1.600,              1.60,
198,1208,A, 20,H,  1,    99.0,     176.690,            1.800,              1.80,
198,1208,A, 20,H,  1,   102.0,     176.720,            1.800,              1.80,
198,1208,A, 20,H,  1,   105.0,     176.750,            2.000,              2.00,
198,1208,A, 20,H,  1,   108.0,     176.780,            1.800,              1.80,
198,1208,A, 20,H,  1,   111.0,     176.810,            2.000,              2.00,
198,1208,A, 20,H,  1,   114.0,     176.840,            1.600,              1.60,
198,1208,A, 20,H,  1,   117.0,     176.870,            2.200,              2.20,
198,1208,A, 20,H,  1,   120.0,     176.900,            2.400,              2.40,
198,1208,A, 20,H,  1,   123.0,     176.930,            3.000,              3.00,
198,1208,A, 20,H,  1,   126.0,     176.960,            2.800,              2.80,
198,1208,A, 20,H,  1,   129.0,     176.990,            3.000,              3.00,
198,1208,A, 20,H,  1,   132.0,     177.020,            3.800,              3.80,
198,1208,A, 20,H,  1,   135.0,     177.050,            4.800,              4.80,
198,1208,A, 20,H,  1,   138.0,     177.080,            5.600,              5.60,
198,1208,A, 20,H,  1,   141.0,     177.110,            5.200,              5.20,
198,1208,A, 20,H,  1,   144.0,     177.140,            4.800,              4.80,
198,1208,A, 20,H,  2,     6.0,     177.260,            5.200,              5.21,
198,1208,A, 20,H,  2,     9.0,     177.290,            5.800,              5.81,
198,1208,A, 20,H,  2,    12.0,     177.320,            5.800,              5.82,
198,1208,A, 20,H,  2,    15.0,     177.350,            4.600,              4.63,
198,1208,A, 20,H,  2,    18.0,     177.380,            4.600,              4.63,
198,1208,A, 20,H,  2,    21.0,     177.410,            3.200,              3.24,
198,1208,A, 20,H,  2,    24.0,     177.440,            2.600,              2.64,
198,1208,A, 20,H,  2,    27.0,     177.470,            1.800,              1.85,
198,1208,A, 20,H,  2,    30.0,     177.500,            1.200,              1.26,
198,1208,A, 20,H,  2,    33.0,     177.530,            1.800,              1.86,
198,1208,A, 20,H,  2,    36.0,     177.560,            2.200,              2.27,
198,1208,A, 20,H,  2,    39.0,     177.590,            1.800,              1.87,
198,1208,A, 20,H,  2,    42.0,     177.620,            2.200,              2.28,
198,1208,A, 20,H,  2,    45.0,     177.650,            2.600,              2.69,
198,1208,A, 20,H,  2,    48.0,     177.680,            3.000,              3.09,
198,1208,A, 20,H,  2,    51.0,     177.710,            3.200,              3.30,
198,1208,A, 20,H,  2,    54.0,     177.740,            3.200,              3.31,
198,1208,A, 20,H,  2,    57.0,     177.770,            3.600,              3.72,
198,1208,A, 20,H,  2,    60.0,     177.800,            3.800,              3.94,
198,1208,A, 20,H,  2,    63.0,     177.830,            3.600,              3.75,
198,1208,A, 20,H,  2,    66.0,     177.860,            3.200,              3.37,
198,1208,A, 20,H,  2,    69.0,     177.890,            3.000,              3.18,
198,1208,A, 20,H,  2,    72.0,     177.920,            2.800,              3.00,
198,1208,A, 20,H,  2,    75.0,     177.950,            3.000,              3.22,
198,1208,A, 20,H,  2,    78.0,     177.980,            2.800,              3.03,
198,1208,A, 20,H,  2,    81.0,     178.010,            3.000,              3.25,
198,1208,A, 20,H,  2,    84.0,     178.040,            2.200,              2.46,
198,1208,A, 20,H,  2,    87.0,     178.070,            1.600,              1.88,
198,1208,A, 20,H,  2,    90.0,     178.100,            1.800,              2.10,
198,1208,A, 20,H,  2,    93.0,     178.130,            2.200,              2.51,
198,1208,A, 20,H,  2,    96.0,     178.160,            2.000,              2.33,
198,1208,A, 20,H,  2,    99.0,     178.190,            2.200,              2.54,
198,1208,A, 20,H,  2,   102.0,     178.220,            2.000,              2.36,
198,1208,A, 20,H,  2,   105.0,     178.250,            1.600,              1.98,
198,1208,A, 20,H,  2,   108.0,     178.280,            2.200,              2.59,
198,1208,A, 20,H,  2,   111.0,     178.310,            2.200,              2.61,
198,1208,A, 20,H,  2,   114.0,     178.340,            3.600,              4.02,
198,1208,A, 20,H,  2,   117.0,     178.370,            3.200,              3.64,
198,1208,A, 20,H,  2,   120.0,     178.400,            2.200,              2.66,
198,1208,A, 20,H,  2,   123.0,     178.430,            5.000,              5.47,
198,1208,A, 20,H,  2,   126.0,     178.460,            5.000,              5.49,
198,1208,A, 20,H,  2,   129.0,     178.490,            4.200,              4.70,
198,1208,A, 20,H,  2,   132.0,     178.520,            3.400,              3.92,
198,1208,A, 20,H,  2,   135.0,     178.550,            3.800,              4.34,
198,1208,A, 20,H,  2,   138.0,     178.580,            8.400,              8.95,
198,1208,A, 20,H,  2,   141.0,     178.610,            6.000,              6.57,
198,1208,A, 20,H,  2,   144.0,     178.640,            4.200,              4.78,
198,1208,A, 20,H,  3,     6.0,     178.760,            8.200,              8.20,
198,1208,A, 20,H,  3,     9.0,     178.790,            9.800,              9.80,
198,1208,A, 20,H,  3,    12.0,     178.820,           10.400,             10.40,
198,1208,A, 20,H,  3,    15.0,     178.850,            9.600,              9.60,
198,1208,A, 20,H,  3,    18.0,     178.880,           10.000,             10.00,
198,1208,A, 20,H,  3,    21.0,     178.910,            9.800,              9.80,
198,1208,A, 20,H,  3,    24.0,     178.940,            9.600,              9.60,
198,1208,A, 20,H,  3,    27.0,     178.970,            9.200,              9.20,
198,1208,A, 20,H,  3,    30.0,     179.000,            8.200,              8.20,
198,1208,A, 20,H,  3,    33.0,     179.030,            7.600,              7.60,
198,1208,A, 20,H,  3,    36.0,     179.060,            6.800,              6.80,
198,1208,A, 20,H,  3,    39.0,     179.090,            6.400,              6.40,
198,1208,A, 20,H,  3,    42.0,     179.120,            6.200,              6.20,
198,1208,A, 20,H,  3,    45.0,     179.150,            6.200,              6.20,
198,1208,A, 20,H,  3,    48.0,     179.180,            7.000,              7.00,
198,1208,A, 20,H,  3,    51.0,     179.210,            7.000,              7.00,
198,1208,A, 20,H,  3,    54.0,     179.240,            7.400,              7.40,
198,1208,A, 20,H,  3,    57.0,     179.270,            7.600,              7.60,
198,1208,A, 20,H,  3,    60.0,     179.300,            8.600,              8.60,
198,1208,A, 20,H,  3,    63.0,     179.330,            9.600,              9.60,
198,1208,A, 20,H,  3,    66.0,     179.360,           10.000,             10.00,
198,1208,A, 20,H,  3,    69.0,     179.390,            9.000,              9.00,
198,1208,A, 20,H,  3,    72.0,     179.420,            7.000,              7.00,
198,1208,A, 20,H,  3,    75.0,     179.450,            5.800,              5.80,
198,1208,A, 20,H,  3,    78.0,     179.480,            5.600,              5.60,
198,1208,A, 20,H,  3,    81.0,     179.510,            5.800,              5.80,
198,1208,A, 20,H,  3,    84.0,     179.540,            5.600,              5.60,
198,1208,A, 20,H,  3,    87.0,     179.570,            5.400,              5.40,
198,1208,A, 20,H,  3,    90.0,     179.600,            5.200,              5.20,
198,1208,A, 20,H,  3,    93.0,     179.630,            4.600,              4.60,
