age_ka,d18O,MgCa,temp,temp_min1,temp_plus1,temp_min2,temp_plus2,salinity,sal_min1,sal_plus1,sal_min2,sal_plus2,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2
2693.5,3.68,0.97209,5.3191,3.2199,7.1046,0.38295,8.4201,38.814,37.274,40.061,35.101,41.128,1.5997,1.184,1.9364,0.59715,2.2246
2708.4,3.96,0.79899,5.4509,3.4371,7.1786,0.74128,8.4908,38.576,37,39.93,34.94,40.987,1.5355,1.1101,1.9012,0.55369,2.1865
2719.3,4.18,0.76917,4.7302,2.5586,6.5072,-0.94501,7.9823,38.304,36.568,39.657,33.961,40.814,1.4621,0.99333,1.8273,0.28949,2.1397
2731.1,3.58,0.85932,6.2959,4.2778,7.9188,1.5754,9.2331,39.106,37.592,40.297,35.544,41.246,1.6786,1.2698,2.0002,0.71689,2.2564
2802.3,3.84,0.86309,6.6643,4.7622,8.0624,2.2341,9.2683,39.182,37.647,40.328,35.638,41.224,1.6992,1.2846,2.0086,0.7422,2.2505
2802.3,3.84,0.86533,7.2554,5.4895,8.5681,3.179,9.7182,39.398,38.067,40.5,36.245,41.363,1.7575,1.3982,2.055,0.90613,2.2879
2809.6,3.91,0.82187,6.1382,4.2153,7.7642,1.6647,9.0806,39.155,37.691,40.345,35.942,41.28,1.6918,1.2965,2.0131,0.82423,2.2657
2820.5,3.54,0.93218,5.9326,3.9904,7.41,1.575,8.6775,39.139,37.691,40.311,35.844,41.301,1.6876,1.2965,2.004,0.79782,2.2713
2831.4,3.59,0.88805,5.9777,4.0016,7.4339,1.6174,8.7495,39.274,37.786,40.392,35.925,41.42,1.7239,1.3223,2.0259,0.81978,2.3034
2839.2,3.66,0.8091,,,,,,,,,,,,,,,
2839.2,3.66,0.80927,,,,,,,,,,,,,,,
3067.8,3.48,0.99562,,,,,,,,,,,,,,,
3078.9,3.47,1.0121,,,,,,,,,,,,,,,
3088.7,3.4,1.10695,,,,,,,,,,,,,,,
3109,3.6,0.92915,,,,,,,,,,,,,,,
3109,3.6,0.93647,,,,,,,,,,,,,,,
3118.7,3.65,0.9755,,,,,,,,,,,,,,,
