,mcd_x,age_ka,MgCa_raw,MgCa_adj,spec,BWT,MgCa_merged,mcd_y,d18O,d13C
738,12764.0,2997,1.8,,C. wuellerstorfi,4.27,1.8,132.8,2.97,0.51
739,12764.0,2997,1.74,1.58,O. umbonatus,2.8,1.58,132.8,2.97,0.51
740,12780.0,3000,1.95,1.79,O. umbonatus,4.2,1.79,132.95,3.14,0.51
741,12795.0,3005,1.79,,C. wuellerstorfi,4.2,1.79,,,
742,12795.0,3005,2.2,2.04,O. umbonatus,5.87,2.04,,,
743,12810.0,3009,1.9,,C. wuellerstorfi,4.93,1.9,133.32,2.71,0.77
744,12810.0,3009,1.75,1.59,O. umbonatus,2.87,1.59,133.32,2.71,0.77
745,12826.0,3013,1.88,,C. wuellerstorfi,4.8,1.88,,,
746,12826.0,3013,1.53,1.37,O. umbonatus,1.4,1.37,,,
747,12855.0,3023,1.56,,C. wuellerstorfi,2.67,1.56,,,
748,12869.0,3026,1.58,,C. wuellerstorfi,2.8,1.58,,,
749,12869.0,3026,1.93,1.77,O. umbonatus,4.07,1.77,,,
750,12883.0,3030,1.81,,C. wuellerstorfi,4.33,1.81,,,
751,12914.0,3038,1.72,,C. wuellerstorfi,3.73,1.72,,,
752,12932.0,3043,1.86,,C. wuellerstorfi,4.67,1.86,,,
753,12946.0,3045,1.57,,C. wuellerstorfi,2.73,1.57,,,
754,12946.0,3045,1.85,1.69,O. umbonatus,3.53,1.69,,,
755,12960.0,3049,1.59,,C. wuellerstorfi,2.87,1.59,,,
756,12960.0,3049,1.94,1.78,O. umbonatus,4.13,1.78,,,
757,12977.0,3053,1.93,,C. wuellerstorfi,5.13,1.93,135.18,2.62,1.0
758,12977.0,3053,1.67,1.51,O. umbonatus,2.33,1.51,135.18,2.62,1.0
759,12989.0,3056,2.01,,C. wuellerstorfi,5.67,2.01,,,
760,13007.0,3059,1.71,,C. wuellerstorfi,3.67,1.71,,,
761,13020.0,3063,1.69,,C. wuellerstorfi,3.53,1.69,,,
762,13036.0,3065,1.9,,C. wuellerstorfi,4.93,1.9,,,
763,13036.0,3065,1.94,1.78,O. umbonatus,4.13,1.78,,,
764,13051.0,3070,1.91,,C. wuellerstorfi,5.0,1.91,,,
765,13066.0,3073,1.91,1.75,O. umbonatus,3.93,1.75,,,
766,13085.0,3080,1.87,,C. wuellerstorfi,4.73,1.87,136.32,2.66,0.82
767,13085.0,3080,2.15,1.99,O. umbonatus,5.53,1.99,136.32,2.66,0.82
768,13111.0,3086,2.13,1.97,O. umbonatus,5.4,1.97,136.57,2.71,0.94
769,13126.0,3088,1.93,,C. wuellerstorfi,5.13,1.93,,,
770,13146.0,3093,1.84,,C. wuellerstorfi,4.53,1.84,136.85,2.72,0.77
771,13146.0,3093,1.98,1.82,O. umbonatus,4.4,1.82,136.85,2.72,0.77
772,13188.0,3106,2.08,,C. wuellerstorfi,6.13,2.08,,,
773,13294.0,3146,1.81,,C. wuellerstorfi,4.33,1.81,,,
774,13294.0,3146,1.74,1.58,O. umbonatus,2.8,1.58,,,
775,13299.0,3146,1.86,,C. wuellerstorfi,4.67,1.86,,,
776,13299.0,3146,2.35,2.19,O. umbonatus,6.87,2.19,,,
777,13312.0,3149,2.0,,C. wuellerstorfi,5.6,2.0,,,
778,13312.0,3149,2.33,2.17,O. umbonatus,6.73,2.17,,,
779,13335.0,3153,2.26,2.1,O. umbonatus,6.27,2.1,,,
780,13351.0,3155,1.86,,C. wuellerstorfi,4.67,1.86,,,
781,13351.0,3155,1.92,1.76,O. umbonatus,4.0,1.76,,,
782,,2001,,,,,,89.31,3.89,0.57
783,,2004,,,,,,89.44,3.74,0.7
784,,2013,,,,,,89.89,3.16,0.98
785,,2027,,,,,,90.62,4.36,0.33
786,,2032,,,,,,90.92,4.13,0.01
787,,2038,,,,,,91.22,3.86,0.42
788,,2041,,,,,,91.39,3.84,0.76
789,,2047,,,,,,91.69,3.59,0.87
790,,2049,,,,,,91.81,3.43,0.85
791,,2051,,,,,,91.94,3.39,1.03
792,,2054,,,,,,92.11,3.59,0.77
793,,2056,,,,,,92.25,3.59,0.96
794,,2059,,,,,,92.41,3.62,0.87
795,,2062,,,,,,92.55,3.75,0.64
796,,2064,,,,,,92.7,3.72,0.51
797,,2067,,,,,,92.84,3.38,0.89
798,,2076,,,,,,93.33,3.54,0.64
799,,2082,,,,,,93.58,3.39,0.78
800,,2091,,,,,,94.0,3.18,0.58
801,,2106,,,,,,94.45,4.12,0.3
802,,2110,,,,,,94.61,3.7,0.59
803,,2117,,,,,,94.83,3.72,0.76
804,,2119,,,,,,94.91,3.56,0.58
805,,2124,,,,,,95.08,3.31,1.13
806,,2127,,,,,,95.2,3.25,0.95
807,,2138,,,,,,95.66,3.15,0.81
808,,2141,,,,,,95.81,3.21,0.75
809,,2144,,,,,,95.95,3.58,0.64
810,,2147,,,,,,96.11,3.56,0.64
811,,2152,,,,,,96.33,3.99,0.49
812,,2154,,,,,,96.42,3.89,0.43
813,,2158,,,,,,96.58,3.86,0.66
814,,2169,,,,,,97.0,3.39,0.8
815,,2173,,,,,,97.16,3.31,0.99
816,,2177,,,,,,97.31,3.24,0.86
817,,2181,,,,,,97.45,3.4,0.7
818,,2184,,,,,,97.61,3.51,0.77
819,,2189,,,,,,97.83,3.64,0.6
820,,2191,,,,,,97.91,3.64,0.66
821,,2198,,,,,,98.2,3.77,0.72
822,,2201,,,,,,98.36,3.46,0.48
823,,2207,,,,,,98.66,3.53,0.51
824,,2213,,,,,,98.95,3.32,0.83
825,,2221,,,,,,99.33,3.14,0.71
826,,2229,,,,,,99.58,3.5,0.69
827,,2238,,,,,,99.86,3.82,0.77
828,,2249,,,,,,100.31,3.71,0.42
829,,2252,,,,,,100.45,3.52,0.89
830,,2256,,,,,,100.61,3.22,1.0
831,,2260,,,,,,100.83,3.27,1.3
832,,2264,,,,,,101.08,3.37,1.25
833,,2267,,,,,,101.2,3.41,1.02
834,,2270,,,,,,101.36,3.65,0.84
835,,2275,,,,,,101.66,3.77,1.17
836,,2291,,,,,,102.39,3.55,0.9
837,,2291,,,,,,102.39,3.69,0.91
838,,2292,,,,,,102.48,3.28,1.15
839,,2298,,,,,,102.78,3.34,1.03
840,,2301,,,,,,102.94,3.4,0.82
841,,2306,,,,,,103.23,3.38,1.03
842,,2308,,,,,,103.34,3.53,1.06
843,,2310,,,,,,103.5,3.75,0.77
844,,2313,,,,,,103.72,4.19,0.37
845,,2315,,,,,,103.8,4.38,0.64
846,,2317,,,,,,103.97,4.16,0.57
847,,2319,,,,,,104.09,4.2,0.5
848,,2324,,,,,,104.39,3.93,0.75
849,,2326,,,,,,104.55,3.74,0.47
850,,2331,,,,,,104.84,3.71,0.89
851,,2338,,,,,,105.22,3.26,1.05
852,,2340,,,,,,105.3,3.23,1.07
853,,2350,,,,,,105.75,3.48,0.92
854,,2358,,,,,,106.05,4.13,0.2
855,,2362,,,,,,106.19,4.15,-0.13
856,,2368,,,,,,106.5,4.03,0.55
857,,2372,,,,,,106.72,3.71,0.92
858,,2378,,,,,,107.08,3.45,0.92
859,,2382,,,,,,107.25,3.28,0.78
860,,2389,,,,,,107.39,3.91,0.68
861,,2401,,,,,,107.69,4.42,-0.15
862,,2404,,,,,,107.84,4.31,0.03
863,,2406,,,,,,107.97,4.3,-0.16
864,,2410,,,,,,108.22,4.08,0.53
865,,2411,,,,,,108.3,4.16,0.56
866,,2414,,,,,,108.47,3.79,0.72
867,,2416,,,,,,108.58,3.56,0.9
868,,2420,,,,,,108.75,3.35,1.18
869,,2439,,,,,,109.72,3.51,1.05
870,,2442,,,,,,109.8,3.61,0.99
871,,2448,,,,,,109.97,3.37,0.99
872,,2452,,,,,,110.09,3.28,0.94
873,,2456,,,,,,110.25,3.35,1.0
874,,2463,,,,,,110.55,3.23,1.06
875,,2467,,,,,,110.69,3.33,1.05
876,,2474,,,,,,111.0,3.59,0.94
877,,2478,,,,,,111.22,3.61,0.33
878,,2482,,,,,,111.47,3.8,0.64
879,,2484,,,,,,111.59,3.77,0.59
880,,2488,,,,,,111.89,3.65,1.03
881,,2496,,,,,,112.25,3.26,1.1
882,,2500,,,,,,112.39,3.05,0.96
883,,2505,,,,,,112.56,3.34,1.02
884,,2510,,,,,,112.69,3.38,0.91
885,,2515,,,,,,112.86,3.65,0.93
886,,2536,,,,,,113.59,3.36,0.92
887,,2540,,,,,,113.75,3.12,1.06
888,,2549,,,,,,114.19,3.13,0.88
889,,2552,,,,,,114.33,3.37,0.99
890,,2565,,,,,,114.78,3.96,0.8
891,,2583,,,,,,115.31,3.62,0.84
892,,2594,,,,,,115.69,3.95,0.41
893,,2597,,,,,,115.83,3.97,0.56
894,,2601,,,,,,116.14,4.1,0.42
895,,2604,,,,,,116.44,4.13,0.72
896,,2606,,,,,,116.58,3.46,0.54
897,,2609,,,,,,116.89,3.42,0.97
898,,2612,,,,,,117.19,3.27,0.49
899,,2614,,,,,,117.33,3.23,0.66
900,,2625,,,,,,117.78,3.16,1.02
901,,2634,,,,,,117.94,3.32,0.88
902,,2645,,,,,,118.08,4.0,0.8
903,,2657,,,,,,118.36,3.33,0.95
904,,2663,,,,,,118.56,3.21,1.08
905,,2671,,,,,,118.83,3.33,1.09
906,,2677,,,,,,119.14,3.41,0.75
907,,2679,,,,,,119.28,3.59,1.0
908,,2682,,,,,,119.44,3.71,0.7
909,,2685,,,,,,119.58,3.76,0.65
910,,2690,,,,,,119.89,3.61,0.93
911,,2693,,,,,,120.06,3.41,1.13
912,,2696,,,,,,120.19,3.3,1.13
913,,2704,,,,,,120.48,3.12,1.19
914,,2708,,,,,,120.64,3.12,0.93
915,,2721,,,,,,121.06,3.43,1.1
916,,2730,,,,,,121.31,3.53,1.0
917,,2733,,,,,,121.39,3.17,0.79
918,,2739,,,,,,121.56,3.32,1.03
919,,2743,,,,,,121.69,3.05,0.87
920,,2748,,,,,,121.83,3.18,1.0
921,,2753,,,,,,121.98,3.07,0.95
922,,2756,,,,,,122.14,3.38,1.17
923,,2763,,,,,,122.44,3.25,1.08
924,,2764,,,,,,122.48,3.23,0.74
925,,2778,,,,,,123.09,2.97,0.49
926,,2788,,,,,,123.57,3.01,1.06
927,,2790,,,,,,123.65,3.11,0.95
928,,2794,,,,,,123.82,3.14,0.68
929,,2797,,,,,,123.95,3.38,0.87
930,,2803,,,,,,124.25,3.35,0.79
931,,2807,,,,,,124.4,3.4,0.57
932,,2810,,,,,,124.55,2.83,0.8
933,,2813,,,,,,124.7,3.53,0.34
934,,2822,,,,,,125.07,2.99,0.88
935,,2823,,,,,,125.13,3.03,0.86
936,,2827,,,,,,125.32,2.85,0.98
937,,2830,,,,,,125.45,2.8,0.82
938,,2833,,,,,,125.6,2.81,0.84
939,,2837,,,,,,125.75,2.85,0.93
940,,2840,,,,,,125.9,3.0,1.06
941,,2843,,,,,,126.05,2.93,0.77
942,,2850,,,,,,126.33,3.32,0.86
943,,2855,,,,,,126.57,3.39,0.81
944,,2857,,,,,,126.65,3.31,0.66
945,,2863,,,,,,126.95,3.24,0.75
946,,2870,,,,,,127.25,2.98,0.96
947,,2873,,,,,,127.4,3.24,0.73
948,,2880,,,,,,127.7,3.22,0.79
949,,2883,,,,,,127.85,3.08,0.93
950,,2877,,,,,,127.97,3.17,0.69
951,,2888,,,,,,128.07,3.25,0.77
952,,2890,,,,,,128.15,3.23,0.73
953,,2894,,,,,,128.32,3.39,0.64
954,,2896,,,,,,128.43,3.24,0.59
955,,2900,,,,,,128.6,3.3,0.54
956,,2903,,,,,,128.75,3.19,0.71
957,,2907,,,,,,128.9,2.85,0.75
958,,2913,,,,,,129.2,2.98,0.7
959,,2917,,,,,,129.35,3.42,0.72
960,,2924,,,,,,129.65,3.23,0.62
961,,2925,,,,,,129.73,2.9,0.85
962,,2934,,,,,,130.1,2.7,0.79
963,,2937,,,,,,130.23,2.64,0.81
964,,2948,,,,,,130.7,3.0,0.81
965,,2951,,,,,,130.83,2.83,0.82
966,,2958,,,,,,131.15,2.99,0.83
967,,2965,,,,,,131.43,3.01,0.66
968,,2972,,,,,,131.75,3.07,0.97
969,,2980,,,,,,132.07,3.02,0.71
970,,2983,,,,,,132.2,3.07,0.76
971,,3004,,,,,,133.1,2.83,0.79
972,,3015,,,,,,133.57,2.77,0.81
973,,3018,,,,,,133.7,2.82,0.72
974,,3022,,,,,,133.85,2.85,0.87
975,,3029,,,,,,134.15,2.89,0.96
976,,3032,,,,,,134.3,2.88,0.87
977,,3036,,,,,,134.45,2.93,1.0
978,,3039,,,,,,134.6,3.07,0.67
979,,3044,,,,,,134.82,2.66,1.05
980,,3046,,,,,,134.88,2.69,1.08
981,,3050,,,,,,135.07,2.77,1.06
982,,3057,,,,,,135.35,2.75,1.01
983,,3060,,,,,,135.48,2.57,1.01
984,,3064,,,,,,135.65,2.67,1.07
985,,3067,,,,,,135.8,2.71,1.01
986,,3074,,,,,,136.1,2.88,1.01
987,,3082,,,,,,136.43,2.83,0.94
988,,3089,,,,,,136.7,2.75,0.75
989,,3097,,,,,,137.0,2.87,0.91
