,Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Length (cm),Volume (cm3),Request number,Sample name,Location,Comments,Label identifier,age_ka
42,198,1209,A,4,H,5,W,122,124,34.42,34.44,34.228,34.248,2,10,75098IODP,FORD,GCR,,198-1209A-4H-5-W 122/124-FORD,2383.94
43,198,1209,A,4,H,5,W,130,132,34.5,34.52,34.306,34.326,2,10,75098IODP,FORD,GCR,,198-1209A-4H-5-W 130/132-FORD,2389.52
44,198,1209,A,4,H,5,W,142,144,34.62,34.64,34.423,34.443,2,10,75098IODP,FORD,GCR,,198-1209A-4H-5-W 142/144-FORD,2397.3175
45,198,1209,A,4,H,6,W,2,4,34.72,34.74,34.52,34.54,2,10,75098IODP,FORD,GCR,,198-1209A-4H-6-W 2/4-FORD,2404.2
46,198,1209,A,4,H,6,W,10,12,34.8,34.82,34.598,34.618,2,10,75098IODP,FORD,GCR,,198-1209A-4H-6-W 10/12-FORD,2409.426
47,198,1209,A,4,H,6,W,20,22,34.9,34.92,34.696,34.715,2,10,75098IODP,FORD,GCR,,198-1209A-4H-6-W 20/22-FORD,2415.612
48,198,1209,B,5,H,1,W,130,132,34.9,34.92,34.836,34.855,2,10,75098IODP,FORD,GCR,,198-1209B-5H-1-W 130/132-FORD,2423.9719999999998
49,198,1209,B,5,H,1,W,140,142,35.0,35.02,34.931,34.95,2,10,75098IODP,FORD,GCR,,198-1209B-5H-1-W 140/142-FORD,2430.2599999999998
50,198,1209,B,5,H,2,W,2,4,35.12,35.14,35.045,35.064,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 2/4-FORD,2437.25
51,198,1209,B,5,H,2,W,10,12,35.2,35.22,35.121,35.14,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 10/12-FORD,2442.0510000000004
52,198,1209,B,5,H,2,W,20,22,35.3,35.32,35.216,35.235,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 20/22-FORD,2446.896
53,198,1209,B,5,H,2,W,32,34,35.42,35.44,35.33,35.349,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 32/34-FORD,2454.42
54,198,1209,B,5,H,2,W,40,42,35.5,35.52,35.407,35.426,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 40/42-FORD,2462.2739999999994
55,198,1209,B,5,H,2,W,50,52,35.6,35.62,35.502,35.521,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 50/52-FORD,2471.226
56,198,1209,B,5,H,2,W,60,62,35.7,35.72,35.597,35.616,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 60/62-FORD,2478.906
57,198,1209,B,5,H,2,W,70,72,35.8,35.82,35.692,35.711,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 70/72-FORD,2487.1249999999995
58,198,1209,B,5,H,2,W,80,82,35.9,35.92,35.787,35.806,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 80/82-FORD,2493.04
59,198,1209,B,5,H,2,W,92,94,36.02,36.04,35.901,35.92,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 92/94-FORD,2498.545
60,198,1209,B,5,H,2,W,100,102,36.1,36.12,35.977,35.996,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 100/102-FORD,2501.3
61,198,1209,B,5,H,2,W,110,112,36.2,36.22,36.072,36.091,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 110/112-FORD,2504.612
62,198,1209,B,5,H,2,W,122,124,36.32,36.34,36.187,36.206,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 122/124-FORD,2508.311
63,198,1209,B,5,H,2,W,130,132,36.4,36.42,36.263,36.282,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 130/132-FORD,2510.948
64,198,1209,B,5,H,2,W,139,141,36.49,36.51,36.348,36.367,2,10,75098IODP,FORD,GCR,,198-1209B-5H-2-W 139/141-FORD,2514.5688888888885
65,198,1209,B,5,H,3,W,2,4,36.62,36.64,36.472,36.491,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 2/4-FORD,2523.561538461539
66,198,1209,B,5,H,3,W,10,12,36.7,36.72,36.548,36.567,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 10/12-FORD,2530.7400000000002
67,198,1209,B,5,H,3,W,20,22,36.8,36.82,36.643,36.662,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 20/22-FORD,2536.9652941176473
68,198,1209,B,5,H,3,W,30,32,36.9,36.92,36.738,36.757,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 30/32-FORD,2541.8270588235296
69,198,1209,B,5,H,3,W,40,42,37.0,37.02,36.834,36.853,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 40/42-FORD,2546.6433333333334
70,198,1209,B,5,H,3,W,50,52,37.1,37.12,36.929,36.948,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 50/52-FORD,2551.1780000000003
71,198,1209,B,5,H,3,W,60,62,37.2,37.22,37.024,37.043,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 60/62-FORD,2555.168
72,198,1209,B,5,H,3,W,69,71,37.29,37.31,37.109,37.128,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 69/71-FORD,2558.738
73,198,1209,B,5,H,3,W,80,82,37.4,37.42,37.214,37.233,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 80/82-FORD,2562.7345454545452
74,198,1209,B,5,H,3,W,92,94,37.52,37.54,37.328,37.347,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 92/94-FORD,2566.6200000000003
75,198,1209,B,5,H,3,W,100,102,37.6,37.62,37.404,37.423,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 100/102-FORD,2569.6600000000003
76,198,1209,B,5,H,3,W,110,112,37.7,37.72,37.499,37.518,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 110/112-FORD,2574.013
77,198,1209,B,5,H,3,W,122,124,37.82,37.84,37.614,37.633,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 122/124-FORD,2580.452
78,198,1209,B,5,H,3,W,130,132,37.9,37.92,37.69,37.709,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 130/132-FORD,2585.77
79,198,1209,B,5,H,3,W,142,144,38.02,38.04,37.804,37.823,2,10,75098IODP,FORD,GCR,,198-1209B-5H-3-W 142/144-FORD,2593.5280000000002
80,198,1209,B,5,H,4,W,2,4,38.12,38.14,37.899,37.918,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 2/4-FORD,2598.471
81,198,1209,B,5,H,4,W,10,12,38.2,38.22,37.975,37.994,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 10/12-FORD,2602.195
82,198,1209,B,5,H,4,W,20,22,38.3,38.32,38.07,38.089,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 20/22-FORD,2607.05
83,198,1209,B,5,H,4,W,32,34,38.42,38.44,38.184,38.203,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 32/34-FORD,2614.116
84,198,1209,B,5,H,4,W,40,42,38.5,38.52,38.26,38.279,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 40/42-FORD,2619.16
85,198,1209,B,5,H,4,W,50,52,38.6,38.62,38.355,38.374,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 50/52-FORD,2625.0299999999997
86,198,1209,B,5,H,4,W,62,64,38.72,38.74,38.469,38.488,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 62/64-FORD,2630.858
87,198,1209,B,5,H,4,W,70,72,38.8,38.82,38.545,38.565,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 70/72-FORD,2634.15
88,198,1209,B,5,H,4,W,80,82,38.9,38.92,38.641,38.66,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 80/82-FORD,2638.1400000000003
89,198,1209,B,5,H,4,W,92,94,39.02,39.04,38.755,38.774,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 92/94-FORD,2642.275
90,198,1209,B,5,H,4,W,100,102,39.1,39.12,38.831,38.85,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 100/102-FORD,2645.1960000000004
91,198,1209,B,5,H,4,W,110,112,39.2,39.22,38.926,38.945,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 110/112-FORD,2648.616
92,198,1209,B,5,H,4,W,122,124,39.32,39.34,39.04,39.059,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 122/124-FORD,2653.2799999999997
93,198,1209,B,5,H,4,W,130,132,39.4,39.42,39.116,39.135,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 130/132-FORD,2656.854
94,198,1209,B,5,H,4,W,142,144,39.52,39.54,39.23,39.249,2,10,75098IODP,FORD,GCR,,198-1209B-5H-4-W 142/144-FORD,2662.0199999999995
95,198,1209,B,5,H,5,W,2,4,39.62,39.64,39.325,39.344,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 2/4-FORD,2666.2850000000003
96,198,1209,B,5,H,5,W,10,12,39.7,39.72,39.401,39.42,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 10/12-FORD,2670.074
97,198,1209,B,5,H,5,W,20,22,39.8,39.82,39.496,39.515,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 20/22-FORD,2674.962
98,198,1209,B,5,H,5,W,32,34,39.92,39.94,39.61,39.629,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 32/34-FORD,2679.3399999999997
99,198,1209,B,5,H,5,W,40,42,40.0,40.02,39.687,39.706,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 40/42-FORD,2682.48
100,198,1209,B,5,H,5,W,50,52,40.1,40.12,39.782,39.801,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 50/52-FORD,2685.672
101,198,1209,B,5,H,5,W,62,64,40.22,40.24,39.896,39.915,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 62/64-FORD,2689.284
102,198,1209,B,5,H,5,W,70,72,40.3,40.32,39.972,39.991,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 70/72-FORD,2691.8680000000004
103,198,1209,B,5,H,5,W,80,82,40.4,40.42,40.067,40.086,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 80/82-FORD,2695.192
104,198,1209,B,5,H,5,W,92,94,40.52,40.54,40.181,40.2,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 92/94-FORD,2699.103333333333
105,198,1209,A,5,H,3,W,70,72,40.4,40.42,40.247,40.266,2,10,75098IODP,FORD,GCR,,198-1209A-5H-3-W 70/72-FORD,2701.75
106,198,1209,B,5,H,5,W,100,102,40.6,40.62,40.257,40.276,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 100/102-FORD,2702.25
107,198,1209,A,5,H,3,W,80,82,40.5,40.52,40.343,40.362,2,10,75098IODP,FORD,GCR,,198-1209A-5H-3-W 80/82-FORD,2706.87
108,198,1209,B,5,H,5,W,110,112,40.7,40.72,40.352,40.371,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 110/112-FORD,2707.3799999999997
109,198,1209,B,5,H,5,W,120,122,40.8,40.82,40.448,40.467,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 120/122-FORD,2712.612
110,198,1209,A,5,H,3,W,92,94,40.62,40.64,40.458,40.477,2,10,75098IODP,FORD,GCR,,198-1209A-5H-3-W 92/94-FORD,2713.152
111,198,1209,A,5,H,3,W,100,102,40.7,40.72,40.535,40.554,2,10,75098IODP,FORD,GCR,,198-1209A-5H-3-W 100/102-FORD,2717.375
112,198,1209,B,5,H,5,W,130,132,40.9,40.92,40.543,40.562,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 130/132-FORD,2717.815
113,198,1209,A,5,H,3,W,110,112,40.8,40.82,40.631,40.65,2,10,75098IODP,FORD,GCR,,198-1209A-5H-3-W 110/112-FORD,2723.038
114,198,1209,B,5,H,5,W,140,142,41.0,41.02,40.638,40.657,2,10,75098IODP,FORD,GCR,,198-1209B-5H-5-W 140/142-FORD,2723.444
115,198,1209,A,5,H,3,W,122,124,40.92,40.94,40.746,40.765,2,10,75098IODP,FORD,GCR,,198-1209A-5H-3-W 122/124-FORD,2729.708
116,198,1209,A,5,H,3,W,129,131,40.99,41.01,40.813,40.832,2,10,75098IODP,FORD,GCR,,198-1209A-5H-3-W 129/131-FORD,2733.293
117,198,1209,A,5,H,3,W,142,144,41.12,41.14,40.937,40.957,2,10,75098IODP,FORD,GCR,,198-1209A-5H-3-W 142/144-FORD,2740.778333333333
118,198,1209,A,5,H,4,W,3,5,41.23,41.25,41.043,41.062,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 3/5-FORD,2748.0216666666665
119,198,1209,A,5,H,4,W,10,12,41.3,41.32,41.11,41.129,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 10/12-FORD,2752.6
120,198,1209,A,5,H,4,W,20,22,41.4,41.42,41.206,41.225,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 20/22-FORD,2758.9320000000002
121,198,1209,A,5,H,4,W,34,36,41.54,41.56,41.34,41.359,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 34/36-FORD,2766.2100000000005
122,198,1209,A,5,H,4,W,40,42,41.6,41.62,41.397,41.417,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 40/42-FORD,2769.069
123,198,1209,A,5,H,4,W,50,52,41.7,41.72,41.493,41.513,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 50/52-FORD,2773.742
124,198,1209,A,5,H,4,W,60,62,41.8,41.82,41.589,41.608,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 60/62-FORD,2778.569
125,198,1209,A,5,H,4,W,70,72,41.9,41.92,41.685,41.704,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 70/72-FORD,2783.63
126,198,1209,A,5,H,4,W,80,82,42.0,42.02,41.781,41.8,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 80/82-FORD,2789.336
127,198,1209,A,5,H,4,W,90,92,42.1,42.12,41.877,41.896,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 90/92-FORD,2796.0690000000004
128,198,1209,A,5,H,4,W,100,102,42.2,42.22,41.973,41.992,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 100/102-FORD,2802.5190000000002
129,198,1209,A,5,H,4,W,110,112,42.3,42.32,42.069,42.088,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 110/112-FORD,2809.527
130,198,1209,A,5,H,4,W,121,123,42.41,42.43,42.174,42.193,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 121/123-FORD,2815.796
131,198,1209,A,5,H,4,W,130,132,42.5,42.52,42.26,42.279,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 130/132-FORD,2820.0099999999998
132,198,1209,A,5,H,4,W,140,142,42.6,42.62,42.356,42.375,2,10,75098IODP,FORD,GCR,,198-1209A-5H-4-W 140/142-FORD,2823.94
133,198,1209,A,5,H,5,W,2,4,42.72,42.74,42.471,42.49,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 2/4-FORD,2828.133
134,198,1209,A,5,H,5,W,10,12,42.8,42.82,42.548,42.567,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 10/12-FORD,2830.674
135,198,1209,A,5,H,5,W,20,22,42.9,42.92,42.644,42.663,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 20/22-FORD,2834.212
136,198,1209,A,5,H,5,W,30,32,43.0,43.02,42.74,42.759,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 30/32-FORD,2838.0
137,198,1209,A,5,H,5,W,40,42,43.1,43.12,42.835,42.855,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 40/42-FORD,2841.7999999999997
138,198,1209,A,5,H,5,W,49,51,43.19,43.21,42.922,42.941,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 49/51-FORD,2845.384
139,198,1209,A,5,H,5,W,63,65,43.33,43.35,43.056,43.075,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 63/65-FORD,2851.098
140,198,1209,A,5,H,5,W,70,72,43.4,43.42,43.123,43.142,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 70/72-FORD,2854.138
141,198,1209,A,5,H,5,W,80,82,43.5,43.52,43.219,43.238,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 80/82-FORD,2858.162
142,198,1209,B,6,H,1,W,20,22,43.3,43.32,43.288,43.306,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 20/22-FORD,2860.845714285714
143,198,1209,A,5,H,5,W,90,92,43.6,43.62,43.315,43.334,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 90/92-FORD,2861.9642857142853
144,198,1209,B,6,H,1,W,32,34,43.42,43.44,43.4,43.419,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 32/34-FORD,2865.71
145,198,1209,A,5,H,5,W,100,102,43.7,43.72,43.411,43.43,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 100/102-FORD,2866.2270000000003
146,198,1209,B,6,H,1,W,40,42,43.5,43.52,43.475,43.494,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 40/42-FORD,2869.225
147,198,1209,A,5,H,5,W,110,112,43.8,43.82,43.507,43.526,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 110/112-FORD,2870.665
148,198,1209,B,6,H,1,W,50,52,43.6,43.62,43.569,43.588,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 50/52-FORD,2873.455
149,198,1209,A,5,H,5,W,122,124,43.92,43.94,43.622,43.641,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 122/124-FORD,2876.188
150,198,1209,B,6,H,1,W,62,64,43.72,43.74,43.682,43.7,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 62/64-FORD,2878.8880000000004
151,198,1209,A,5,H,5,W,132,134,44.02,44.04,43.717,43.737,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 132/134-FORD,2880.6029999999996
152,198,1209,B,6,H,1,W,69,71,43.79,43.81,43.747,43.766,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 69/71-FORD,2882.073
153,198,1209,A,5,H,5,W,142,144,44.12,44.14,43.813,43.833,2,10,75098IODP,FORD,GCR,,198-1209A-5H-5-W 142/144-FORD,2885.221
154,198,1209,B,6,H,1,W,80,82,43.9,43.92,43.85,43.869,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 80/82-FORD,2886.96
155,198,1209,A,5,H,6,W,2,4,44.22,44.24,43.909,43.928,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 2/4-FORD,2890.006
156,198,1209,B,6,H,1,W,92,94,44.02,44.04,43.963,43.982,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 92/94-FORD,2892.836
157,198,1209,A,5,H,6,W,10,12,44.3,44.32,43.986,44.005,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 10/12-FORD,2893.9753846153844
158,198,1209,B,6,H,1,W,100,102,44.1,44.12,44.038,44.057,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 100/102-FORD,2896.4953846153844
159,198,1209,A,5,H,6,W,20,22,44.4,44.42,44.082,44.101,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 20/22-FORD,2898.627692307692
160,198,1209,B,6,H,1,W,110,112,44.2,44.22,44.132,44.151,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 110/112-FORD,2900.825714285714
161,198,1209,A,5,H,6,W,32,34,44.52,44.54,44.197,44.216,2,10,75098IODP,FORD,GCR,,198-1209A-5H-6-W 32/34-FORD,2903.75
162,198,1209,B,6,H,1,W,122,124,44.32,44.34,44.244,44.263,2,10,75098IODP,FORD,GCR,,198-1209B-6H-1-W 122/124-FORD,2906.025
