age_ka,d18O_sw,d18O_min1,d18O_plus1,d18O_min2,d18O_plus2,salinity,sal_min1,sal_plus1,sal_min2,sal_plus2,temp,temp_min1,temp_plus1,temp_min2,temp_plus2
2425.999533,0.928099066,0.463583291,1.284265566,-0.026230791,1.585847411,36.32629284,34.60586404,37.64542802,32.79173781,38.76239782,2.595288772,0.616545881,4.53748879,-1.547628226,5.771255217
2439.998271,0.933420816,0.549464079,1.237129164,0.062464407,1.54037061,36.34600302,34.92394103,37.47084876,33.12023855,38.59396522,2.047575123,0.136323738,4.007411348,-1.907614037,5.592969007
2445.99817,0.828095125,0.44357203,1.13954175,0.01056549,1.354833079,35.95590787,34.53174826,37.10941389,32.92802033,37.90678918,1.419503532,-0.331788019,2.771325076,-2.241963999,3.806098492
2448.998199,0.533262229,0.148626578,0.910623715,-0.238808812,1.26277823,34.86393418,33.43935769,36.26156932,32.00441181,37.5658453,1.92399479,0.322076945,3.320141754,-1.527862916,4.387430719
2455.997895,0.459973753,0.143364758,0.717913872,-0.248026334,0.964520627,34.59249538,33.41986947,35.54782915,31.97027284,36.46118751,2.533670413,1.07752254,3.701196548,-0.619302069,4.738879758
2463.998689,0.458259898,0.13856879,0.728743559,-0.239022832,0.964129101,34.58614777,33.40210663,35.58793911,32.00361914,36.45973741,2.537832038,1.132156544,3.713701881,-0.684920552,4.706813191
2470.999069,0.66058705,0.300930514,0.995156808,-0.092343566,1.281590089,35.33550759,34.00344635,36.57465484,32.54687568,37.63551885,2.051266906,0.560535933,3.335190802,-1.1340163,4.389286345
2481.99889,0.436610257,0.066572135,0.799761593,-0.326571966,1.155185861,34.50596391,33.13545235,35.85096886,31.67936309,37.16735504,2.202038156,0.764937894,3.451526304,-1.007783122,4.494025736
2495.999767,0.320049235,-0.022805098,0.628760377,-0.394598222,0.903913604,34.07425643,32.80442556,35.21763103,31.42741399,36.23671705,2.31419679,0.832645691,3.561148471,-0.95718526,4.599575265
2501.000079,0.506320276,0.135946242,0.836914105,-0.258799988,1.10633634,34.76414917,33.39239349,35.98857076,31.93037041,36.98643089,2.780471522,1.339907065,4.04494377,-0.20604659,5.057039022
2505.000131,0.799955662,0.473332277,1.096817919,0.119179969,1.33681306,35.85168764,34.6419714,36.95117748,33.33029618,37.84004837,2.481329643,1.015492079,3.76306233,-0.72628451,4.802782422
2508.999896,1.115637266,0.740743729,1.431943374,0.384649038,1.726264511,37.02087876,35.63238418,38.19238286,34.31351496,39.28246115,2.344698708,0.865203522,3.483952289,-0.822168398,4.587250132
2520.000547,0.10075876,-0.313218607,0.961304111,-0.784913363,1.539886298,33.26206948,31.72881997,36.44927449,29.98180236,38.59217147,1.406198496,-0.298313424,2.885178206,-2.507948246,4.110879552
2550.001998,0.007074952,-0.374135987,0.350573018,-0.826451745,0.648966312,32.91509241,31.50320005,34.18730747,29.8279565,35.29246782,0.915901416,-0.892944928,2.351165605,-2.947692544,3.680493622
2562.001508,0.010617429,-0.367367993,0.362508734,-0.814372034,0.659518972,32.9282127,31.52826669,34.23151383,29.87269617,35.33155175,0.723361894,-1.020211067,2.171212678,-3.178857959,3.479312883
2566.00141,0.107957467,-0.265569527,0.512573178,-0.67194796,0.894662912,33.28873136,31.90529805,34.78730807,30.40019274,36.20245523,1.679409597,-0.176922682,3.178346359,-2.212192799,4.254091659
2572.001042,0.333044969,-0.109572737,0.713238851,-0.579520866,1.014333874,34.12238877,32.48306394,35.53051426,30.74251531,36.64568101,1.642064852,0.01087844,3.029953896,-1.86348459,4.171995295
2575.001284,0.91215401,0.457881062,1.235209412,-0.049497532,1.47422835,36.26723708,34.58474467,37.46373856,32.7055647,38.34899389,3.703800128,1.177881643,5.12090998,-0.969090555,6.112443635
2580.00154,0.672314775,0.267479645,1.098596238,-0.039993569,1.413035312,35.37894361,33.87955424,36.95776384,32.74076456,38.12235301,3.364224778,1.815162416,4.729622381,0.467986831,5.954745332
2585.001227,1.00666869,0.546040973,1.303055384,0.106903794,1.536905592,36.61729144,34.91126286,37.71501994,33.28482887,38.58113182,3.438620653,1.540335698,5.337203597,-0.373562516,6.478631179
2606.000544,1.112613867,0.813298597,1.35366612,0.429119491,1.558032411,37.00968099,35.90110592,37.90246711,34.47822034,38.6593793,4.45725396,2.077644786,5.730765979,-0.051311861,6.650203173
2614.000372,0.970301217,0.688657193,1.249809356,0.413766396,1.490434201,36.4825971,35.43947108,37.51781243,34.42135702,38.40901556,4.371505282,3.179438502,5.49084119,2.014081897,6.517481942
2637.001355,0.891721618,0.639584795,1.14893982,0.390126574,1.3446594,36.19156155,35.25772146,37.14422156,34.33380213,37.86910889,4.005328047,2.945943744,5.04950143,1.823120995,5.983464997
