,mcd,d13C,d13C_corr,d18O,d18O_corr,type,comment,age_ka
1743,551.19,0.53,0.53,0.89,1.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24971.714285714246
1744,551.09,0.66,0.66,0.73,1.23,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24967.42857142853
1745,475.09,1.08,1.08,1.29,1.79,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21710.28571428568
1746,550.89,0.5,0.5,0.85,1.35,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24958.857142857098
1747,550.79,0.38,0.38,0.86,1.36,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24954.571428571384
1748,474.57,1.35,1.35,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21687.99999999997
1749,483.59,1.24,1.24,1.1,1.6,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22074.571428571395
1750,474.49,1.45,1.45,1.37,1.87,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21684.5714285714
1751,550.69,0.38,0.38,0.98,1.48,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24950.285714285674
1752,550.59,0.35,0.35,0.9,1.4,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24945.999999999956
1753,469.99,1.43,1.43,1.41,1.91,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21491.714285714257
1754,474.19,1.11,1.11,1.48,1.98,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21671.714285714253
1755,469.79,1.3,1.3,1.42,1.92,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21483.142857142826
1756,483.79,1.27,1.27,1.02,1.52,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22083.142857142826
1757,483.89,1.22,1.22,1.22,1.72,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22087.42857142854
1758,550.49,0.33,0.33,0.89,1.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24941.714285714243
1759,550.39,0.34,0.34,1.01,1.51,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24937.42857142853
1760,473.79,1.45,1.45,1.34,1.84,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21654.5714285714
1761,469.19,1.18,1.18,1.33,1.83,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21457.428571428543
1762,473.69,1.46,1.46,1.34,1.84,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21650.285714285685
1763,468.99,1.1,1.1,1.44,1.94,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21448.857142857112
1764,483.99,1.13,1.13,1.29,1.79,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22091.714285714253
1765,347.51,-0.05,-0.05,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),16242.57142857142
1766,550.29,0.31,0.31,0.85,1.35,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24933.14285714281
1767,473.59,1.46,1.46,1.31,1.81,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21645.999999999967
1768,347.81,0.3,0.3,0.92,1.42,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),16255.428571428563
1769,468.39,1.02,1.02,0.92,1.42,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21423.142857142826
1770,550.19,0.32,0.32,0.72,1.22,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24928.8571428571
1771,468.19,0.92,0.92,0.89,1.39,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21414.5714285714
1772,484.09,1.12,1.12,1.28,1.78,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22095.999999999967
1773,556.49,0.93,0.93,1.13,1.63,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),25198.857142857098
1774,473.39,1.26,1.26,1.07,1.57,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21637.42857142854
1775,550.09,0.41,0.41,0.91,1.41,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24924.571428571384
1776,484.19,1.11,1.11,1.34,1.84,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22100.28571428568
1777,466.89,0.98,0.98,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21358.857142857112
1778,549.59,0.38,0.38,0.97,1.47,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24903.142857142815
1779,466.69,1.09,1.09,1.21,1.71,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21350.285714285685
1780,484.29,1.1,1.1,1.21,1.71,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22104.5714285714
1781,556.59,0.88,0.88,1.22,1.72,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),25203.14285714281
1782,472.99,1.16,1.16,1.4,1.9,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21620.285714285685
1783,472.89,1.25,1.25,1.59,2.09,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21615.99999999997
1784,348.14,1.04,1.04,1.45,1.95,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),16269.57142857142
1785,466.09,1.16,1.16,1.34,1.84,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21324.5714285714
1786,549.49,0.39,0.39,0.92,1.42,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24898.8571428571
1787,465.89,1.07,1.07,1.26,1.76,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21315.99999999997
1788,484.49,1.16,1.16,1.04,1.54,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22113.142857142826
1789,556.69,0.88,0.88,1.22,1.72,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),25207.42857142853
1790,549.39,0.25,0.25,0.94,1.44,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24894.571428571384
1791,472.59,1.41,1.41,1.51,2.01,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21603.142857142826
1792,549.29,0.41,0.41,1.07,1.57,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24890.285714285666
1793,549.19,0.44,0.44,1.07,1.57,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24885.999999999956
1794,472.09,1.28,1.28,1.45,1.95,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21581.714285714253
1795,465.09,1.17,1.17,0.98,1.48,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21281.714285714253
1796,484.69,1.09,1.09,1.1,1.6,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22121.714285714253
1797,556.79,0.82,0.82,1.1,1.6,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),25211.71428571424
1798,471.99,1.2,1.2,1.43,1.93,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21577.428571428543
1799,549.09,0.48,0.48,1.03,1.53,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24881.714285714243
1800,484.79,1.26,1.26,1.09,1.59,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22125.999999999967
1801,464.49,0.88,0.88,1.27,1.77,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21255.99999999997
1802,548.99,0.52,0.52,1.11,1.61,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24877.42857142853
1803,464.29,0.91,0.91,1.19,1.69,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21247.428571428543
1804,349.21,1.19,1.19,1.18,1.68,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),16315.428571428562
1805,349.31,1.15,1.15,1.11,1.61,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),16319.714285714277
1806,471.69,1.15,1.15,1.43,1.93,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21564.5714285714
1807,548.89,0.55,0.55,1.04,1.54,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24873.14285714281
1808,463.79,1.32,1.32,1.15,1.65,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21225.99999999997
1809,463.69,1.35,1.35,1.12,1.62,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21221.714285714257
1810,548.79,0.56,0.56,1.05,1.55,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24868.857142857098
1811,463.49,1.26,1.26,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21213.14285714283
1812,484.89,1.14,1.14,1.11,1.61,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22130.28571428568
1813,556.99,0.7,0.7,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),25220.28571428567
1814,471.29,1.48,1.48,1.17,1.67,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21547.428571428543
1815,471.19,1.27,1.27,1.16,1.66,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21543.142857142826
1816,462.99,1.24,1.24,1.23,1.73,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21191.714285714257
1817,462.89,1.26,1.26,1.3,1.8,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21187.428571428543
1818,548.69,0.43,0.43,0.98,1.48,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24864.571428571388
1819,462.69,1.24,1.24,1.25,1.75,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21178.857142857116
1820,557.19,0.79,0.79,1.14,1.64,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),25228.8571428571
1821,462.39,1.31,1.31,1.09,1.59,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21165.99999999997
1822,548.59,0.53,0.53,0.63,1.13,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24860.285714285674
1823,470.89,1.37,1.37,1.4,1.9,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21530.285714285685
1824,548.49,0.41,0.41,1.14,1.64,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24855.999999999956
1825,461.99,1.19,1.19,1.23,1.73,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21148.857142857116
1826,548.39,0.29,0.29,1.06,1.56,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24851.71428571424
1827,461.79,1.21,1.21,1.23,1.73,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21140.28571428569
1828,485.19,0.95,0.95,1.51,2.01,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22143.142857142826
1829,350.11,0.36,0.36,0.98,1.48,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),16353.99999999999
1830,470.49,1.28,1.28,1.38,1.88,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21513.142857142826
1831,470.39,1.33,1.33,1.51,2.01,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21508.857142857112
1832,461.29,1.37,1.37,1.21,1.71,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21118.857142857116
1833,461.19,1.47,1.47,1.27,1.77,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21114.5714285714
1834,548.29,0.41,0.41,1.03,1.53,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24847.42857142853
1835,460.99,1.43,1.43,1.28,1.78,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21105.99999999997
1836,485.29,0.83,0.83,1.56,2.06,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22147.42857142854
1837,460.79,1.15,1.15,1.38,1.88,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21097.428571428543
1838,470.29,1.34,1.34,1.52,2.02,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21504.5714285714
1839,470.19,1.36,1.36,1.53,2.03,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21500.285714285685
1840,460.49,1.26,1.26,1.22,1.72,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21084.571428571402
1841,460.36,1.25,1.25,1.13,1.63,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21078.99999999997
1842,548.19,0.48,0.48,1.08,1.58,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24843.14285714282
1843,460.19,1.29,1.29,1.11,1.61,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21071.714285714257
1844,557.29,0.7,0.7,1.12,1.62,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),25233.14285714281
1845,485.39,1.16,1.16,1.39,1.89,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22151.714285714253
1846,470.07,1.24,1.24,1.47,1.97,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21495.142857142826
1847,548.09,0.4,0.4,0.98,1.48,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24838.8571428571
1848,459.69,1.23,1.23,1.3,1.8,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21050.28571428569
1849,459.59,1.2,1.2,1.26,1.76,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21045.99999999997
1850,547.99,0.45,0.45,0.96,1.46,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24834.571428571384
1851,459.39,1.18,1.18,1.23,1.73,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21037.428571428543
1852,485.49,0.92,0.92,1.46,1.96,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),22155.999999999967
1853,459.19,1.18,1.18,1.1,1.6,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21028.857142857116
1854,469.66,1.38,1.38,1.26,1.76,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21477.5714285714
1855,469.59,1.24,1.24,1.49,1.99,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21474.5714285714
1856,547.89,0.43,0.43,0.91,1.41,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24830.28571428567
1857,547.79,0.37,0.37,1.12,1.62,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),24825.999999999956
1858,469.29,0.93,0.93,1.23,1.73,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21461.714285714257
1859,458.59,1.27,1.27,1.21,1.71,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),21003.142857142826
1860,557.39,0.77,0.77,1.03,1.53,CSPP,d18 no corr; d13C no corr; C.mundulus +C.cresbi; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),25237.428571428525
