,mcd,d13C,d13C_corr,d18O,d18O_corr,type,comment,age_ka
493,157.79,1.06,1.06,1.98,2.48,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5184.444444444444
494,157.89,1.06,1.06,2.09,2.59,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5188.888888888888
495,157.99,1.22,1.22,1.99,2.63,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5193.5
496,158.09,1.05,1.05,2.13,2.77,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5198.5
497,158.19,0.9,0.9,2.0,2.5,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5203.5
498,158.29,1.05,1.05,1.85,2.49,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5208.499999999999
499,158.39,0.34,0.84,2.53,2.43,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5213.499999999999
500,158.49,0.98,0.98,2.31,2.95,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5218.5
501,158.59,0.83,0.83,2.27,2.91,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5223.3
502,158.69,0.98,0.98,2.07,2.57,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5227.633333333333
503,158.79,0.79,0.79,2.15,2.79,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5231.966666666666
504,158.89,1.0,1.0,2.03,2.53,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5236.299999999999
505,158.99,1.09,1.09,1.98,2.62,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5240.633333333334
506,159.09,1.22,1.22,2.01,2.65,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5244.966666666667
507,159.19,1.06,1.06,1.97,2.47,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5249.275
508,159.29,0.91,0.91,2.06,2.7,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5253.525
509,159.39,0.84,0.84,2.18,2.68,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5257.775
510,159.49,0.2,1.1,2.51,2.51,UVIG,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995),5262.025000000001
511,159.49,0.88,0.88,2.09,2.59,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5262.025000000001
512,159.59,0.17,1.07,2.61,2.61,UVIG,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995),5266.2
513,159.69,1.05,1.05,2.23,2.73,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5270.2
514,159.79,0.41,1.31,2.44,2.44,UVIG,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995),5274.2
515,159.79,1.13,1.13,1.99,2.49,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5274.2
516,159.89,1.24,1.24,2.04,2.68,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5278.199999999999
517,159.98,0.53,1.03,2.5,2.4,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5281.799999999999
518,159.98,1.18,1.18,2.13,2.77,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5281.799999999999
519,160.09,1.02,1.02,2.1,2.74,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5286.275
520,160.19,0.47,0.97,2.53,2.43,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5290.525
521,160.29,1.31,1.31,2.15,2.79,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5294.775
522,160.29,0.64,1.14,2.74,2.64,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5294.775
523,160.39,1.18,1.18,2.36,3.0,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5299.024999999999
524,160.39,1.22,1.22,2.29,2.93,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5299.024999999999
525,160.49,1.02,1.02,2.24,2.88,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5303.5
526,160.59,1.3,1.3,2.2,2.7,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5308.5
527,160.69,1.17,1.17,2.3,2.94,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5313.499999999999
528,160.79,0.55,1.05,2.66,2.56,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5318.499999999999
529,160.89,0.89,0.89,2.23,2.73,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5323.259999999998
530,160.89,0.4,0.9,2.52,2.42,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5323.259999999998
531,160.99,1.06,1.06,2.12,2.76,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5327.46
532,161.09,0.89,0.89,1.94,2.58,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5331.66
533,161.19,1.11,1.11,2.14,2.78,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5335.86
534,161.29,1.12,1.12,2.22,2.86,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5340.0599999999995
535,161.39,0.74,1.24,2.89,2.79,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5344.499999999998
536,161.49,1.3,1.3,1.91,2.55,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5349.5
537,161.49,0.44,0.94,2.55,2.45,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5349.5
538,161.59,1.22,1.22,2.12,2.76,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5354.499999999999
539,161.69,1.17,1.17,2.11,2.75,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5359.499999999999
540,161.79,1.25,1.25,2.12,2.62,CSPP,d18O no corr; d13C no corr; CSPP = Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5364.499999999999
541,161.89,1.23,1.23,2.11,2.61,CSPP,d18O no corr; d13C no corr; CSPP = C.wuellerstorfi + Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5369.499999999998
542,161.99,1.19,1.19,2.28,2.92,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5374.5
543,162.09,1.22,1.22,2.44,3.08,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5379.499999999999
544,162.19,1.16,1.16,2.27,2.91,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5384.499999999999
545,162.29,1.3,1.3,2.23,2.87,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5389.499999999999
546,162.39,0.98,0.98,2.1,2.6,CSPP,d18O no corr; d13C no corr; CSPP = Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5394.326923076922
547,162.39,0.65,1.55,2.64,2.64,UVIG,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995),5394.326923076922
548,162.49,0.39,0.89,2.54,2.44,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5398.75
549,162.59,0.39,0.89,2.57,2.47,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5403.173076923077
550,162.69,0.39,0.89,2.46,2.36,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5407.596153846153
551,162.79,0.35,0.85,2.58,2.48,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5412.0192307692305
552,162.87,0.11,0.61,2.72,2.62,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5415.557692307692
553,162.97,1.43,1.43,-0.08,0.42,CSPP,d18O no corr; d13C no corr; CSPP = Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5420.0
554,162.99,0.93,0.93,2.31,2.95,CKULL,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995),5420.88888888889
555,163.27,0.7,0.7,2.29,2.79,CSPP,d18O no corr; d13C no corr; CSPP = Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5433.333333333333
556,163.37,0.9,0.9,2.31,2.81,CSPP,d18O no corr; d13C no corr; CSPP = Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5437.803921568627
557,163.47,0.45,0.95,2.84,2.74,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5442.313725490196
558,163.57,0.32,0.82,2.7,2.6,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5446.823529411764
559,163.67,-0.05,0.95,2.71,2.71,ORID,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton et al 1995),5451.333333333332
560,163.77,1.02,1.02,2.03,2.67,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5455.843137254902
561,163.87,0.38,0.88,2.81,2.71,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5460.833333333333
562,163.97,0.29,0.79,2.64,2.54,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5466.944444444444
563,164.07,1.2,1.2,2.16,2.8,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5473.055555555556
564,164.17,1.42,1.42,2.29,2.93,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5479.166666666667
565,164.27,1.3,1.3,2.23,2.87,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5484.315789473685
566,164.37,1.32,1.32,2.22,2.86,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5489.0526315789475
567,164.47,1.29,1.29,2.12,2.76,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5493.789473684211
568,164.57,1.17,1.17,2.06,2.7,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5498.526315789473
569,164.67,1.15,1.15,2.08,2.72,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5503.263157894736
570,164.77,1.16,1.16,2.42,3.06,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5508.0
571,164.87,1.2,1.2,2.24,2.88,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5514.111111111111
572,164.97,1.11,1.11,2.35,2.99,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5520.222222222222
573,165.07,1.02,1.02,2.23,2.73,CSPP,d18O no corr; d13C no corr; CSPP = Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5526.333333333333
574,165.17,1.05,1.05,2.34,2.69,NUMB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997),5531.777777777777
575,165.27,0.44,0.94,2.81,2.71,GLOSUB,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by -0.10 per mil ; d13C adjusted by 0.50 per mil (Shackleton et al 1995),5536.222222222223
576,165.37,0.71,0.71,2.12,2.76,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5540.666666666667
577,165.47,0.28,1.28,3.13,3.13,ORID,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton et al 1995),5545.11111111111
578,165.57,-0.45,0.55,3.39,3.39,ORID,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton et al 1995),5549.555555555555
579,165.67,1.14,1.14,2.31,2.95,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5554.399999999999
580,165.77,1.01,1.01,2.26,2.76,CSPP,d18O no corr; d13C no corr; CSPP = Cibicidoides spp; Isotope correction information: d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5559.288888888889
581,165.87,1.11,1.11,2.1,2.74,CWUE,d18O no corr; d13C no corr;; Isotope correction information: d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984),5564.177777777778
