d13C,d13C_corr,d18O,d18O_corr,type,mcd,age_ka,Comment
0.69,0.69,2.7,3.34,CWUE,66.7231,2144.64,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.21,0.21,3.24,3.88,CWUE,66.815,2147.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.45,0.45,3.57,4.21,CWUE,67.0906,2156.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.31,0.31,3.25,3.89,CWUE,67.1824,2159.54,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.64,0.64,3.35,3.99,CWUE,67.2761,2162.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.09,0.09,3.1,3.74,CWUE,67.3704,2165.64,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,3.04,3.68,CWUE,67.4648,2168.7,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.93,0.93,2.95,3.59,CWUE,67.5592,2171.76,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.35,0.35,2.64,3.28,CWUE,67.7479,2177.88,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.77,0.77,2.56,3.2,CWUE,67.8423,2180.94,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.2,0.2,2.52,3.16,CWUE,67.9304,2183.8,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.95,0.95,2.53,3.17,CWUE,68.0145,2186.52,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.85,0.85,2.73,3.23,CSPP,68.0985,2189.13,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.34,0.34,1.88,2.38,CSPP,68.1826,2191.59,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.66,0.66,3.02,3.52,CSPP,68.2667,2194.05,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.48,0.48,3.34,3.84,CSPP,68.3507,2196.51,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,3.01,3.51,CSPP,68.4348,2198.97,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.58,0.58,3.16,3.8,CWUE,68.5341,2201.44,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.13,0.13,3.26,3.9,CWUE,68.64,2203.82,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.64,0.64,3.07,3.57,CSPP,68.7459,2206.19,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,2.97,3.61,CKULL,68.8518,2208.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.58,0.58,2.77,3.27,CSPP,68.9576,2210.95,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.43,0.43,2.7,3.2,CSPP,69.0635,2215.93,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.16,0.16,2.85,3.35,CSPP,69.1694,2220.97,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.6,0.6,2.77,3.27,CSPP,69.2688,2223.01,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.85,0.85,2.53,3.03,CSPP,69.3675,2225.02,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.55,0.55,2.74,3.24,CSPP,69.4661,2227.02,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,2.55,3.05,CSPP,69.5648,2229.03,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.76,0.76,2.71,3.21,CSPP,69.6635,2231.04,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.18,0.18,2.88,3.52,CWUE,69.7621,2233.05,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.21,0.21,3.02,3.66,CWUE,69.8608,2235.44,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.2,0.2,2.99,3.63,CWUE,69.9633,2237.92,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.49,0.49,3.35,3.99,CWUE,70.0717,2240.53,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.29,0.29,3,3.64,CWUE,70.18,2243.15,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.68,0.68,3.09,3.73,CWUE,70.2883,2245.77,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.36,0.36,2.8,3.44,CWUE,70.3967,2248.39,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.9,0.9,2.13,2.77,CWUE,70.4979,2250.84,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.88,0.88,2.15,2.79,CWUE,70.691,2255.74,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.45,0.45,2.47,3.11,CWUE,70.8841,2262.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.32,0.32,2.12,2.76,CWUE,71.0772,2269.27,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.52,0.52,2.98,3.62,CWUE,71.4634,2282.8,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,2.77,3.41,CWUE,71.56,2286.18,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.9,0.9,2.1,2.74,CWUE,71.8979,2298.02,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.8,0.8,1.98,2.62,CWUE,71.9945,2301.41,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,1.86,2.5,CWUE,72.0428,2303.09,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.44,0.44,2.1,2.74,CWUE,72.2878,2311.49,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.09,0.09,2.92,3.56,CWUE,72.5345,2321.74,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,2.69,3.33,CWUE,72.6825,2328.65,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.48,0.48,3.09,3.73,CWUE,72.8791,2336.96,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.72,0.72,2.66,3.3,CWUE,72.9249,2338.07,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.29,0.29,2.84,3.48,CWUE,72.9706,2339.19,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.44,0.44,2.48,3.12,CWUE,73.0163,2340.31,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,2.52,3.16,CWUE,73.062,2341.43,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.73,0.73,2.61,3.25,CWUE,73.1077,2342.54,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.92,0.92,2.3,2.94,CWUE,73.1534,2343.66,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.86,0.86,2.21,2.85,CWUE,73.1991,2344.78,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.95,0.95,2.4,3.04,CWUE,73.2449,2345.9,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.38,0.38,2.35,2.99,CWUE,73.2906,2347.02,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.94,0.94,2.3,2.94,CWUE,73.3363,2348.66,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.82,0.82,2.36,3,CKULL,73.4277,2351.94,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
-0.01,-0.01,2.33,2.97,CKULL,73.4734,2353.58,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.72,0.72,2.66,3.3,CWUE,73.5689,2357.01,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.49,0.49,2.94,3.58,CWUE,73.6179,2358.77,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.6,0.6,2.39,3.03,CWUE,73.716,2362.29,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.63,0.63,2.8,3.44,CWUE,73.8141,2365.81,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,2.89,3.53,CWUE,73.8632,2367.57,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.39,0.39,3.08,3.72,CWUE,73.9123,2369.33,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.87,0.87,1.92,2.56,CWUE,74.7318,2398.73,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.18,1.18,2.72,3.36,CKULL,75.4255,2419.85,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
1.18,1.18,2.6,3.24,CKULL,75.5052,2422.02,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
1,1,2.32,2.82,CSPP,75.5849,2424.19,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.98,0.98,2.6,3.24,CKULL,75.6646,2426.36,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.89,0.89,2.73,3.23,CSPP,75.7443,2428.53,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.71,0.71,3.48,4.12,CWUE,76.0096,2435.74,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.59,0.59,3.45,4.09,CWUE,76.1038,2438.31,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.13,0.13,2.74,3.38,CWUE,76.198,2440.87,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.6,0.6,3.17,3.81,CWUE,76.2922,2443.43,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.8,0.8,2.81,3.45,CWUE,76.3864,2446,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.38,0.38,2.18,2.82,CWUE,76.4806,2448.78,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.12,1.12,2.37,3.01,CWUE,76.6634,2455.7,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.08,-0.08,1.82,2.32,CSPP,76.7547,2459.16,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1,1,2.36,3,CKULL,76.8459,2462.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.97,0.97,2.54,3.04,CSPP,76.9372,2466.07,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.95,0.95,2.45,2.95,CSPP,77.0285,2469.52,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.61,0.61,2.94,3.58,CWUE,77.211,2476.43,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.24,-0.24,3.1,3.74,CWUE,77.3022,2479.89,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.57,0.57,3.18,3.82,CWUE,77.4943,2487.13,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.15,0.15,2.75,3.39,CWUE,77.6015,2490.42,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.19,0.19,2.94,3.58,CWUE,77.7087,2493.71,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.79,0.79,2.78,3.42,CWUE,78.0303,2503.58,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.7,0.7,2.75,3.39,CKULL,78.1375,2506.87,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.59,0.59,2.43,3.07,CWUE,78.2447,2510.16,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.43,0.43,3.4,4.04,CWUE,78.3519,2513.45,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.43,0.43,3.62,4.26,CWUE,78.5663,2520.03,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.58,0.58,3.28,3.92,CWUE,78.7806,2526.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.58,0.58,2.98,3.62,CKULL,78.99,2533.03,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.79,0.79,2.81,3.31,CSPP,79.09,2536.1,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.88,0.88,2.47,2.97,CSPP,79.19,2539.17,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.74,0.74,2.03,2.67,CKULL,79.3045,2542.68,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.72,0.72,2.83,3.33,CSPP,79.5624,2550.05,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.86,0.86,2.68,3.32,CKULL,79.6913,2553.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.8,0.8,2.79,3.29,CSPP,79.8076,2556.83,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.78,0.78,2.99,3.63,CKULL,79.9185,2559.9,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.76,0.76,2.75,3.25,CSPP,80.0294,2562.97,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.76,0.76,2.69,3.33,CKULL,80.1403,2566.04,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.68,0.68,2.78,3.42,CKULL,80.2512,2569.1,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.67,0.67,2.7,3.34,CKULL,80.362,2572.17,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.78,0.78,2.66,3.16,CSPP,80.4729,2575.24,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.83,0.83,2.24,2.74,CSPP,80.5838,2578.31,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.87,0.87,2.73,3.37,CKULL,80.6947,2581.38,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.82,0.82,2.47,2.97,CSPP,80.8056,2584.45,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.81,0.81,2.64,3.28,CKULL,80.9165,2587.51,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.62,0.62,2.79,3.29,CSPP,81.0273,2590.58,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.5,0.5,3.36,3.36,OUMB,81.0939,2592.42,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.38,0.38,2.41,3.05,CWUE,81.2048,2595.49,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.17,0.17,2.81,3.45,CWUE,81.3156,2598.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.54,0.36,,,UVIG,81.4315,2601.77,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
-0.15,0.75,,,UVIG,81.5507,2605.75,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.06,0.96,,,UVIG,81.6699,2609.78,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.07,0.97,,,UVIG,81.7891,2613.82,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.85,0.85,2.59,3.23,CWUE,81.9083,2617.85,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.9,0.9,2.7,3.34,CKULL,82.0156,2621.48,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
-0.08,0.82,,,UVIG,82.1467,2625.6,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.83,0.83,1.99,2.63,CWUE,82.2659,2628.97,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.05,3.05,GORB,82.5043,2635.7,Inferred from correction for Gyroidina spp: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
,,3.25,3.25,OUMB,82.7427,2642.43,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.62,0.62,2.75,3.39,CWUE,82.8627,2645.82,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.26,0.64,,,UVIG,82.9894,2649.26,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,2.56,3.2,CWUE,83.1161,2652.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.8,0.8,2.84,3.48,CKULL,83.2428,2655.74,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.3,1.2,,,UVIG,83.3695,2658.97,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.48,1.38,,,UVIG,83.4962,2662.21,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
1.1,1.1,2.36,3,CKULL,83.6228,2665.45,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
1.21,1.21,2.46,3.1,CKULL,83.7495,2668.69,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.35,1.25,,,UVIG,84.0029,2675.16,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,3.09,3.09,UVIG,84.1296,2678.4,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.2,1.1,,,UVIG,84.2563,2681.64,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.72,0.72,2.49,3.13,CWUE,84.383,2684.88,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.73,3.73,UVIG,84.5351,2688.76,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
-0.22,0.68,,,UVIG,84.6364,2691.35,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
-0.26,0.74,3.43,3.43,OUMB,84.7631,2694.59,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
,,3.53,3.53,OUMB,84.8898,2697.83,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
-0.27,0.73,3.38,3.38,OUMB,85.0165,2701.07,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.04,0.94,,,UVIG,85.1432,2704.3,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
,,3.58,3.58,OUMB,85.2699,2707.54,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
,,3.79,3.79,OUMB,85.3966,2710.78,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
-0.4,0.5,3.9,3.9,UVIG,85.502,2713.47,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
-0.39,0.51,3.67,3.67,UVIG,85.612,2716.28,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.07,0.97,3.77,3.77,UVIG,85.721,2719.65,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
-0.36,0.54,3.62,3.62,UVIG,85.8186,2722.83,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.83,0.83,2.32,2.96,CWUE,85.9074,2725.73,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.79,0.79,2.16,2.8,CWUE,85.9784,2728.05,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.65,0.65,2.5,3.14,CKULL,86.0849,2731.53,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
1.05,1.05,2.13,2.77,CWUE,86.1737,2734.43,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.06,1.06,2.38,3.02,CWUE,86.3512,2740.22,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.88,0.88,2.23,2.87,CWUE,86.4399,2743.12,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.92,0.92,2.01,2.65,CWUE,86.5287,2746.02,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.24,0.24,2.22,2.86,CWUE,86.6086,2748.63,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.84,2.84,OUMB,86.724,2752.39,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
0.97,0.97,2.28,2.92,CWUE,86.795,2754.71,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,2.2,2.84,CWUE,86.8837,2757.61,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.88,0.88,2.35,2.99,CWUE,86.9725,2760.51,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3,3,OUMB,87.0612,2763.41,d18O adjusted by +0.00 per mil ; d13C adjusted by 1.00 per mil (Shackleton and Hall 1984)
,,3.19,3.19,UVIG,87.15,2766.4,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.9,0.9,2.03,2.67,CWUE,87.2558,2770.11,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,2.64,2.64,GORB,87.3404,2773.08,Inferred from correction for Gyroidina spp: d18O adjusted by +0.00 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.37,0.37,2.38,3.02,CWUE,87.4673,2777.54,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.88,0.88,2.25,2.89,CWUE,87.5731,2781.25,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,2.03,2.67,CWUE,87.6788,2784.96,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.89,0.89,2.26,2.9,CWUE,87.7675,2788.3,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.93,0.93,2.05,2.69,CWUE,87.835,2790.84,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.08,0.08,2.2,2.84,CWUE,87.9447,2794.98,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.71,0.71,2.61,3.25,CWUE,88.0122,2797.53,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.84,0.84,2.81,3.45,CWUE,88.1134,2801.34,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.14,0.76,3.6,3.6,UVIG,88.1894,2804.21,d18O adjusted by +0.00 per mil ; d13C adjusted by 0.90 per mil (Shackleton et al 1995)
0.54,0.54,2.42,3.06,CWUE,88.2722,2807.33,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.92,0.92,2.77,3.41,CWUE,88.3528,2811.21,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.9,0.9,2.73,3.37,CWUE,88.4334,2815.32,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
,,3.24,,PMURR,88.514,2819.44,no correction
0.99,0.99,2.5,3.14,CKULL,88.5946,2823.56,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.71,0.71,2.2,2.84,CWUE,88.6591,2826.85,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
