d13C,d13C_corr,d18O,d18O_corr,type,mcd,age_ka,Comment
0.8,0.8,3.7,4.34,CWUE,1.29506,31.2463,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.38,0.38,3.74,4.38,CWUE,1.29506,31.2463,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.88,0.88,3.74,4.38,CWUE,1.40016,33.4533,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.55,0.55,3.69,4.33,CWUE,1.71541,40.0736,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.96,0.96,3.64,4.28,CWUE,1.82051,42.2806,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.51,0.51,3.36,4,CWUE,1.92559,44.4874,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.02,1.02,3.7,4.34,CWUE,2.02439,46.7582,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.89,0.89,3.62,4.12,CSPP,2.12129,49.0487,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.6,0.6,3.45,4.09,CWUE,2.21818,51.3389,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.85,0.85,3.64,4.28,CWUE,2.31508,53.6291,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.84,0.84,3.58,4.22,CWUE,2.31508,53.6291,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.35,0.35,3.65,4.29,CWUE,2.41198,55.9195,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.19,0.19,3.58,4.22,CWUE,2.50887,58.2098,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.05,0.05,3.89,4.53,CWUE,2.60577,60.5,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.21,0.21,3.88,4.52,CWUE,2.70267,62.7904,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.01,-0.01,3.83,4.47,CWUE,2.79957,65.0806,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.48,0.48,3.68,4.32,CWUE,2.89646,67.3709,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.54,0.54,3.69,4.33,CWUE,2.89646,67.3709,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.32,0.32,3.61,4.11,CSPP,2.98367,69.4321,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.4,0.4,3.43,4.07,CWUE,3.09026,72.6835,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.12,1.12,3.14,3.78,CWUE,3.18715,76.7354,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.16,1.16,3.2,3.84,CWUE,3.28404,80.7873,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.2,1.2,3.04,3.68,CWUE,3.28404,80.7873,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.28,1.28,3.12,3.76,CWUE,3.38095,84.8396,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.18,-0.18,3.42,4.06,CWUE,3.47784,88.8916,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.22,0.22,3.44,4.08,CWUE,3.47784,88.8916,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.21,1.21,3.23,3.87,CWUE,3.6692,95.8565,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.17,1.17,2.92,3.56,CWUE,3.94997,103.389,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1,1,3.03,3.53,CSPP,4.04357,105.987,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.87,0.87,3.33,3.83,CSPP,4.04357,105.987,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.42,0.42,2.98,3.62,CWUE,4.13716,108.74,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.14,-0.14,3.39,3.89,CSPP,4.23075,111.493,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.86,0.86,3.21,3.85,CWUE,4.23075,111.493,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.82,0.82,3.47,3.97,CSPP,4.42011,116.957,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.01,1.01,3.17,3.67,CSPP,4.54331,120.395,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.05,1.05,2.98,3.48,CSPP,4.65533,123.521,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.06,1.06,2.77,3.41,CKULL,4.65533,123.521,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.45,0.45,2.48,2.98,CSPP,4.76733,126.646,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.86,0.86,2.26,2.76,CSPP,4.86656,128.822,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.07,0.07,2.76,3.4,CKULL,4.86656,128.822,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.26,0.26,3.19,3.83,CWUE,4.95794,130.746,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.71,0.71,2.28,2.92,CKULL,4.95794,130.746,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.16,0.16,3.28,3.78,CSPP,5.04931,132.67,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.18,0.18,4.07,4.71,CWUE,5.1388,134.554,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.6,0.6,4.15,4.79,CWUE,5.2251,136.371,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.31,0.31,4.11,4.75,CWUE,5.31142,138.188,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.28,0.28,4.21,4.85,CWUE,5.39883,140.09,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.33,0.33,4.12,4.62,CSPP,5.48714,142.062,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.29,0.29,4.1,4.74,CWUE,5.57544,144.034,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.21,0.21,4.03,4.53,CSPP,5.66375,146.006,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.64,-0.64,4.01,4.36,NUMB,5.66375,146.006,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.55,0.55,3.34,3.84,CSPP,5.75205,147.978,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.48,-0.48,3.99,4.34,NUMB,5.75205,147.978,d18 corrected -0.2; Isotope correction information: d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
-0.06,-0.06,3.83,4.47,CWUE,5.83152,149.752,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.13,0.13,4.01,4.65,CWUE,6.01696,153.893,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.8,0.8,3.81,4.45,CWUE,6.10526,155.865,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.65,0.65,3.82,4.32,CSPP,6.19357,157.837,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.08,0.08,4.04,4.54,CSPP,6.28187,159.809,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.24,0.24,3.9,4.4,CSPP,6.37018,161.781,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.88,0.88,3.7,4.34,CWUE,6.37018,161.781,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.91,0.91,3.41,3.91,CSPP,7.5045,190.916,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.05,1.05,2.81,3.45,CWUE,7.61,193.629,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.05,1.05,2.83,3.47,CWUE,7.71,196.2,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.51,0.51,3.12,3.76,CWUE,7.71,196.2,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.13,1.13,2.91,3.55,CWUE,7.81,198.88,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.04,1.04,2.6,3.24,CWUE,7.91,201.813,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.92,0.92,2.92,3.56,CWUE,8.01,204.747,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.14,1.14,2.85,3.49,CWUE,8.1109,207.706,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.19,1.19,2.83,3.47,CWUE,8.2199,210.904,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.04,1.04,2.65,3.29,CKULL,8.4379,217.298,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.68,0.68,2.69,3.33,CKULL,8.5469,220.413,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.08,0.08,3,3.64,CWUE,8.6559,223.078,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.33,0.33,3.76,4.4,CWUE,8.7649,225.742,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.11,0.11,3.57,4.21,CWUE,8.7649,225.742,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.02,0.02,3.61,4.25,CWUE,8.7649,225.742,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.93,0.93,3.6,4.24,CWUE,8.9829,231.083,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.31,0.31,3.46,4.1,CWUE,9.0919,234.197,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,3.54,4.18,CWUE,9.20218,237.348,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1,1,3.01,3.65,CWUE,9.324,240.829,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.96,0.96,2.42,3.06,CWUE,9.44582,243.859,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,2.83,3.33,CSPP,9.56764,246.143,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.08,0.08,3.42,4.06,CWUE,9.56764,246.143,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.36,0.36,3.61,4.25,CKULL,9.68945,248.427,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.46,0.46,3.61,4.11,CSPP,9.81127,250.711,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.68,0.68,3.89,4.53,CWUE,9.91034,252.712,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.63,0.63,3.8,4.44,CWUE,10.087,256.859,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.84,0.84,3.98,4.62,CWUE,10.1235,257.718,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,3.8,4.44,CWUE,10.1901,259.28,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.66,0.66,3.66,4.3,CWUE,10.2249,260.098,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.77,0.77,3.54,4.18,CWUE,10.2249,260.098,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.73,0.73,3.63,4.27,CWUE,10.2932,261.7,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.09,0.09,3.72,4.22,CSPP,10.3161,262.238,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.56,0.56,3.73,4.37,CWUE,10.3963,264.123,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.67,0.67,3.71,4.35,CWUE,10.4276,264.856,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.25,-0.25,3.66,4.3,CWUE,10.4994,266.543,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.27,-0.27,3.85,4.49,CWUE,10.5289,267.236,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.25,-0.25,3.86,4.5,CWUE,10.5982,268.862,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.36,-0.36,3.8,4.44,CWUE,10.5982,268.862,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.36,-0.36,3.75,4.39,CWUE,10.6292,269.589,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.23,-0.23,3.93,4.57,CWUE,10.6292,269.589,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.24,-0.24,3.83,4.47,CWUE,10.6898,271.013,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.07,-0.07,3.68,4.32,CWUE,10.7813,273.162,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.02,-0.02,3.87,4.51,CWUE,10.8242,274.167,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.04,-0.04,3.77,4.41,CWUE,10.8729,275.312,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.11,0.11,3.6,4.24,CWUE,10.9645,277.461,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.42,-0.42,3.8,4.44,CWUE,11.0137,278.618,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.18,0.18,3.21,3.85,CWUE,11.3313,288.392,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.12,-0.12,3.44,4.08,CWUE,11.4107,290.867,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.02,-0.02,3.45,4.09,CWUE,11.4901,293.342,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.04,0.04,3.58,4.22,CWUE,11.4901,293.342,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.05,-0.05,3.39,4.03,CWUE,11.5695,295.817,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.48,0.48,3.7,4.34,CWUE,11.641,298.045,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.03,-0.03,3.41,4.05,CWUE,11.7283,300.765,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.1,1.1,3.51,4.15,CWUE,11.8104,303.346,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1,1,3.58,4.22,CWUE,11.9175,306.918,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.14,1.14,3.15,3.79,CWUE,11.9175,306.918,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.14,-0.14,3.73,4.23,CSPP,12.1212,313.707,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.64,0.64,2.83,3.47,CWUE,12.2641,318.469,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.68,0.68,2.89,3.53,CWUE,12.3355,320.85,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.3,0.3,3.03,3.67,CWUE,12.4111,323.29,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.21,1.21,2.46,3.1,CWUE,12.5253,326.281,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.2,1.2,2.51,3.15,CWUE,12.6395,329.274,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.84,0.84,2.51,3.01,CSPP,12.7538,332.267,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.69,0.69,2.15,2.79,CWUE,12.8418,334.689,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.06,-0.06,2.27,2.91,CKULL,12.912,336.905,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
-0.14,-0.14,2.52,3.16,CWUE,12.912,336.905,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.75,-0.75,3.22,3.72,CSPP,12.9752,338.9,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.29,-0.29,3.24,3.74,CSPP,12.9752,338.9,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.04,0.04,3.9,4.54,CWUE,13.1225,343.553,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.21,-0.21,3.77,4.41,CWUE,13.1225,343.553,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.48,0.48,4.11,4.75,CWUE,13.1926,345.767,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.08,-0.08,3.33,3.97,CWUE,13.2842,348.168,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.64,0.64,3.73,4.37,CWUE,13.3784,350.591,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.17,-0.17,3.74,4.38,CWUE,13.4725,353.014,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.19,-0.19,3.69,4.33,CWUE,13.5666,355.437,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.1,-0.1,3.82,4.46,CWUE,13.6607,357.86,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.4,0.4,3.74,4.38,CWUE,13.943,365.126,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.7,0.7,3.69,4.33,CWUE,14.0371,367.549,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.62,0.62,3.78,4.42,CWUE,14.0371,367.549,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.63,0.63,3.58,4.22,CWUE,14.1312,369.971,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.27,0.27,3.62,4.26,CWUE,14.2253,372.394,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.75,0.75,3.52,4.16,CWUE,14.31,374.575,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.58,0.58,3.46,4.1,CWUE,14.4136,377.24,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.73,0.73,3.4,3.9,CSPP,14.5077,379.663,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.37,0.37,3.59,4.23,CWUE,14.6018,382.086,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.9,0.9,3.13,3.77,CWUE,14.6958,384.506,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.93,0.93,3.51,4.15,CWUE,14.7899,386.929,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.96,0.96,3.16,3.8,CWUE,14.884,389.352,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.03,1.03,3.26,3.9,CKULL,14.884,389.352,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.92,0.92,3.22,3.86,CKULL,14.9782,391.775,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
1.1,1.1,3.15,3.79,CWUE,15.0723,394.197,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.91,0.91,3.26,3.9,CKULL,15.0723,394.197,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
1.03,1.03,2.99,3.63,CWUE,15.1664,396.62,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.55,0.55,3.05,3.69,CWUE,15.2605,399.351,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.25,1.25,2.65,3.29,CWUE,15.3494,402.313,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.18,1.18,2.86,3.5,CWUE,15.4369,405.23,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.18,1.18,2.75,3.39,CKULL,15.4369,405.23,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
1.08,1.08,2.25,2.89,CWUE,15.5243,408.143,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.04,1.04,2.26,2.9,CWUE,15.5983,410.063,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.32,1.32,2.23,2.87,CWUE,15.6565,411.344,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.91,0.91,2.62,3.26,CBRA,15.7277,412.91,Treat cautiously!! d18O adjusted by +0.64 per mil; d13C adjusted by 0.00 per mil. Inferred from Bickert et al. (Bickert et al 1997)
0.84,0.84,2.82,3.46,CBRA,15.7924,414.333,Treat cautiously!! d18O adjusted by +0.64 per mil; d13C adjusted by 0.00 per mil. Inferred from Bickert et al. (Bickert et al 1997)
0.27,0.27,3.07,3.57,CSPP,15.7924,414.333,d18O adjusted by +0.5 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.2,0.2,3.2,3.84,CBRA,15.8871,416.416,Treat cautiously!! d18O adjusted by +0.64 per mil; d13C adjusted by 0.00 per mil. Inferred from Bickert et al. (Bickert et al 1997)
-0.25,-0.25,4.01,4.65,CWUE,15.8871,416.416,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
1.12,1.12,2.5,3.14,CKULL,15.9977,418.849,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
0.67,0.67,3.24,3.88,CWUE,15.9977,418.849,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.66,0.66,3.08,3.72,CWUE,16.1084,421.039,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.93,0.93,3.15,3.79,CKULL,16.2021,422.704,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1995)
-0.03,-0.03,4.41,5.05,CWUE,16.2192,423.008,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.13,-0.13,4.37,5.01,CWUE,16.2493,423.543,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.11,-0.11,4.37,5.01,CWUE,16.2493,423.543,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.25,-0.25,4.14,4.78,CWUE,16.2738,423.979,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.52,-0.52,4.17,4.81,CWUE,16.3199,424.799,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.22,-0.22,4.31,4.95,CWUE,16.3435,425.218,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
-0.18,-0.18,4.24,4.88,CWUE,16.3694,425.678,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.11,0.11,4.12,4.76,CWUE,16.4048,426.308,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.09,0.09,4.03,4.67,CWUE,16.4171,426.527,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
0.24,0.24,4.1,4.74,CWUE,16.4171,426.527,d18O adjusted by +0.64 per mil ; d13C adjusted by 0.00 per mil (Shackleton et al 1984)
