Age (ka),Site 927,Site 929,Site 925
2490.42,,,3.39
2492.09,3.78,,
2493.71,,,3.58
2494.88,3.55,,
2497.24,,3.42,
2500.44,3.24,,
2500.91,,3.33,
2503.23,3.34,,
2503.58,,,3.42
2504.57,,3.06,
2506.87,,,3.39
2508.24,,3.3,
2508.74,3.55,,
2510.16,,,3.07
2511.36,,3.6,
2513.45,,,4.04
2514.24,4.29,,
2516.86,,3.68,
2516.99,4.26,,
2519.61,,4.16,
2519.74,4.33,,
2520.03,,,4.26
2522.36,,4.05,
2522.49,4.32,,
2522.76,4.06,,
2525.51,4.06,,
2526.61,,,3.92
2527.86,,3.98,
2528.32,4.19,,
2531.12,3.79,,
2533.03,,,3.62
2533.81,,3.39,
2533.92,3.89,,
2536.1,,,3.31
2536.72,3.73,,
2539.17,,,2.97
2540.32,,2.53,
2542.68,,,2.67
2546.85,,2.92,
2548.13,3.2,,
2549.92,,2.97,
2550.05,,,3.33
2551.1,3.34,,
2552.98,,3.2,
2553.61,,,3.32
2556.83,,,3.29
2558.96,,3.23,
2559.9,,,3.63
2560.01,3.59,,
2562.97,,,3.25
2562.98,3.56,,
2565.95,3.34,,
2566.04,,,3.33
2567.68,,3.07,
2568.92,3.27,,
2569.1,,,3.42
2571.89,3.5,,
2572.17,,,3.34
2574.61,3,,
2575.24,,,3.16
2576.39,,2.95,
2577.09,3.09,,
2578.31,,,2.74
2578.43,,2.68,
2579.57,3.09,,
2581.38,,,3.37
2582.05,2.81,,
2582.2,,2.89,
2584.45,,,2.97
2585.11,,2.82,
2586.8,3.13,,
2587.51,,,3.28
2588.05,,3.01,
2589.75,3.25,,
2590.58,,,3.29
2592.42,,,3.36
2593.95,,3.58,
2595.49,,,3.05
2595.65,3.66,,
2598.56,,,3.45
2601.55,3.42,,
2603.56,,3.66,
2605.06,3.8,,
2607.62,,3.51,
2608.66,3.77,,
2611.68,,3.47,
2612.27,3.67,,
2615.74,,3.17,
2616.2,3.22,,
2617.85,,,3.23
2620.21,3.05,,
2621.48,,,3.34
2621.79,,3.23,
2622.56,,3.34,
2624.47,2.81,,
2625.4,,2.77,
2628.14,3.04,,
2628.97,,,2.63
2629.31,,3.43,
2631.8,2.84,,
2632.56,,3.41,
2635.47,3.39,,
2635.7,,,3.05
2635.81,,3.54,
2639.06,,3.52,
2639.13,3.08,,
2642.32,,3.69,
2642.43,,,3.25
2644.86,3.58,,
2645.57,,4.18,
2645.82,,,3.39
2647.82,3.62,,
2649,,4.31,
2650.77,3.89,,
2652.38,,3.98,
2652.5,,,3.2
2653.7,3.27,,
2655.74,,,3.48
2655.75,,3.84,
2657.77,3.64,,
2659.13,,3.16,
2662.5,,3.23,
2662.53,2.87,,
2665.45,,,3
2665.75,,3.4,
2666.03,2.7,,
2668.68,,3.6,
2668.69,,,3.1
2668.7,2.7,,
2671.61,,3.25,
2674.06,2.9,,
2674.55,,3.43,
2676.73,3,,
2677.48,,3.53,
2678.4,,,3.09
2679.41,2.86,,
2680.41,,3.57,
2682.09,3.11,,
2683.35,,3.88,
2684.76,3.79,,
2684.88,,,3.13
2686.28,,4.01,
2688.76,,,3.73
2689.21,,4.23,
2690.12,4.01,,
2692.14,,4.23,
2692.79,3.95,,
2694.59,,,3.43
2695.08,,3.88,
2697.83,,,3.53
2698.01,,3.77,
2700.94,,3.66,
2701.07,,,3.38
2703.88,,3.83,
2704.86,3.63,,
2706.81,,3.84,
2707.45,3.75,,
2707.54,,,3.58
2709.74,,3.88,
2709.89,3.86,,
2710.78,,,3.79
2712.34,3.85,,
2712.68,,4.1,
2713.47,,,3.9
2714.78,3.92,,
2715.61,,4.34,
2716.28,,,3.67
2717.28,3.13,,
2718.48,,4.07,
2719.65,,,3.77
2720.4,3.78,,
2721.53,,4.36,
2722.83,,,3.62
2723.52,3.72,,
2724.58,,4.12,
2725.73,,,2.96
2726.64,3.77,,
2727.62,,4.15,
2728.05,,,2.8
2729.76,3.37,,
2730.67,,3.76,
2731.53,,,3.14
2732.87,3.05,,
2733.72,,3.7,
2734.43,,,2.77
2736.07,3.11,,
2736.77,,3.45,
2739.33,2.99,,
2739.81,,2.95,
2740.22,,,3.02
2742.59,2.9,,
2743.12,,,2.87
2744.22,2.67,,
2745.91,,3.08,
2746.02,,,2.65
2747.48,2.79,,
2748.63,,,2.86
2749,,3.37,
2750.75,2.86,,
2752.27,,3.55,
2752.39,,,2.84
2753.57,,3.38,
2754.01,3,,
2754.71,,,2.92
2756.84,,3.26,
2757.27,2.89,,
2757.61,,,2.84
2760.1,,3.52,
2760.51,,,2.99
2760.53,3.2,,
2763.37,,3.65,
2763.41,,,3
2763.8,3.22,,
2766.4,,,3.19
2766.75,,4.13,
2767.11,,3.32,
2767.21,3.25,,
2769.78,3.07,,
2770.11,,,2.67
2772.35,2.89,3.92,
2773.08,,,2.64
2774.19,,3.18,
2774.91,2.77,,
2777.47,3.03,,
2777.54,,,3.02
2778.47,,3.92,
2779.08,,2.67,
2780.48,2.96,,
2781.25,,,2.89
2783.6,2.88,,
2784.59,,3.83,
2784.96,,,2.67
2788.3,,,2.9
2789.82,,3.11,
2790.84,,,2.69
2791.14,,3.71,
2793.28,2.96,,
2794.98,,,2.84
2795.08,,2.75,
2795.73,3.14,,
2797.53,,,3.25
2797.71,,3.45,
2798.18,3.44,,
2800.35,,2.75,
2800.63,3.58,,
2801.34,,,3.45
2803.08,3.78,,
2804.21,,,3.6
2804.29,,3.23,
2805.58,3.72,,
2806.26,,2.51,
2807.33,,,3.06
2808.64,3.63,,
2811.21,,,3.41
2811.88,,3.13,
2812.54,3.42,,
2812.77,,3.1,
2815.32,,,3.37
2816.45,3.31,,
2820.36,3.17,,
2820.79,,3.09,
2823.56,,,3.14
2824.27,2.92,,
2826.85,,,2.84
2828.17,3,,
2829.7,,3.35,
2831.79,,,2.99
2832.05,3.08,,
2834.34,3.04,,
2834.35,,,3.52
2835.88,,3.62,
2836.64,2.96,,
2836.84,,,3.17
2839.34,,,3.15
2841.11,,3.84,
2841.59,3.25,,
2842.09,,,2.73
2844.11,3.17,,
2844.33,,,3.21
2846.34,,3.69,
2846.58,,,2.95
2846.63,3.09,,
2849.15,3.44,,
2849.58,,,3.15
2851.58,,3.69,
2851.67,3.27,,
2851.82,,,3.33
2854.43,,,3.28
2854.59,3.38,,
2854.97,,3.09,
2857.95,2.95,,
2858.09,,,3.14
2859.51,,3.48,
2861.31,3.06,,
2861.42,,,2.67
2864.75,,,2.88
2864.95,,3.64,
2868.03,3.02,,
2868.07,,,2.96
2869.48,,3.26,
2870.74,,,2.83
2871.39,3.22,,
2873.82,,3.14,
2874.54,,,3.01
2875,3.19,,
2877.51,,3.93,
2877.58,,,3.04
2878.48,3.43,,
2881.2,,3.44,
2881.96,3.42,,
2883.67,,,3.4
2884.89,,3.69,
2885.45,3.35,,
2888.53,,3.81,
2888.87,3.23,,
2891.76,,3.6,
2892.3,,,3.07
2894.24,,,3.15
2894.95,,3.7,
2895.61,3.08,,
2897.01,,,3.25
2898.14,,3.59,
2898.98,3.07,,
2901.33,,3.32,
2904.55,,3.19,
2905.94,,,3.06
2907.93,,3.38,
2909.38,3.36,,
2911.31,,3.45,
2912.16,,,3.1
2912.9,3.1,,
2914.67,,3.34,
2915.28,,,3.24
2915.75,2.55,,
2918,,3.29,
2918.6,3.07,,
2921.33,,3.53,
2921.44,3.06,,
2924.31,3.05,,
2924.71,,3.77,
2927.34,3.42,,
2928.26,,3.82,
2930.37,3.31,,
2931.81,,3.87,
2933.4,3.32,,
2934.59,,,2.89
2936.14,,3.45,
2936.59,3.28,,
2939.81,2.88,,
2940.67,,3.27,
2941.17,,,2.73
2943.03,2.53,,
2944.46,,,2.88
2945.19,,3.12,
2946.45,2.84,,
2947.69,,,2.82
2949.6,,3.06,
2953.11,,2.97,
2954.01,2.66,,
2954.07,,,3.03
2957.25,,,3.24
2957.5,,2.79,
2957.62,2.85,,
2960.44,,,2.37
2960.57,3.13,,
2961.87,,3.26,
2963.51,2.46,,
2965.37,,3.14,
2966.46,2.93,,
2966.81,,,3.28
2969.04,,3.57,
2969.66,3.15,,
2973.16,3.3,,
2973.18,,3.64,
2976.65,3.02,,
2980.66,3.29,,
2981.85,,3.75,
2982.07,,,3.02
2985.21,3.29,,
2986.37,,,2.37
2986.63,,3.54,
2989.76,2.85,,
2990.68,,,3.22
2991.41,,3.28,
2993.63,2.77,,
2994.06,,,2.8
2994.96,,3.19,
2997.05,,,3.19
2998.32,,3.37,
3001.69,,3.73,
3003.02,,,3.24
3005.74,,3.6,
3007.92,3.39,,
3008.43,,3.63,
3010.76,3.32,,
3011.8,,3.52,
3013.59,3.34,,
3015.18,,3.39,
3016.43,3.49,,
3017.35,,,3.27
3017.87,,3.32,
3021.25,,3.44,
3022.09,3.32,,
3023.32,,,3.34
3024.62,,3.04,
3024.93,3.36,,
3027.88,3.36,,
3027.99,,3.16,
3031.14,,3.04,
3031.29,3.12,,
3032.1,,,2.27
3034.69,2.93,,
3034.91,,3.15,
3038.09,2.47,,
3038.47,,,2.53
3041.2,,3.14,
3041.49,3.14,,
3042.13,,,2.97
3044.34,,3.41,
3044.9,3.01,,
3045.79,,,2.91
3047.49,,3.48,
3048.3,3.15,,
3049.45,,,3.39
3051.45,3.28,,
3052.72,,,3.3
3053.71,,3.4,
3054.35,3.15,,
3055.92,,,2.72
3057.25,2.88,,
3059.12,,,2.47
3059.84,,3.12,
3060.14,3,,
3062.32,,,2.79
3063.04,2.98,,
3065.52,,,2.89
3065.94,2.82,,
3068.72,,,2.76
3068.84,2.93,,
3069.05,,3.29,
3071.85,2.89,,
3072.25,,3.34,
3075.97,2.91,,
3076.17,,,2.7
3076.44,,2.91,
3078.11,,2.98,
3080.15,2.85,,
3080.44,,,2.31
3082.29,,2.64,
3084.2,3.02,,
3084.42,,,2.67
3086.16,,3.12,
3088,2.88,,2.65
3089.96,,3.46,
3091.58,,,2.98
3091.8,2.83,,
3093.76,,3.42,
3095.16,,,2.94
3095.6,2.87,,
3097.57,,3.33,
3098.74,,,2.91
3099.39,2.92,,
3101.37,,3.48,
3102.32,,,2.94
3103.19,2.82,,
3105.17,,3.23,
3106.99,2.9,,
3107.75,2.79,,
3110.78,2.9,,
3110.78,2.95,,
3112.32,,,2.83
3112.78,,3.42,
3113.82,3.04,,
3114.2,2.96,,
3115.78,,,2.84
3116.1,3,,
3116.58,,3.23,
3118,2.97,,
3119.25,,,2.9
3121.5,3.03,,
3122.37,,,3.02
3123.82,,3.37,
3124.22,3.09,,
3125.33,,,3.12
3126.95,3.2,,
3127.3,,3.35,
3128.29,,,3.15
3129.67,3.06,,
3130.78,,3.43,
3131.25,,,3.19
3132.31,3.09,,
3133.73,,,3.14
3133.77,,3.49,
3134.45,2.91,,
3136.06,,,3.2
3136.5,,3.39,
3136.6,3.33,,
3138.38,,,3.19
3138.74,3.21,,
3139.24,,3.51,
3140.7,,,2.72
3140.88,3.32,,
3141.97,,3.6,
3143.03,3.47,,2.65
3145.36,,3.65,
3146.55,,,2.99
3146.59,3.2,,
3149.15,,3.71,
3149.63,,,2.53
3150.35,2.62,,
3152.58,,,2.62
3152.95,,3.27,
3154.12,2.75,,
3155.29,,,2.49
3155.98,,2.98,
3156.95,,,2.63
3157.22,,3.01,
3157.94,,2.92,
3158.3,2.55,,
3158.6,,,2.36
3159.02,,2.97,
3159.88,2.72,,
3160.25,,,2.5
3161.46,3,,
3161.92,,,2.9
3162.61,,3.28,
3163.04,2.97,,
3163.58,,,2.56
3164.61,3.04,,
3165.49,,,2.74
3168.04,,3.38,
3168.16,2.9,,
3168.66,,,2.55
3171.78,,,2.76
3172.37,3.11,,
3172.39,,3.53,
3174.9,,,2.88
3176.39,2.9,,
3176.54,,3.15,
3177.7,,,2.96
3180.11,2.98,,
3180.38,,2.92,
3180.46,,,2.71
3183.22,,,2.58
3183.84,2.99,,
3184.23,,2.42,
3187.3,2.69,,
3188.16,,3.08,
3189.08,,,2.71
3190.71,2.7,,
3192.12,,3.07,
3192.13,,,2.9
3194.11,2.75,,
3195.15,,,2.45
3196.08,,3.37,
3197.51,2.95,,
3198.18,,,2.64
3200.03,,3.26,
3200.92,2.45,,
3204.22,,,2.68
3204.3,2.5,,
3207.24,,,2.64
3207.95,,3.05,
3211,2.66,,
3211.9,,3.08,
3212.92,,,2.89
3214.34,2.85,,
3215.39,,,3.01
3215.86,,3.1,
3217.87,,,2.61
3219.81,,3.11,
3220.34,,,2.85
3221.03,3.01,,
3222.95,,,2.68
3223.55,,3.18,
3224.46,3.03,,
3226.56,,,2.68
3227.18,,3.17,
3227.98,2.86,,
3230.82,,3.36,
3231.49,2.99,,
3233.75,,,2.81
3234.45,,3.73,
3235.01,2.83,,
3238.22,,2.98,
3238.45,2.93,,
3240.37,,,2.93
3240.67,2.81,,
3241.26,,3.33,
3242.72,2.87,,
3242.88,,,2.95
3243.49,,2.83,
3244.78,2.72,,
3245.42,,,2.69
3246.01,,2.88,
3247.96,,,2.61
3248.7,,,2.72
3248.88,2.93,,
3249.08,,2.68,
3250.47,,,2.85
3250.93,2.92,,
3252.44,,3.22,
3252.98,2.94,,
3253.01,,,3.01
3255.23,,3.14,
3255.54,,,2.71
3257.09,3.03,,
3258.03,,3.44,
3259.05,2.73,,
3260.49,,3.38,
3261.24,3.09,,
3262.15,,,2.92
3263.08,,3.35,
3265.67,,3.28,
3266.24,,,3.13
3267.78,2.7,,
3268.33,,3.31,
3270.3,,,3.02
3271.61,,3.54,
3272.14,2.86,,
3273.07,,,3.12
3274.34,,,2.87
3274.89,,3.27,
3275.76,,,3.18
3278.17,,3.19,
3278.35,,,3.03
3281.45,,3.6,
3283.52,,,3.53
3284.73,,3.6,
3286.2,,,3.34
3288.92,,4.09,
3290.96,,,3.39
3293.82,,4,
3295.47,,,3.54
3298.73,,4.09,
3299.64,,,3.53
3303.63,,3.85,
3303.8,,,3.5
3308.54,,3.84,
3312.13,,,3.36
3313.45,,3.88,
3315.89,,,3.23
3318.74,,,3.16
3321.6,,,2.94
3323.47,,2.92,
3324.46,,,3.03
3326.7,,3.08,
3327.78,,,3.04
3329.18,,3.3,
3331.67,,3.3,
3333.09,,,2.99
3334.16,,3.26,
3337.86,,3.12,
3339.31,,,2.91
3341.99,,,3.06
3342.1,,3.32,
3344.67,,,2.83
3346.35,,3.25,
3347.35,,,3.07
3350.03,,,3
3350.59,,3.39,
3352.71,,,2.93
3354.83,,3.13,
3355.39,,,2.85
3358.52,,,2.98
3358.7,,3.12,
3361.79,,,2.72
3362.17,,2.75,
3365.05,,,2.81
3366.03,,2.68,
3368.32,,,2.9
3369.89,,3.01,
3371.58,,,3.37
3373.74,,3.19,
3377.6,,3.19,
3378.11,,,3.03
3381.38,,,3.01
3381.46,,3.21,
3384.85,,,3.15
3385.16,,3.17,
3388.52,,,2.92
3392.18,,,2.86
3392.71,,2.9,
3395.85,,,2.92
3396.49,,1.83,
3399.7,,,2.9
3400.93,,2.89,
3403.55,,,2.66
3405.44,,2.7,
3407.4,,,2.74
3411.6,,,2.71
3413.83,,2.69,
3415.42,,2.61,
3416.04,,,2.65
3419.07,,2.56,
3419.99,,,2.68
3422.59,,2.66,
3422.96,,,2.93
3425.92,,,2.8
3426.11,,2.85,
3428.88,,,2.86
3429.63,,2.83,
3432.2,,,2.83
3433.83,,2.52,
3435.53,,,2.68
3438.19,,2.64,
3438.87,,,2.62
3442.75,,,2.67
3443.19,,2.65,
3448.65,,3.12,
3450.85,,,2.95
3457.94,,2.37,
3460.61,,,3.13
3462.41,,2.7,
3463.71,,,2.83
3466.69,,,3.09
3469.94,,,2.89
3470.67,,2.83,
3473.61,,,2.82
3475.18,,2.79,
3477.38,,,2.51
3479.73,,2.7,
3481.15,,,2.48
3484.96,,,2.69
3488.8,,,2.8
3490.23,,2.74,
3495.94,,2.5,
3496.48,,,2.9
3500.32,,,2.72
3501.66,,2.7,
3504.16,,,2.61
3506.79,,2.7,
3508,,,2.74
3511.67,,2.84,
3511.85,,,2.93
3515.2,,,2.75
3518.34,,,2.81
3519.9,,2.83,
3521.48,,,2.58
3524.1,,2.76,
3528.22,,,2.75
3528.88,,2.67,
3531.61,,,2.89
3533.67,,2.54,
3537.7,,,1.75
3539.63,,2.63,
3542.58,,2.72,
3543.43,,,3.1
3545.71,,2.81,
3545.97,,,3.02
3549.46,,,2.84
3550.63,,,3
3550.7,,2.9,
3553.35,,,2.73
3555.73,,3.13,
3556.88,,,2.9
3557.92,,,2.43
3560.4,,2.77,
3563.8,,,2.43
3565.14,,2.76,
3568.3,,,2.72
3574.18,,,2.52
3574.95,,2.84,
3575.21,,,2.65
3578.67,,,2.71
3579.85,,2.72,
3582.13,,,2.98
3584.75,,2.78,
3585.62,,,2.7
3588.86,,,2.94
3589.04,,2.74,
3593.29,,2.94,
3595.34,,,2.51
3597.54,,2.84,
3597.61,,,2.53
3598.58,,,2.42
3600.85,,,2.66
3601.79,,2.89,
3601.82,,,2.38
3604.09,,,2.56
3605.06,,,2.33
3610.29,,2.75,
3612.22,,2.61,
3615.98,,2.84,
3617.47,,,3.17
3619.74,,2.89,
3620.56,,,3.1
3624.12,,,3.07
3624.17,,2.94,
3627.8,,,3.02
3628.94,,3.19,
3633.71,,2.97,
3635.16,,,3.23
3638.49,,3.01,
3642.69,,,3.12
3643.47,,2.97,
3646.55,,,2.72
3648.48,,2.65,
3653.12,,,2.82
3656.13,,,2.83
3656.78,,2.77,
3660.92,,2.94,
3662.15,,,3.02
3664.46,,3.01,
3667.6,,2.48,
3670.73,,3.11,
3671.19,,,2.97
3674.03,,3.39,
3674.2,,,3.26
3677.65,,,3.03
3679.44,,2.73,
3681.24,,,3.12
3684.83,,,2.81
3685.05,,2.74,
3688.12,,,2.61
3689.77,,2.55,
3691.25,,,2.63
3693.93,,2.86,
3694.39,,,2.65
3697.53,,,2.77
3698.09,,2.69,
3700.66,,,2.66
3702.26,,3,
3703.8,,,2.84
3706.42,,2.85,
3706.94,,,2.68
3710.07,,,2.9
3713.21,,,3.02
3714.75,,3.05,
3716.39,,,2.92
3717.5,,,3.2
3719.5,,2.82,
3721.08,,,3.1
3724.5,,2.58,
3724.66,,,2.8
3728.24,,,2.61
3729.51,,2.64,
3734.51,,2.02,
3738.98,,,2.76
3742.56,,,3.23
3745.28,,2.68,
3746.13,,,2.87
3749.36,,,3.3
3750.08,,2.46,
3755.6,,,3.1
3759.22,,,3.1
3759.57,,2.71,
3762.91,,,2.77
3765.28,,2.65,
3766.61,,,2.91
3770.3,,,2.72
3771,,2.76,
3773.99,,,2.78
3776.71,,2.71,
3777.69,,,2.87
3782.43,,2.56,
3785.08,,,2.8
3788.14,,2.81,
3788.8,,,2.98
3792.51,,,3.1
3794.56,,2.78,
3796.22,,,2.84
3799.76,,,2.82
3802.79,,,2.69
3805.83,,,2.88
3805.95,,2.59,
3807.01,,2.76,
3808.79,,,2.79
3810.69,,2.82,
3811.54,,2.58,
3811.57,,,2.93
3814.35,,,2.81
3814.97,,2.74,
3815.82,,2.38,
3817.13,,,2.98
3819.27,,2.55,
3819.99,,,2.97
3820.2,,2.49,
3823.03,,,2.76
3823.37,,2.83,
3826.06,,,3.4
3829.1,,,3.14
3831.28,,3.06,
3832.02,,,3.4
3834.75,,,2.72
3835.01,,2.92,
3838.8,,3.03,
3840.22,,,3.01
3843.16,,,2.9
3843.66,,2.5,
3848.66,,,2.8
3854.62,,,3.31
3861.35,,,2.98
3864.85,,,2.89
3866.21,,2.83,
3868.29,,,3.34
3871.05,,3.02,
3871.74,,,3.31
3875.17,,,3.36
3875.86,,2.93,
3878.49,,,2.98
3880.53,,2.32,
3881.81,,,3.07
3885.21,,2.83,
3888.46,,,2.77
3889.88,,2.81,
3891.78,,,2.87
3894.56,,2.62,
3895.1,,,2.68
3898.43,,,3.04
3899.23,,2.59,
3901.75,,,2.76
3904.05,,2.54,
3905.68,,,2.83
3913.87,,,2.72
3914.72,,2.75,
3916.78,,,2.69
3918.6,,2.86,
3919.69,,,3.06
3922.6,,,3.36
3925.53,,,3.21
3926.47,,2.59,
3928.46,,,3.23
3929.3,,2.69,
3931.39,,,3.06
3933.35,,2.34,
3934.33,,,2.96
3936.34,,2.55,
3937.55,,,2.48
3938.87,,2.4,
3941.41,,2.82,
3943.13,,,2.67
3943.95,,2.79,
3946.05,,,3.15
3947.62,,,2.64
3948.27,,2.85,
3950.18,,,2.81
3952.34,,2.55,
3952.74,,,2.65
3955.31,,,2.77
3956.38,,2.45,
3957.87,,,2.71
3960.16,,2.59,
3963,,,2.79
3963.95,,2.77,
3965.57,,,2.82
3968.44,,2.7,
3968.61,,,2.77
3971.69,,,2.82
3973.15,,2.45,
3974.77,,,2.83
3977.4,,2.8,
3977.86,,,2.81
3980.94,,,2.93
3981.6,,2.88,
3984.27,,,2.56
3987.75,,,2.86
3988.33,,3.03,
3990.01,,2.81,
3991.23,,,3.22
3998.42,,2.83,
4001.67,,,2.91
4003.05,,2.76,
4005.15,,,2.88
4006.83,,2.61,
4007.67,,2.38,
4008.63,,,2.68
4011.6,,,2.71
4014.24,,,2.77
4014.62,,2.71,
4017.68,,2.75,
4019.45,,,2.79
4021.2,,2.58,
4023.16,,,2.78
4025.46,,2.7,
4026.87,,,2.87
4029.66,,2.77,
4030.45,,,2.92
4033.57,,2.94,
4033.85,,,2.89
4039.17,,,3.35
4042.53,,,3.21
4043.35,,2.57,
4045.9,,,3.02
4049.26,,,3.07
4049.43,,2.51,
4052.63,,,2.94
4055.52,,2.76,
4059.36,,,3.09
4061.59,,2.61,
4062.68,,,2.95
4065.94,,,3.11
4071.68,,2.64,
4075.75,,,3.12
4076.72,,2.78,
4079.02,,,2.98
4081.76,,2.74,
4082.29,,,3.02
4085.56,,,3.01
4088.83,,,2.86
4091.85,,2.7,
4092.75,,,2.93
4095.39,,,3.02
4096.9,,2.9,
4098.86,,,2.88
4101.69,,2.64,
4102.34,,,3.08
4105.81,,,2.63
4106.37,,2.74,
4108.62,,,2.98
4110.18,,2.73,
4111.38,,,3.12
4119.36,,2.77,
4121.02,,,3.04
4124.75,,,2.71
4125.52,,2.61,
4131.97,,2.67,
4132.52,,,3.09
4136.47,,,2.37
4138.57,,2.7,
4140.54,,,3.08
4144.63,,,2.82
4145.33,,2.75,
4148.16,,,2.96
4149.02,,2.67,
4150.91,,,2.75
4151.22,,2.54,
4153.42,,2.89,
4153.67,,,2.8
4155.62,,2.84,
4156.42,,,2.64
4157.83,,2.71,
4159.17,,,2.58
4160.03,,2.46,
4161.59,,,2.89
4163.85,,,2.86
4166.48,,2.59,
4168.39,,,2.67
4168.63,,2.62,
4170.65,,,2.79
4170.78,,2.57,
4172.93,,2.7,
4173.01,,,2.78
4175.7,,,2.86
4176.97,,2.57,
4178.76,,,2.77
4182.16,,,3.1
4182.31,,2.59,
4185.56,,,2.85
4187.47,,2.79,
4190.75,,,3.14
4191.21,,2.97,
4194.96,,2.69,
4197.89,,,2.74
4198.65,,2.72,
4200.08,,,2.54
4204.45,,,2.92
4205.52,,2.62,
4206.63,,,2.83
4208.77,,2.14,
4208.81,,,2.84
4211.99,,,3.06
4212.45,,2.64,
4215.11,,,2.72
4218.03,,,2.5
4220.02,,2.49,
4221.07,,,2.7
4224.4,,,2.71
4226.08,,2.77,
4227.73,,,2.93
4229.53,,2.99,
4230.77,,2.69,
4231.13,,,2.77
4233.26,,2.88,
4235.39,,,3.04
4235.8,,2.68,
4238.33,,2.73,
4241.26,,2.77,
4242.64,,2.69,
4242.99,,,3.07
4244.71,,2.65,
4246.09,,2.63,
4248.17,,2.64,
4248.8,,,3.01
4251.58,,,3.5
4252.9,,2.83,
4256.12,,2.73,
4260.94,,,2.74
4260.95,,2.7,
4264.14,,2.72,
4265.49,,,2.97
4267.5,,2.84,
4274.21,,2.7,
4278.07,,,3.19
4278.85,,2.86,
4278.85,,2.6,
4282.1,,,2.68
4283.9,,2.78,
4283.9,,2.79,
4288.79,,2.81,
4288.79,,2.41,
4289.81,,,2.89
4292.36,,2.71,
4292.36,,2.85,
4293.67,,,2.71
4295.94,,2.61,
4295.94,,2.69,
4301.25,,,2.95
4303.08,,,2.86
4305.58,,,2.77
4308.08,,,2.75
4310.58,,,2.42
4313.05,,,2.67
4316.58,,,2.46
4321.87,,,2.79
4324.51,,,2.82
4328.81,,,2.69
4336.55,,3.03,
4338.68,,,2.63
4341.77,,2.85,
4344.59,,,2.75
4346.61,,2.57,
4348,,,2.63
4350.82,,2.75,
4351.22,,,2.57
4354.44,,,2.47
4355.04,,2.42,
4357.39,,,2.67
4358.83,,2.75,
4360.29,,,2.65
4361.94,,,2.92
4362.63,,2.79,
4363.19,,,2.72
4364.84,,,2.84
4365.71,,,2.94
4366.16,,,3.07
4366.5,,2.49,
4369.15,,,3.02
4370.72,,,3.16
4371.06,,2.88,
4371.4,,,2.93
4374.39,,,3.18
4375.61,,2.6,
4375.97,,,2.85
4376.65,,,2.77
4379.64,,,3.11
4380.16,,2.88,
4381.21,,,2.92
4381.9,,,2.66
4384.72,,2.43,
4384.89,,,3.03
4386.46,,,2.55
4387.14,,,2.71
4389.27,,2.96,
4390.13,,,3.04
4391.71,,,2.63
4392.39,,,2.81
4393.83,,2.76,
4395.38,,,2.86
4396.95,,,2.67
4397.64,,,2.76
4398.38,,2.52,
4400.63,,,2.44
4402.2,,,2.59
4402.88,,,2.95
4402.93,,2.35,
4405.87,,,2.6
4406.92,,,2.94
4407.49,,2.92,
4408.13,,,2.79
4411.12,,,2.61
4412.04,,2.5,
4412.17,,,2.31
4413.37,,,2.78
4416.38,,,2.5
4416.62,,2.41,
4417.48,,,2.35
4418.75,,,2.5
4421.4,,2.74,
4421.89,,,2.16
4422.99,,,2.69
4424.26,,,2.68
4426.18,,2.65,
4427.4,,,2.36
4428.5,,,2.65
4429.77,,,2.58
4430.96,,2.49,
4432.91,,,2.67
4435.28,,,2.95
4435.75,,2.39,
4437.62,,,2.94
4438.84,,2.84,
4439.19,,,2.65
4439.52,,3.13,
4439.7,,,2.71
4441.95,,,2.59
4442.94,,2.88,
4443.64,,,2.74
4445.88,,,2.93
4446.35,,2.87,
4447.57,,,2.96
4449.77,,2.64,
4449.82,,,2.65
4451.51,,,2.76
4453.18,,2.57,
4453.75,,,2.7
4455.55,,,2.77
4456.98,,2.72,
4460.44,,,2.82
4460.77,2.76,,
4461.23,,2.96,
4463.23,,,2.66
4465.33,,,2.71
4465.47,,2.81,
4468.12,,,2.87
4469.72,,2.9,
4473.96,,2.64,
4475.55,,,2.8
4477.35,,,2.93
4477.82,,,2.85
4478.04,,2.79,
4480.27,2.8,,
4481.57,,,2.83
4481.7,,2.68,
4484.1,,,2.26
4485.36,,2.53,
4485.79,,,2.82
4488.32,,,2.71
4490,,,3.04
4492.45,2.41,,
4492.53,,,2.66
4492.68,,2.72,
4497.1,,2.83,
4497.38,2.64,,
4497.75,,,2.74
4500.4,,,2.98
4502.85,,2.56,
4503.77,2.47,,
4504.38,,,2.75
4507.03,,,2.82
4508.61,,2.39,
4508.81,2.82,,
4511,,,2.71
4513.66,,,3.19
4514.36,,2.75,
4517.11,2.77,,
4517.63,,,2.68
4519.94,,2.65,
4521.26,2.92,,
4524.26,,,2.82
4525.33,,2.44,
4525.41,3.05,,
4526.91,,,3.03
4530.59,2.99,,
4530.73,,2.77,
4530.89,,,2.93
4533.54,,,3.06
4535.88,2.95,,
4536.13,,2.65,
4537.52,,,2.97
4541.17,2.66,,
4541.74,,2.57,
4543.16,,,2.76
4544.74,,,2.74
4545.36,2.7,,
4547.1,,,2.38
4547.94,,2.57,
4548.68,,,2.99
4551.04,,,2.59
4552.62,,,2.79
4552.86,2.71,,
4553.49,,2.39,
4554.1,,2.84,
4554.94,,,2.73
