d13C,d13C_corr,d18O,d18O_corr,type,mcd,age_ka,Comment
1.24,1.24,2.16,2.51,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.39,1.39,1.66,2.01,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.64,0.64,0.63,0.98,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.29,1.29,1.71,2.06,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.03,1.03,1.38,1.73,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.4,0.4,0.77,1.12,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.05,1.05,1.17,1.52,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.37,1.37,1.56,1.91,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.66,0.66,1.1,1.45,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.99,0.99,1.19,1.54,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.85,0.85,1.01,1.36,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.61,0.61,0.75,1.1,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.3,0.3,1.17,1.52,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.93,0.93,1.24,1.59,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.96,0.96,1.24,1.59,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.75,0.75,1.01,1.36,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.41,1.41,1.53,1.88,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.81,0.81,1.06,1.41,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.96,0.96,0.91,1.26,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.88,0.88,1.17,1.52,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.11,1.11,0.94,1.29,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.54,1.54,1.97,2.32,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.76,0.76,1.18,1.53,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.17,1.17,1.3,1.65,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.56,0.56,1.01,1.36,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.27,1.27,1.53,1.88,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.17,1.17,1.32,1.67,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.5,1.5,1.5,1.85,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.11,1.11,1.09,1.44,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.13,1.13,1.12,1.47,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.65,0.65,0.8337,1.1837,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.54,0.54,0.93,1.28,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.81,0.81,1,1.35,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.38,1.38,1.56,1.91,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.67,0.67,0.81,1.16,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.02,1.02,1.01,1.36,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.05,1.05,1.01,1.36,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.67,0.67,1.02,1.37,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.24,1.24,1.4,1.75,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.54,1.54,1.54,1.89,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.24,1.24,1.42,1.77,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.02,1.02,1.17,1.52,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.27,1.27,1.24,1.59,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.75,0.75,1.19,1.54,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.77,0.77,1.1,1.45,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.44,0.44,0.62,0.97,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.46,0.46,0.79,1.14,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.06,1.06,0.78,1.13,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.07,1.07,0.92,1.27,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.32,1.32,1.13,1.48,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.04,1.04,1.66,2.01,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.28,1.28,1.08,1.43,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.5,1.5,1.39,1.74,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.48,0.48,0.73,1.08,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.81,0.81,0.95,1.3,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.25,1.25,0.9,1.25,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.91,0.91,1.23,1.58,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.15,1.15,1.56,1.91,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.3,1.3,1.48,1.83,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.38,1.38,1.44,1.79,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.63,0.63,1.15,1.5,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.85,0.85,1.15,1.5,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.51,0.51,0.49,0.84,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.79,0.79,0.69,1.04,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.79,0.79,0.46,0.81,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.94,0.94,0.88,1.23,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.41,1.41,1.22,1.57,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.2,1.2,1.15,1.5,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.37,1.37,1.2,1.55,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.35,1.35,1.06,1.41,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.21,1.21,1.49,1.84,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.02,1.02,1.31,1.66,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.58,0.58,1,1.35,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.77,0.77,1.01,1.36,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.3,1.3,0.71,1.06,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.77,0.77,1.24,1.59,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.5,0.5,1.3,1.65,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.38,1.38,1.71,2.06,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.32,1.32,1.32,1.67,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.82,0.82,1.05,1.4,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.8,0.8,1.05,1.4,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.61,0.61,0.93,1.28,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.63,0.63,0.83,1.18,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1,1,0.75,1.1,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.13,1.13,0.72,1.07,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.01,1.01,1.37,1.72,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.56,0.56,0.79,1.14,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.44,0.44,0.99,1.34,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.09,1.09,0.86,1.21,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.93,0.93,1.04,1.39,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.6,0.6,1.43,1.78,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.35,1.35,1.76,2.11,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.28,1.28,1.35,1.7,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.95,0.95,1.61,1.96,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.73,0.73,0.95,1.3,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.85,0.85,1,1.35,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.72,0.72,1.06,1.41,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.57,0.57,0.86,1.21,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.69,0.69,0.79,1.14,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.04,1.04,1.02,1.37,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.9,0.9,0.82,1.17,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.47,0.47,0.97,1.32,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.85,0.85,1.16,1.51,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.02,1.02,1.11,1.46,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.92,0.92,0.91,1.26,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.93,0.93,1.08,1.43,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.13,1.13,1.85,2.2,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.38,1.38,1.69,2.04,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.98,0.98,1.07,1.42,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.98,0.98,0.95,1.3,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.7,0.7,0.71,1.06,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.67,0.67,1.04,1.39,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.73,0.73,0.8,1.15,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.39,0.39,0.83,1.18,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.48,0.48,0.96,1.31,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.38,0.38,0.69,1.04,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.05,1.05,0.87,1.22,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1,1,0.79,1.14,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.82,0.82,0.99,1.34,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.02,1.02,1.11,1.46,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.15,1.15,1.88,2.23,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.28,1.28,1.64,1.99,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.78,0.78,0.93,1.28,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.45,0.45,0.8,1.15,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.38,0.38,0.8,1.15,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.75,0.75,1.23,1.58,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.85,0.85,1.1,1.45,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.68,0.68,0.94,1.29,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.43,0.43,0.51,0.86,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.07,1.07,0.83,1.18,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.6,0.6,1.16,1.51,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.86,0.86,0.72,1.07,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.39,1.39,1.88,2.23,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.48,1.48,2,2.35,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.18,1.18,1.27,1.62,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.58,0.58,0.75,1.1,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.93,0.93,1.03,1.38,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.8,0.8,0.75,1.1,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.56,0.56,0.78,1.13,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.75,0.75,1.23,1.58,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.75,0.75,1.09,1.44,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.4,0.4,0.93,1.28,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.5,0.5,0.74,1.09,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.83,0.83,0.95,1.3,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.46,0.46,1.02,1.37,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.05,1.05,1.03,1.38,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.58,0.58,0.59,0.94,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.72,0.72,0.86,1.21,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.68,0.68,0.88,1.23,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.36,0.36,1.01,1.36,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.54,0.54,0.8,1.15,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.62,0.62,0.72,1.07,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.71,0.71,1.14,1.49,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.6,0.6,0.71,1.06,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.46,0.46,0.4,0.75,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.79,0.79,0.88,1.23,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.2,1.2,1.18,1.53,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.43,0.43,0.96,1.31,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.42,0.42,0.69,1.04,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.81,0.81,1.13,1.48,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.15,1.15,0.9,1.25,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.66,0.66,0.72,1.07,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.66,0.66,0.87,1.22,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.92,0.92,0.82,1.17,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.5,0.5,0.58,0.93,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.43,0.43,0.96,1.31,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.3,0.3,0.76,1.11,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.73,0.73,0.72,1.07,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.76,0.76,1.08,1.43,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.85,0.85,0.99,1.34,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.6,0.6,0.78,1.13,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.63,0.63,0.7,1.05,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.24,1.24,0.88,1.23,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.33,0.33,0.62,0.97,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.71,0.71,0.64,0.99,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.46,0.46,0.54,0.89,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.93,0.93,0.98,1.33,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
1.11,1.11,1.07,1.42,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.76,0.76,0.68,1.03,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.5,0.5,0.72,1.07,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.68,0.68,0.72,1.07,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.66,0.66,0.48,0.83,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.66,0.66,0.68,1.03,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.7,0.7,0.81,1.16,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.4,0.4,0.72,1.07,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.48,0.48,0.78,1.13,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.74,0.74,0.84,1.19,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.56,0.56,1,1.35,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.64,0.64,0.71,1.06,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
0.6,0.6,1.05,1.4,NUMB,,0,d18O adjusted by +0.34 per mil ; d13C adjusted by 0.00 per mil (Shackleton and Hall 1997)
